Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1553,Hugo Magnetti,FRA,MF,Brest,Ligue 1,22,1998,13,7,603,6.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,0.04,0.05,0.1,0.04,0.1,Matches
1554,Harry Maguire,ENG,DF,Manchester Utd,Premier League,27,1993,34,34,3047,33.9,2,1,2,0,0,11,0,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07,Matches
1555,Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20,2000,2,1,66,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
1556,Hicham Mahou,FRA,DF,Nice,Ligue 1,21,1999,2,0,34,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
1557,Riyad Mahrez,ALG,FW,Manchester City,Premier League,29,1991,27,23,1949,21.7,9,6,9,0,0,0,0,0.42,0.28,0.69,0.42,0.69,5.6,5.6,5.9,11.5,0.26,0.27,0.53,0.26,0.53,Matches
1558,Arne Maier,GER,MF,Arminia,Bundesliga,21,1999,16,13,1034,11.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.8,0.03,0.12,0.16,0.03,0.16,Matches
1559,Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,2,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.49,0.49,0.0,0.49,Matches
1560,Habib Maïga,CIV,MF,Metz,Ligue 1,24,1996,31,31,2693,29.9,1,3,1,0,0,9,0,0.03,0.1,0.13,0.03,0.13,2.0,2.0,2.1,4.1,0.07,0.07,0.14,0.07,0.14,Matches
1561,Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Matches
1562,Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22,1997,11,5,490,5.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches
1563,Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22,1997,15,14,1230,13.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,0.05,0.05,0.1,0.05,0.1,Matches
1564,Josh Maja,NGA,"FW,MF",Fulham,Premier League,21,1998,15,9,810,9.0,3,0,2,1,1,0,0,0.33,0.0,0.33,0.22,0.22,4.8,4.0,1.1,5.1,0.53,0.12,0.65,0.45,0.57,Matches
1565,Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,17,11,804,8.9,2,0,2,0,0,2,0,0.22,0.0,0.22,0.22,0.22,3.1,3.1,0.6,3.6,0.34,0.06,0.41,0.34,0.41,Matches
1566,Radosław Majecki,POL,GK,Monaco,Ligue 1,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1567,Abdul Majeed Waris,GHA,"FW,MF",Strasbourg,Ligue 1,28,1991,15,5,552,6.1,1,0,0,1,1,0,0,0.16,0.0,0.16,0.0,0.0,1.6,0.9,0.0,0.9,0.27,0.0,0.27,0.14,0.14,Matches
1568,Marco Majouga,FRA,"FW,MF",Nîmes,Ligue 1,19,2001,7,0,105,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.19,0.23,0.43,0.19,0.43,Matches
1569,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22,1998,17,5,522,5.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1570,Nemanja Maksimović,SRB,MF,Getafe,La Liga,25,1995,35,34,2728,30.3,1,0,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,1.8,1.8,1.1,3.0,0.06,0.04,0.1,0.06,0.1,Matches
1571,Nikola Maksimović,SRB,DF,Napoli,Serie A,28,1991,17,12,1207,13.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Matches
1572,Adilson Malanda,FRA,MF,Nîmes,Ligue 1,18,2001,1,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1573,Filip Malbašić,SRB,"FW,MF",Cádiz,La Liga,27,1992,28,8,860,9.6,0,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.6,0.6,0.0,0.6,0.06,0.0,0.06,0.06,0.06,Matches
1574,Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29,1991,5,2,207,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08,Matches
1575,Kévin Malcuit,MAR,"MF,FW",Napoli,Serie A,29,1991,2,0,33,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1576,Daniel Maldini,ITA,"FW,MF",Milan,Serie A,18,2001,5,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.45,0.0,0.45,0.45,0.45,Matches
1577,Ruslan Malinovskyi,UKR,"FW,MF",Atalanta,Serie A,27,1993,36,22,1876,20.8,8,12,7,1,1,3,0,0.38,0.58,0.96,0.34,0.91,6.5,5.7,9.7,15.4,0.31,0.47,0.78,0.27,0.74,Matches
1578,Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,1,1,58,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.22,0.22,0.0,0.22,Matches
1579,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,31,30,2602,28.9,3,1,3,0,0,8,0,0.1,0.03,0.14,0.1,0.14,1.5,1.5,2.3,3.8,0.05,0.08,0.13,0.05,0.13,Matches
1580,Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,35,25,2338,26.0,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,0.4,2.0,0.06,0.02,0.08,0.06,0.08,Matches
1581,Dennis Man,ROU,"FW,MF",Parma,Serie A,21,1998,14,8,699,7.8,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,2.1,2.1,0.3,2.5,0.27,0.04,0.32,0.27,0.32,Matches
1582,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,12,4,458,5.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.04,0.01,0.05,0.04,0.05,Matches
1583,Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,27,25,2309,25.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,1.3,0.01,0.05,0.05,0.01,0.05,Matches
1584,Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,33,33,2852,31.7,4,2,4,0,0,10,0,0.13,0.06,0.19,0.13,0.19,2.5,2.5,0.9,3.4,0.08,0.03,0.11,0.08,0.11,Matches
1585,Steve Mandanda,FRA,GK,Marseille,Ligue 1,35,1985,37,37,3330,37.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1586,Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26,1994,29,24,2180,24.2,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.3,1.4,0.01,0.05,0.06,0.01,0.06,Matches
1587,Aïssa Mandi,ALG,DF,Betis,La Liga,28,1991,28,27,2392,26.6,3,1,3,0,0,6,2,0.11,0.04,0.15,0.11,0.15,2.3,2.3,0.1,2.4,0.09,0.01,0.09,0.09,0.09,Matches
1588,Rolando Mandragora,ITA,MF,Udinese,Serie A,23,1997,10,3,398,4.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.18,0.04,0.22,0.18,0.22,Matches
1589,Rolando Mandragora,ITA,MF,Torino,Serie A,23,1997,17,17,1525,16.9,3,1,3,0,0,5,1,0.18,0.06,0.24,0.18,0.24,2.1,2.1,0.6,2.7,0.12,0.03,0.16,0.12,0.16,Matches
1590,Mario Mandžukić,CRO,FW,Milan,Serie A,34,1986,10,1,212,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,1.0,0.36,0.06,0.41,0.36,0.41,Matches
1591,Sadio Mané,SEN,FW,Liverpool,Premier League,28,1992,35,31,2810,31.2,11,7,11,0,0,3,0,0.35,0.22,0.58,0.35,0.58,15.3,15.3,5.7,20.9,0.49,0.18,0.67,0.49,0.67,Matches
1592,Niccolò Manfredini,ITA,GK,Benevento,Serie A,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1593,Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,7,4,321,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.15,0.0,0.15,0.15,0.15,Matches
1594,Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22,1998,24,24,2109,23.4,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.5,2.9,0.06,0.07,0.13,0.06,0.13,Matches
1595,Thomas Mangani,FRA,MF,Angers,Ligue 1,33,1987,35,32,2691,29.9,3,3,0,3,3,3,0,0.1,0.1,0.2,0.0,0.1,3.3,1.0,3.0,4.1,0.11,0.1,0.21,0.03,0.14,Matches
1596,Vito Mannone,ITA,GK,Monaco,Ligue 1,32,1988,9,9,810,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1597,Kostas Manolas,GRE,DF,Napoli,Serie A,29,1991,30,27,2298,25.5,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,0.03,0.02,0.05,0.03,0.05,Matches
1598,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,13,10,825,9.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.03,0.03,0.0,0.03,Matches
1599,Juan Manuel Ramos,URU,DF,Spezia,Serie A,23,1996,6,2,294,3.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.06,0.06,0.01,0.06,Matches
1600,Myziane Maolida,FRA,"FW,MF",Nice,Ligue 1,21,1999,19,11,1077,12.0,3,1,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,2.8,2.8,1.7,4.5,0.23,0.14,0.37,0.23,0.37,Matches
1601,Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22,1998,23,13,1170,13.0,0,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,0.8,0.8,1.2,2.0,0.06,0.09,0.16,0.06,0.16,Matches
1602,Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18,2002,8,2,229,2.5,1,2,1,0,0,0,0,0.39,0.79,1.18,0.39,1.18,0.5,0.5,0.4,0.9,0.19,0.16,0.35,0.19,0.35,Matches
1603,Maranhão,BRA,FW,Valladolid,La Liga,23,1996,23,11,1177,13.1,4,1,4,0,0,3,0,0.31,0.08,0.38,0.31,0.38,3.8,3.8,0.6,4.4,0.29,0.05,0.33,0.29,0.33,Matches
1604,Fernando Marçal,BRA,DF,Wolves,Premier League,31,1989,13,7,623,6.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.01,0.02,0.03,0.01,0.03,Matches
1605,Fernando Marçal,BRA,DF,Lyon,Ligue 1,31,1989,1,1,78,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1606,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,16,12,1050,11.7,0,2,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,1.2,1.6,0.04,0.1,0.13,0.04,0.13,Matches
1607,Marcelo,BRA,DF,Lyon,Ligue 1,33,1987,34,34,2907,32.3,3,0,3,0,0,7,2,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.5,1.8,0.04,0.02,0.06,0.04,0.06,Matches
1608,Solly March,ENG,DF,Brighton,Premier League,26,1994,21,19,1672,18.6,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,3.4,0.09,0.09,0.18,0.09,0.18,Matches
1609,Federico Marchetti,ITA,GK,Genoa,Serie A,37,1983,4,4,334,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1610,Riccardo Marchizza,ITA,DF,Spezia,Serie A,22,1998,24,17,1561,17.3,0,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,1.1,1.7,0.03,0.06,0.1,0.03,0.1,Matches
1611,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28,1992,34,33,3014,33.5,0,4,0,0,0,7,0,0.0,0.12,0.12,0.0,0.12,1.6,1.6,1.0,2.6,0.05,0.03,0.08,0.05,0.08,Matches
1612,Iván Marcone,ARG,MF,Elche,La Liga,30,1990,33,30,2645,29.4,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.0,0.02,0.02,0.0,0.02,Matches
1613,Óscar de Marcos,ESP,"DF,MF",Athletic Club,La Liga,31,1989,25,17,1520,16.9,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,1.8,3.1,0.08,0.11,0.19,0.08,0.19,Matches
1614,Dario Maresic,AUT,DF,Reims,Ligue 1,20,1999,8,5,514,5.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1615,José Mari,ESP,MF,Cádiz,La Liga,32,1987,22,18,1451,16.1,1,0,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0,1.2,0.4,0.4,0.8,0.07,0.03,0.1,0.02,0.05,Matches
1616,Pablo Marí,ESP,DF,Arsenal,Premier League,26,1993,10,10,900,10.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1617,José María Giménez,URU,DF,Atlético Madrid,La Liga,25,1995,21,20,1765,19.6,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
1618,Mariano,DOM,FW,Real Madrid,La Liga,26,1993,16,5,513,5.7,1,0,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,1.5,1.5,0.2,1.6,0.26,0.03,0.28,0.26,0.28,Matches
1619,Jordan Marié,FRA,MF,Dijon,Ligue 1,28,1991,24,16,1432,15.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,0.03,0.04,0.07,0.03,0.07,Matches
1620,Adrián Marín,ESP,"DF,MF",Alavés,La Liga,23,1997,5,1,93,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.07,0.52,0.58,0.07,0.58,Matches
1621,Adrián Marín,ESP,"DF,FW",Granada,La Liga,23,1997,9,3,269,3.0,0,1,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches
1622,Răzvan Marin,ROU,MF,Cagliari,Serie A,24,1996,37,35,2965,32.9,3,6,3,0,0,6,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,4.8,6.3,0.05,0.15,0.19,0.05,0.19,Matches
1623,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,26,1994,28,22,2089,23.2,5,1,5,0,0,7,0,0.22,0.04,0.26,0.22,0.26,2.2,2.2,0.1,2.3,0.09,0.0,0.1,0.09,0.1,Matches
1624,Marlon,BRA,DF,Sassuolo,Serie A,24,1995,24,19,1742,19.4,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.0,0.03,0.02,0.03,Matches
1625,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,21,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1626,Marquinhos,BRA,DF,Paris S-G,Ligue 1,26,1994,25,24,2128,23.6,3,1,3,0,0,2,0,0.13,0.04,0.17,0.13,0.17,1.5,1.5,0.6,2.1,0.06,0.02,0.09,0.06,0.09,Matches
1627,Luca Marrone,ITA,DF,Crotone,Serie A,30,1990,21,18,1588,17.6,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.01,0.0,0.01,0.01,0.01,Matches
1628,Roger Martí,ESP,FW,Levante,La Liga,29,1991,33,26,2198,24.4,12,4,10,2,4,4,0,0.49,0.16,0.66,0.41,0.57,9.3,6.3,2.5,8.8,0.38,0.1,0.48,0.26,0.36,Matches
1629,Anthony Martial,FRA,FW,Manchester Utd,Premier League,24,1995,22,17,1480,16.4,4,3,4,0,0,0,1,0.24,0.18,0.43,0.24,0.43,6.5,6.5,2.0,8.5,0.4,0.12,0.51,0.4,0.51,Matches
1630,Aarón Martín,ESP,DF,Celta Vigo,La Liga,23,1997,19,17,1540,17.1,0,3,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,1.2,1.4,0.01,0.07,0.08,0.01,0.08,Matches
1631,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,23,1997,5,3,262,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.01,0.12,0.14,0.01,0.14,Matches
1632,Álex Martín,ESP,DF,Cádiz,La Liga,22,1998,2,1,96,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1633,Jonas Martin,FRA,MF,Rennes,Ligue 1,30,1990,12,6,482,5.4,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03,Matches
1634,Martinelli,BRA,FW,Arsenal,Premier League,19,2001,14,7,589,6.5,2,1,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,3.4,3.4,2.1,5.5,0.53,0.32,0.85,0.53,0.85,Matches
1635,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,24,1996,21,15,1483,16.5,1,0,1,0,0,4,1,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.4,1.8,0.08,0.02,0.11,0.08,0.11,Matches
1636,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27,1992,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Matches
1637,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,29,1991,28,28,2519,28.0,1,0,1,0,0,9,1,0.04,0.0,0.04,0.04,0.04,1.3,1.3,0.6,2.0,0.05,0.02,0.07,0.05,0.07,Matches
1638,Javi Martínez,ESP,"MF,FW",Osasuna,La Liga,20,1999,13,6,460,5.1,1,1,1,0,0,1,0,0.2,0.2,0.39,0.2,0.39,0.6,0.6,0.5,1.1,0.11,0.1,0.21,0.11,0.21,Matches
1639,Javi Martínez,ESP,"DF,MF",Bayern Munich,Bundesliga,31,1988,19,4,466,5.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.4,0.06,0.03,0.09,0.06,0.09,Matches
1640,Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,22,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1641,Lautaro Martínez,ARG,FW,Inter,Serie A,22,1997,38,30,2561,28.5,17,6,15,2,2,5,0,0.6,0.21,0.81,0.53,0.74,15.5,14.0,4.5,18.5,0.55,0.16,0.7,0.49,0.65,Matches
1642,Pablo Martinez,FRA,DF,Nîmes,Ligue 1,31,1989,7,6,540,6.0,0,1,0,0,0,1,0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches
1643,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,25,1995,23,20,1551,17.2,3,2,3,0,0,3,0,0.17,0.12,0.29,0.17,0.29,2.7,2.7,2.8,5.5,0.16,0.16,0.32,0.16,0.32,Matches
1644,Adam Marušić,MNE,DF,Lazio,Serie A,27,1992,36,33,2966,33.0,2,3,2,0,0,3,0,0.06,0.09,0.15,0.06,0.15,2.0,2.0,2.2,4.2,0.06,0.07,0.13,0.06,0.13,Matches
1645,Sylvain Marveaux,FRA,"MF,FW",Lorient,Ligue 1,34,1986,9,2,200,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.37,0.01,0.38,0.37,0.38,Matches
1646,Marvin,ESP,"DF,FW",Real Madrid,La Liga,20,2000,4,2,133,1.5,0,1,0,0,0,0,0,0.0,0.68,0.68,0.0,0.68,0.2,0.2,0.2,0.4,0.11,0.13,0.24,0.11,0.24,Matches
1647,Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,27,1993,24,21,1762,19.6,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,0.3,0.3,0.5,0.8,0.02,0.02,0.04,0.02,0.04,Matches
1648,Andrea Masiello,ITA,DF,Genoa,Serie A,34,1986,30,30,2563,28.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches
1649,Jordi Masip,ESP,GK,Valladolid,La Liga,31,1989,25,25,2250,25.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1650,Roberto Massimo,GER,"DF,FW",Stuttgart,Bundesliga,19,2000,18,7,757,8.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.4,3.0,0.19,0.17,0.36,0.19,0.36,Matches
1651,Giuseppe Mastinu,ITA,FW,Spezia,Serie A,28,1991,3,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1652,Arthur Masuaku,COD,"DF,FW",West Ham,Premier League,26,1993,12,12,1006,11.2,0,2,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,1.9,2.2,0.03,0.17,0.19,0.03,0.19,Matches
1653,Jaime Mata,ESP,FW,Getafe,La Liga,31,1988,33,23,2037,22.6,5,0,4,1,2,9,1,0.22,0.0,0.22,0.18,0.18,6.6,5.1,1.2,6.3,0.29,0.05,0.34,0.23,0.28,Matches
1654,Juan Mata,ESP,"FW,MF",Manchester Utd,Premier League,32,1988,9,6,509,5.7,1,2,0,1,1,0,0,0.18,0.35,0.53,0.0,0.35,1.1,0.3,0.8,1.2,0.19,0.15,0.34,0.06,0.21,Matches
1655,Pape Matar Sarr,SEN,MF,Metz,Ligue 1,17,2002,22,18,1594,17.7,3,0,3,0,0,5,0,0.17,0.0,0.17,0.17,0.17,1.0,1.0,0.7,1.7,0.06,0.04,0.1,0.06,0.1,Matches
1656,Eliot Matazo,BEL,MF,Monaco,Ligue 1,18,2002,10,3,314,3.5,1,1,1,0,0,0,1,0.29,0.29,0.57,0.29,0.57,1.3,1.3,0.5,1.8,0.37,0.14,0.51,0.37,0.51,Matches
1657,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,23,1997,7,2,221,2.5,1,0,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09,Matches
1658,Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,15,12,997,11.1,7,1,6,1,1,2,0,0.63,0.09,0.72,0.54,0.63,7.4,6.7,1.5,8.2,0.67,0.13,0.81,0.6,0.74,Matches
1659,Nemanja Matić,SRB,MF,Manchester Utd,Premier League,31,1988,20,12,1106,12.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
1660,Joël Matip,CMR,DF,Liverpool,Premier League,28,1991,10,9,691,7.7,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,1.7,0.08,0.14,0.22,0.08,0.22,Matches
1661,Rabbi Matondo,WAL,"FW,MF",Schalke 04,Bundesliga,19,2000,3,3,220,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,Matches
1662,Ryder Matos,BRA,MF,Udinese,Serie A,27,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches
1663,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1664,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,18,2002,9,3,352,3.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.04,0.04,0.08,0.04,0.08,Matches
1665,Federico Mattiello,ITA,DF,Spezia,Serie A,25,1995,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1666,Neal Maupay,FRA,"FW,MF",Brighton,Premier League,23,1996,33,29,2512,27.9,8,2,5,3,4,1,1,0.29,0.07,0.36,0.18,0.25,13.0,9.9,3.6,13.5,0.46,0.13,0.59,0.36,0.48,Matches
