Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
740,Mihai Dobre,ROU,FW,Dijon,Ligue 1,21,1998,22,4,529,5.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.08,0.05,0.13,0.08,0.13,Matches
741,Matt Doherty,IRL,DF,Tottenham,Premier League,28,1992,17,13,1240,13.8,0,2,0,0,0,4,1,0.0,0.15,0.15,0.0,0.15,0.4,0.4,0.8,1.2,0.03,0.06,0.09,0.03,0.09,Matches
742,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,18,2002,30,26,2313,25.7,2,3,2,0,0,1,1,0.08,0.12,0.19,0.08,0.19,3.7,3.7,3.7,7.4,0.14,0.14,0.29,0.14,0.29,Matches
743,Kasper Dolberg,DEN,FW,Nice,Ligue 1,22,1997,25,21,1928,21.4,6,2,4,2,2,2,0,0.28,0.09,0.37,0.19,0.28,7.6,6.0,1.1,7.2,0.35,0.05,0.41,0.28,0.34,Matches
744,Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27,1993,18,3,452,5.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.07,0.02,0.07,Matches
745,Jaume Doménech,ESP,GK,Valencia,La Liga,29,1990,28,28,2520,28.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
746,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19,2001,4,4,360,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches
747,Nicolás Domínguez,ARG,MF,Bologna,Serie A,22,1998,28,15,1255,13.9,1,0,1,0,0,8,0,0.07,0.0,0.07,0.07,0.07,1.5,1.5,2.3,3.7,0.1,0.16,0.27,0.1,0.27,Matches
748,John Donald,ESP,DF,Elche,La Liga,19,2000,2,1,50,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
749,Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,29,1991,6,0,62,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
750,Anastasios Donis,GRE,MF,Reims,Ligue 1,23,1996,3,1,97,1.1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
751,Gianluigi Donnarumma,ITA,GK,Milan,Serie A,21,1999,37,37,3330,37.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
752,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,22,1997,23,22,1996,22.2,2,0,2,0,0,4,1,0.09,0.0,0.09,0.09,0.09,1.0,1.0,0.1,1.1,0.05,0.0,0.05,0.05,0.05,Matches
753,Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,31,1989,12,9,817,9.1,4,2,3,1,1,3,0,0.44,0.22,0.66,0.33,0.55,4.3,3.5,2.3,5.8,0.47,0.25,0.73,0.39,0.64,Matches
754,Lucas Douath,FRA,MF,Saint-Étienne,Ligue 1,16,2003,30,13,1327,14.7,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.0,0.03,0.03,0.03,Matches
755,Abdoulaye Doucouré,FRA,MF,Everton,Premier League,27,1993,29,29,2443,27.1,2,3,2,0,0,6,0,0.07,0.11,0.18,0.07,0.18,2.1,2.1,2.2,4.3,0.08,0.08,0.16,0.08,0.16,Matches
756,Cheick Doucouré,MLI,MF,Lens,Ligue 1,20,2000,33,30,2627,29.2,2,1,2,0,0,8,0,0.07,0.03,0.1,0.07,0.1,1.2,1.2,1.8,3.0,0.04,0.06,0.1,0.04,0.1,Matches
757,Fodé Doucouré,MLI,DF,Reims,Ligue 1,19,2001,7,3,333,3.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.05,0.13,0.17,0.05,0.17,Matches
758,Mahamadou Doucouré,FRA,FW,Nîmes,Ligue 1,20,2000,3,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
759,Cheick Doukouré,CIV,MF,Levante,La Liga,27,1992,7,0,101,1.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches
760,Idrissa Doumbia,CIV,MF,Huesca,La Liga,22,1998,23,7,779,8.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.04,0.0,0.05,0.04,0.05,Matches
761,Moussa Doumbia,MLI,"MF,FW",Reims,Ligue 1,25,1994,23,9,899,10.0,0,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.6,0.6,1.2,1.9,0.06,0.12,0.19,0.06,0.19,Matches
762,Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23,1996,27,24,2222,24.7,0,1,0,0,0,8,0,0.0,0.04,0.04,0.0,0.04,0.5,0.5,2.7,3.2,0.02,0.11,0.13,0.02,0.13,Matches
763,Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,1991,18,11,1136,12.6,1,0,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
764,Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22,1997,36,36,3148,35.0,0,1,0,0,0,0,1,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches
765,Denis Drăguș,ROU,"FW,MF",Crotone,Serie A,21,1999,9,1,177,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches
766,Radu Drăgușin,ROU,DF,Juventus,Serie A,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
767,Mouhamadou Drammeh,FRA,MF,Reims,Ligue 1,21,1999,6,1,173,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
768,Julian Draxler,GER,"MF,FW",Paris S-G,Ligue 1,26,1993,24,12,1064,11.8,4,3,4,0,0,3,0,0.34,0.25,0.59,0.34,0.59,2.2,2.2,2.8,4.9,0.18,0.23,0.42,0.18,0.42,Matches
769,Dominick Drexler,GER,"MF,FW",Köln,Bundesliga,30,1990,27,11,1233,13.7,2,1,2,0,0,1,0,0.15,0.07,0.22,0.15,0.22,2.8,2.8,1.6,4.4,0.2,0.12,0.32,0.2,0.32,Matches
770,Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
771,Domingos Duarte,POR,DF,Granada,La Liga,25,1995,29,27,2363,26.3,1,0,1,0,0,5,1,0.04,0.0,0.04,0.04,0.04,1.3,1.3,1.0,2.3,0.05,0.04,0.09,0.05,0.09,Matches
772,Léo Duarte,BRA,DF,Milan,Serie A,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
773,Óscar Duarte,CRC,DF,Levante,La Liga,31,1989,29,23,2060,22.9,1,0,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,1.1,1.1,0.2,1.3,0.05,0.01,0.06,0.05,0.06,Matches
774,Rubén Duarte,ESP,DF,Alavés,La Liga,24,1995,31,29,2545,28.3,1,1,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,1.3,1.3,2.4,3.7,0.05,0.08,0.13,0.05,0.13,Matches
775,Leo Dubois,FRA,DF,Lyon,Ligue 1,25,1994,37,35,2903,32.3,2,4,2,0,0,3,0,0.06,0.12,0.19,0.06,0.19,1.0,1.0,5.8,6.8,0.03,0.18,0.21,0.03,0.21,Matches
776,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,31,1989,13,13,1170,13.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
777,Ondrej Duda,SVK,"FW,MF",Köln,Bundesliga,25,1994,32,32,2537,28.2,7,5,4,3,4,8,1,0.25,0.18,0.43,0.14,0.32,5.8,2.8,4.1,6.9,0.21,0.14,0.35,0.1,0.24,Matches
778,Unai Dufur,ESP,DF,Eibar,La Liga,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
779,Haris Duljević,BIH,"MF,FW",Nîmes,Ligue 1,26,1993,20,8,773,8.6,0,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23,1.1,1.1,1.3,2.4,0.13,0.15,0.28,0.13,0.28,Matches
780,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28,1991,15,14,1255,13.9,1,0,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.3,0.3,0.5,0.8,0.02,0.03,0.06,0.02,0.06,Matches
781,Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,1993,4,2,162,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
782,Alfred Duncan,GHA,MF,Cagliari,Serie A,27,1993,19,12,1068,11.9,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,1.1,1.3,0.02,0.09,0.11,0.02,0.11,Matches
783,Lewis Dunk,ENG,DF,Brighton,Premier League,28,1991,33,33,2931,32.6,5,0,5,0,0,5,2,0.15,0.0,0.15,0.15,0.15,2.5,2.5,0.9,3.4,0.08,0.03,0.1,0.08,0.1,Matches
784,Jimmy Dunne,IRL,DF,Burnley,Premier League,22,1997,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.4,0.4,0.1,0.5,0.14,0.04,0.17,0.14,0.17,Matches
785,Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28,1992,21,19,1480,16.4,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.6,1.6,2.1,3.8,0.1,0.13,0.23,0.1,0.23,Matches
786,Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.22,0.09,0.31,0.22,0.31,Matches
787,Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23,1997,27,22,2029,22.5,1,0,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.6,1.2,0.03,0.02,0.05,0.03,0.05,Matches
788,Paulo Dybala,ARG,FW,Juventus,Serie A,26,1993,20,14,1132,12.6,4,3,4,0,0,0,0,0.32,0.24,0.56,0.32,0.56,4.6,4.6,2.9,7.5,0.36,0.23,0.59,0.36,0.59,Matches
789,Edin Džeko,BIH,FW,Roma,Serie A,34,1986,27,20,1824,20.3,7,3,7,0,1,2,0,0.35,0.15,0.49,0.35,0.49,13.0,12.2,2.5,14.7,0.64,0.12,0.76,0.6,0.72,Matches
790,Eric Junior Dina Ebimbe,FRA,"FW,MF",Dijon,Ligue 1,19,2000,30,25,2144,23.8,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,3.7,3.7,2.0,5.7,0.16,0.08,0.24,0.16,0.24,Matches
791,Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,2001,3,0,52,0.6,0,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,0.0,0.0,0.5,0.5,0.0,0.94,0.94,0.0,0.94,Matches
792,Enzo Ebosse,FRA,DF,Angers,Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.21,0.21,0.0,0.21,Matches
793,Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,1988,38,38,3420,38.0,2,0,2,0,0,3,0,0.05,0.0,0.05,0.05,0.05,1.6,1.6,0.0,1.6,0.04,0.0,0.04,0.04,0.04,Matches
794,Simone Edera,ITA,"DF,MF",Torino,Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.29,0.3,0.59,0.29,0.59,Matches
795,Ederson,BRA,GK,Manchester City,Premier League,26,1993,36,36,3240,36.0,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,Matches
796,Kyle Edwards,ENG,"MF,FW",West Brom,Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.0,0.11,0.11,0.11,Matches
797,John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,31,30,2629,29.2,0,1,0,0,0,7,1,0.0,0.03,0.03,0.0,0.03,0.7,0.7,0.2,1.0,0.02,0.01,0.03,0.02,0.03,Matches
798,Johannes Eggestein,GER,"FW,MF",Werder Bremen,Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
799,Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,33,33,2942,32.7,2,5,2,0,0,5,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,3.3,4.4,0.03,0.1,0.13,0.03,0.13,Matches
800,Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
801,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,21,15,1133,12.6,0,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.7,1.2,0.04,0.06,0.1,0.04,0.1,Matches
802,Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,32,26,2299,25.5,2,1,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,0.8,0.8,0.9,1.6,0.03,0.03,0.06,0.03,0.06,Matches
803,Hugo Ekitike,FRA,"MF,FW",Reims,Ligue 1,18,2002,2,0,88,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.18,0.04,0.21,0.18,0.21,Matches
804,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,2,2,155,1.7,1,0,1,0,0,0,0,0.58,0.0,0.58,0.58,0.58,0.3,0.3,0.0,0.3,0.16,0.02,0.18,0.16,0.18,Matches
805,Niclas Eliasson,SWE,"MF,FW",Nîmes,Ligue 1,24,1995,30,19,1799,20.0,4,3,4,0,0,1,0,0.2,0.15,0.35,0.2,0.35,4.0,4.0,3.4,7.4,0.2,0.17,0.37,0.2,0.37,Matches
806,Elif Elmas,MKD,"MF,FW",Napoli,Serie A,20,1999,33,3,740,8.2,2,1,2,0,0,3,0,0.24,0.12,0.36,0.24,0.36,1.8,1.8,0.7,2.5,0.22,0.08,0.3,0.22,0.3,Matches
807,Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,14,8,839,9.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,0.05,0.07,0.12,0.05,0.12,Matches
808,Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,23,17,1544,17.2,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
809,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,23,22,1884,20.9,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Matches
810,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,29,29,2536,28.2,3,1,3,0,0,1,0,0.11,0.04,0.14,0.11,0.14,2.0,2.0,0.2,2.2,0.07,0.01,0.08,0.07,0.08,Matches
811,Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,8,6,468,5.2,1,0,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,0.2,0.2,0.1,0.3,0.04,0.02,0.06,0.04,0.06,Matches
812,Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,18,3,555,6.2,3,1,3,0,0,1,0,0.49,0.16,0.65,0.49,0.65,2.0,2.0,0.8,2.8,0.33,0.12,0.46,0.33,0.46,Matches
813,Breel Embolo,SUI,"FW,MF",M'Gladbach,Bundesliga,23,1997,31,16,1440,16.0,5,2,5,0,0,4,0,0.31,0.12,0.44,0.31,0.44,7.0,7.0,1.0,8.0,0.44,0.06,0.5,0.44,0.5,Matches
814,Emerson,BRA,DF,Betis,La Liga,21,1999,34,34,2991,33.2,1,4,1,0,0,9,1,0.03,0.12,0.15,0.03,0.15,1.2,1.2,2.2,3.4,0.04,0.07,0.1,0.04,0.1,Matches
815,Manu Emmanuel Gyabuaa,ITA,MF,Atalanta,Serie A,18,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
816,Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,22,3,354,3.9,2,0,2,0,0,1,0,0.51,0.0,0.51,0.51,0.51,1.3,1.3,0.1,1.4,0.33,0.02,0.35,0.33,0.35,Matches
817,Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
818,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,38,23,2311,25.7,18,0,18,0,0,2,0,0.7,0.0,0.7,0.7,0.7,14.8,14.8,1.3,16.1,0.58,0.05,0.63,0.58,0.63,Matches
819,Keita Endo,JPN,"MF,FW",Union Berlin,Bundesliga,22,1997,16,4,456,5.1,1,0,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,1.2,1.2,1.1,2.3,0.23,0.22,0.45,0.23,0.45,Matches
820,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,33,33,2955,32.8,3,3,3,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2.3,2.3,2.1,4.4,0.07,0.06,0.13,0.07,0.13,Matches
821,Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,27,13,1404,15.6,3,0,3,0,1,1,0,0.19,0.0,0.19,0.19,0.19,5.8,5.0,0.9,5.9,0.37,0.06,0.43,0.32,0.38,Matches
822,Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,26,17,1385,15.4,3,0,3,0,0,1,0,0.19,0.0,0.19,0.19,0.19,1.7,1.7,2.6,4.3,0.11,0.17,0.28,0.11,0.28,Matches
823,Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,27,19,1798,20.0,3,1,3,0,0,6,0,0.15,0.05,0.2,0.15,0.2,1.3,1.3,0.5,1.8,0.07,0.03,0.09,0.07,0.09,Matches
824,Patrick Erras,GER,"FW,MF",Werder Bremen,Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
825,Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,24,4,733,8.1,0,1,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,0.0,0.7,0.08,0.0,0.08,0.08,0.08,Matches
826,Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5,5,450,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
827,Dani Escriche,ESP,"FW,MF",Huesca,La Liga,22,1998,23,7,857,9.5,1,1,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,1.4,1.4,1.3,2.6,0.14,0.13,0.28,0.14,0.28,Matches
828,Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,9,7,565,6.3,1,0,1,0,0,3,0,0.16,0.0,0.16,0.16,0.16,0.2,0.2,0.5,0.7,0.03,0.08,0.12,0.03,0.12,Matches
829,Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,32,31,2601,28.9,0,3,0,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.3,1.5,0.01,0.04,0.05,0.01,0.05,Matches
830,Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
831,Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,27,19,1768,19.6,0,3,0,0,0,7,0,0.0,0.15,0.15,0.0,0.15,1.7,1.7,1.9,3.6,0.09,0.1,0.18,0.09,0.18,Matches
832,Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,25,12,1168,13.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,1.8,0.04,0.1,0.14,0.04,0.14,Matches
833,Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1997,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,Matches
834,Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Matches
835,Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,28,28,2473,27.5,2,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
836,Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,31,27,2455,27.3,0,3,0,0,2,4,0,0.0,0.11,0.11,0.0,0.11,3.3,1.8,2.8,4.6,0.12,0.1,0.22,0.07,0.17,Matches
837,Valentin Eysseric,FRA,"MF,FW",Fiorentina,Serie A,28,1992,16,6,729,8.1,2,0,2,0,0,2,0,0.25,0.0,0.25,0.25,0.25,2.2,2.2,0.5,2.7,0.27,0.06,0.33,0.27,0.33,Matches
838,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,34,29,2559,28.4,4,6,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2.2,2.2,2.8,5.1,0.08,0.1,0.18,0.08,0.18,Matches
839,Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
840,Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35,35,3150,35.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
841,Fabinho,BRA,"DF,MF",Liverpool,Premier League,26,1993,30,28,2567,28.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
842,Fábio,BRA,DF,Nantes,Ligue 1,30,1990,22,19,1507,16.7,0,1,0,0,0,5,1,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches
843,Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,33,1987,21,7,877,9.7,2,3,0,2,2,2,0,0.21,0.31,0.51,0.0,0.31,3.1,1.5,2.9,4.5,0.31,0.3,0.62,0.16,0.46,Matches
844,Bandiougou Fadiga,FRA,"FW,MF",Paris S-G,Ligue 1,19,2001,6,0,63,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,Matches
845,Bandiougou Fadiga,FRA,MF,Brest,Ligue 1,19,2001,4,0,43,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
846,Wout Faes,BEL,DF,Reims,Ligue 1,22,1998,33,33,2899,32.2,1,0,1,0,0,13,2,0.03,0.0,0.03,0.03,0.03,0.7,0.7,0.1,0.9,0.02,0.0,0.03,0.02,0.03,Matches
847,Nicolò Fagioli,ITA,MF,Juventus,Serie A,19,2001,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
848,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,31,1988,22,22,1876,20.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.01,0.0,0.01,Matches
849,Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,22,1998,36,33,2891,32.1,6,5,5,1,1,0,0,0.19,0.16,0.34,0.16,0.31,7.0,6.3,5.7,11.9,0.22,0.18,0.4,0.2,0.37,Matches
850,Fali,ESP,"DF,MF",Cádiz,La Liga,26,1993,34,29,2637,29.3,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,0.02,0.02,0.05,0.02,0.05,Matches
851,Iago Falque,ESP,"MF,FW",Benevento,Serie A,30,1990,11,4,358,4.0,1,1,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.3,0.3,1.3,1.6,0.09,0.33,0.41,0.09,0.41,Matches
852,Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,18,2002,8,1,217,2.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.09,0.04,0.14,0.09,0.14,Matches
853,Paolo Faragò,ITA,DF,Bologna,Serie A,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.27,0.0,0.27,0.27,0.27,Matches
854,Paolo Faragò,ITA,"DF,MF",Cagliari,Serie A,27,1993,8,4,369,4.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.03,0.17,0.2,0.03,0.2,Matches
