Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1777,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,27,1366,51,39.9,15.2,19,62,1,8,23,2,2.33,29,11,18,1.19,0.13,18.8,11.9,6.9,0.45,-0.11,Matches
1778,Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,28,1703,61,49.8,18.9,19,80,8,9,20,2,0.89,14,27,-13,-0.69,-0.01,21.2,27.6,-6.5,-0.34,-0.03,Matches
1779,Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,30,1934,64,56.5,21.5,24,76,3,6,19,5,1.23,32,43,-11,-0.51,-0.09,27.5,25.8,1.7,0.08,0.44,Matches
1780,Tim Lemperle,GER,FW,Köln,Bundesliga,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1781,Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,33,2475,75,72.4,27.5,29,84,23,4,11,2,2.09,61,29,32,1.16,-0.26,60.0,29.7,30.3,1.1,0.25,Matches
1782,Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,35,3131,89,91.5,34.8,35,89,34,0,0,2,1.63,52,37,15,0.43,0.12,47.6,42.0,5.6,0.16,-0.96,Matches
1783,Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,27,2248,83,73.5,25.0,27,83,17,0,0,1,1.59,41,31,10,0.4,0.73,33.0,29.2,3.8,0.15,0.08,Matches
1784,Carlos León,ESP,MF,Granada,La Liga,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1785,Pedro León,ESP,"MF,FW",Eibar,La Liga,33,1986,24,935,39,27.3,10.4,10,69,1,14,18,13,0.46,4,15,-11,-1.06,-0.62,10.8,13.4,-2.6,-0.25,-0.15,Matches
1786,Sergio León,ESP,FW,Levante,La Liga,31,1989,28,748,27,21.9,8.3,6,65,0,22,16,7,1.21,14,9,5,0.6,1.14,13.6,8.8,4.9,0.58,1.18,Matches
1787,Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,16,1159,72,33.9,12.9,13,83,7,3,27,0,0.88,14,25,-11,-0.85,-0.85,11.4,19.7,-8.3,-0.64,-0.3,Matches
1788,Mehdi Léris,FRA,"DF,MF",Sampdoria,Serie A,22,1998,20,386,19,11.3,4.3,3,67,1,17,11,18,1.45,6,4,2,0.47,0.58,5.9,5.7,0.2,0.04,0.36,Matches
1789,Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,1,10,10,0.3,0.1,0,0,0,1,10,4,3.0,0,0,0,0.0,-0.48,1.3,0.0,1.3,11.6,11.41,Matches
1790,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,29,1990,0,0,0,0.0,0.0,0,0,0,0,0,10,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1791,Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1,90,90,2.6,1.0,1,90,1,0,0,30,3.0,3,0,3,3.0,3.14,1.3,0.8,0.6,0.58,0.89,Matches
1792,Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,24,1570,65,45.9,17.4,18,79,13,6,26,0,0.88,19,29,-10,-0.57,0.64,18.8,31.0,-12.2,-0.7,-0.1,Matches
1793,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,29,2458,85,80.3,27.3,28,87,22,1,34,0,2.24,85,37,48,1.76,0.71,65.7,32.7,32.9,1.21,0.92,Matches
1794,Harry Lewis,ENG,GK,Southampton,Premier League,22,1997,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1795,Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,24,1837,77,53.7,20.4,20,89,19,4,15,12,1.04,24,37,-13,-0.64,-0.47,21.8,29.3,-7.6,-0.37,-0.06,Matches
1796,Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,21,1008,48,29.5,11.2,12,65,1,9,26,5,1.14,8,15,-7,-0.62,-0.74,12.1,13.0,-0.8,-0.07,0.2,Matches
1797,Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,17,2003,1,30,30,0.9,0.3,0,0,0,1,30,0,0.0,0,0,0,0.0,0.32,0.2,0.9,-0.7,-2.19,-2.2,Matches
1798,Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,34,1829,54,53.5,20.3,19,80,6,15,21,0,1.15,25,30,-5,-0.25,-0.02,27.3,23.1,4.3,0.21,0.11,Matches
1799,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,34,2993,88,97.8,33.3,34,88,32,0,0,0,1.32,50,51,-1,-0.03,-1.37,44.9,52.5,-7.6,-0.23,-0.35,Matches
1800,Marius Liesegang,GER,GK,Mainz 05,Bundesliga,20,2000,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1801,Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,27,2220,82,64.9,24.7,25,88,22,2,10,2,2.07,49,27,22,0.89,-0.38,48.9,22.7,26.1,1.06,0.31,Matches
1802,Isaac Lihadji,FRA,"MF,DF",Lille,Ligue 1,18,2002,15,196,13,5.7,2.2,1,67,0,14,9,17,1.93,6,2,4,1.84,0.8,4.7,2.7,2.1,0.94,0.35,Matches
1803,Anthony Limbombe,BEL,"FW,MF",Nantes,Ligue 1,26,1994,0,0,0,0.0,0.0,0,0,0,0,0,13,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1804,Dimitris Limnios,GRE,"MF,FW",Köln,Bundesliga,22,1998,12,378,32,12.4,4.2,2,61,0,10,26,9,0.25,3,6,-3,-0.71,0.06,4.9,5.6,-0.7,-0.17,0.35,Matches
1805,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,29,2585,89,75.6,28.7,29,89,28,0,0,5,2.0,61,30,31,1.08,1.29,48.5,30.5,17.9,0.62,0.62,Matches
1806,Karol Linetty,POL,MF,Torino,Serie A,25,1995,27,1832,68,53.6,20.4,20,82,8,7,26,8,0.85,25,39,-14,-0.69,-0.4,24.2,31.4,-7.2,-0.35,-0.27,Matches
1807,Jesse Lingard,ENG,"FW,MF",Manchester Utd,Premier League,27,1992,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1808,Jesse Lingard,ENG,"MF,FW",West Ham,Premier League,27,1992,16,1421,89,41.5,15.8,16,89,11,0,0,0,1.88,30,19,11,0.7,0.52,24.4,22.0,2.4,0.15,0.0,Matches
1809,Oscar Linnér,SWE,GK,Arminia,Bundesliga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,33,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1810,Pol Lirola,ESP,"DF,FW",Fiorentina,Serie A,22,1997,12,498,42,14.6,5.5,4,79,2,8,23,4,0.83,6,10,-4,-0.72,-0.48,5.5,10.6,-5.1,-0.93,-0.78,Matches
1811,Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,19,1553,82,45.4,17.3,17,89,15,2,18,0,1.32,24,24,0,0.0,-0.34,21.9,20.4,1.5,0.09,0.08,Matches
1812,Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,18,1242,69,36.3,13.8,15,80,8,3,14,12,0.67,14,33,-19,-1.38,-0.47,10.6,25.0,-14.4,-1.05,-0.24,Matches
1813,Valentino Livramento,ENG,DF,Chelsea,Premier League,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1814,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,15,1204,80,35.2,13.4,14,80,11,1,82,3,1.8,17,13,4,0.3,0.14,17.2,21.9,-4.7,-0.35,-0.32,Matches
1815,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1,90,90,2.6,1.0,1,90,1,0,0,1,1.0,1,1,0,0.0,-0.57,0.2,0.6,-0.3,-0.33,-0.98,Matches
1816,Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,14,713,51,20.8,7.9,8,70,0,6,25,5,1.07,5,12,-7,-0.88,-0.58,8.7,11.8,-3.1,-0.39,-0.19,Matches
1817,Fernando Llorente,ESP,"FW,MF",Napoli,Serie A,35,1985,3,52,17,1.5,0.6,0,0,0,3,17,8,1.33,2,0,2,3.46,2.31,1.4,0.3,1.1,1.9,1.24,Matches
1818,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,25,1995,37,2956,80,86.4,32.8,33,86,26,4,28,0,2.3,59,24,35,1.07,-0.29,44.4,28.6,15.8,0.48,-0.26,Matches
1819,Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38,3420,90,100.0,38.0,38,90,38,0,0,0,1.63,68,45,23,0.61,0.0,54.6,49.5,5.0,0.13,0.0,Matches
1820,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,18,945,53,27.6,10.5,11,69,0,7,27,2,1.89,21,10,11,1.05,0.61,18.2,13.4,4.8,0.45,0.45,Matches
1821,Julen Lobete,ESP,FW,Real Sociedad,La Liga,19,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1822,Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,15,154,10,4.5,1.7,0,0,0,15,10,18,2.07,5,2,3,1.75,0.6,4.1,3.0,1.2,0.67,-0.01,Matches
1823,Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,34,2883,85,84.3,32.0,32,89,28,2,23,0,1.76,53,47,6,0.19,-0.15,49.5,47.4,2.1,0.07,-0.3,Matches
1824,Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,23,1129,49,33.0,12.5,11,79,7,12,22,12,2.04,26,11,15,1.2,0.14,22.4,10.1,12.3,0.98,0.69,Matches
1825,Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,1,60,60,1.8,0.7,1,60,0,0,0,0,3.0,2,1,1,1.5,0.94,0.9,1.4,-0.4,-0.66,-1.51,Matches
1826,Ruben Loftus-Cheek,ENG,"MF,FW",Fulham,Premier League,24,1996,30,1909,64,55.8,21.2,21,81,9,9,23,2,0.83,15,21,-6,-0.28,0.91,24.4,26.9,-2.5,-0.12,0.48,Matches
1827,Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,2,135,68,4.4,1.5,1,90,1,1,45,25,1.0,2,3,-1,-0.67,-1.13,1.0,3.8,-2.8,-1.85,-2.15,Matches
1828,Andy Lonergan,IRL,GK,West Brom,Premier League,36,1983,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1829,Kevin Long,IRL,DF,Burnley,Premier League,29,1990,8,637,80,18.6,7.1,7,90,7,1,7,21,0.63,4,13,-9,-1.27,-0.85,6.5,7.8,-1.3,-0.18,0.37,Matches
1830,Shane Long,IRL,"FW,MF",Southampton,Premier League,33,1987,11,210,19,6.1,2.3,1,89,0,10,12,7,1.18,2,6,-4,-1.71,-1.24,1.7,5.3,-3.6,-1.54,-1.3,Matches
1831,Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,5,377,75,11.0,4.2,4,87,3,1,30,13,0.2,1,8,-7,-1.67,-1.4,1.2,6.3,-5.1,-1.21,-0.98,Matches
1832,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,22,1412,64,41.3,15.7,15,89,14,7,10,9,1.55,20,26,-6,-0.38,0.07,17.4,22.6,-5.2,-0.33,0.02,Matches
1833,Nigel Lonwijk,NED,DF,Wolves,Premier League,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1834,Ademola Lookman,ENG,"FW,MF",Fulham,Premier League,22,1997,34,2747,81,80.3,30.5,31,86,19,3,25,0,0.82,23,33,-10,-0.33,1.81,33.9,38.1,-4.1,-0.14,0.98,Matches
1835,Ademola Lookman,ENG,"FW,MF",RB Leipzig,Bundesliga,22,1997,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1836,Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38,3420,90,100.0,38.0,38,90,38,0,0,0,2.0,81,43,38,1.0,0.0,84.4,43.3,41.1,1.08,0.0,Matches
1837,Rony Lopes,POR,"FW,MF",Nice,Ligue 1,24,1995,28,1783,64,52.1,19.8,23,72,2,5,26,2,1.29,26,31,-5,-0.25,-0.36,25.9,27.3,-1.4,-0.07,0.12,Matches
1838,Pedro López Muñoz,ESP,DF,Huesca,La Liga,36,1983,22,1067,49,31.2,11.9,10,80,5,12,23,11,1.05,8,14,-6,-0.51,-0.01,11.1,11.8,-0.8,-0.06,0.25,Matches
1839,Adrián López,ESP,"FW,MF",Osasuna,La Liga,32,1988,17,481,28,14.1,5.3,5,68,0,12,12,11,1.12,6,5,1,0.19,0.55,6.1,6.9,-0.8,-0.16,0.23,Matches
1840,Javi López,ESP,"DF,MF",Alavés,La Liga,18,2002,9,248,28,7.3,2.8,1,87,0,8,20,20,0.9,3,3,0,0.0,0.6,2.5,2.7,-0.2,-0.08,0.15,Matches
1841,Luis López,ESP,GK,Real Madrid,La Liga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1842,Maxime Lopez,FRA,MF,Sassuolo,Serie A,22,1997,29,1864,64,54.5,20.7,22,77,8,7,24,5,1.62,33,27,6,0.29,0.17,29.9,27.0,3.0,0.14,0.06,Matches
1843,Maxime Lopez,FRA,"FW,MF",Marseille,Ligue 1,22,1997,4,134,34,3.9,1.5,2,56,0,2,11,2,1.25,2,1,1,0.67,0.51,1.8,2.8,-1.0,-0.64,-0.71,Matches
1844,Pau López,ESP,GK,Roma,Serie A,25,1994,21,1817,87,53.1,20.2,20,90,20,1,17,12,1.76,37,29,8,0.4,0.28,35.7,24.6,11.1,0.55,0.19,Matches
1845,Roberto López,ESP,"MF,FW",Real Sociedad,La Liga,20,2000,17,505,30,14.8,5.6,4,77,1,13,15,19,1.59,8,6,2,0.36,-0.23,8.4,5.7,2.8,0.49,-0.16,Matches
1846,Sergio López,ESP,DF,Valladolid,La Liga,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1847,Unai López,ESP,MF,Athletic Club,La Liga,24,1995,26,1424,55,41.6,15.8,15,77,4,11,25,9,1.04,17,18,-1,-0.06,-0.29,17.4,13.6,3.7,0.24,0.03,Matches
1848,Dion Lopy,SEN,MF,Reims,Ligue 1,18,2002,4,256,64,7.5,2.8,3,84,2,1,3,1,0.75,3,4,-1,-0.35,-0.15,2.6,4.8,-2.2,-0.77,-0.05,Matches
1849,Jonas Lössl,DEN,GK,Everton,Premier League,31,1989,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1850,Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1851,Jordan Lotomba,SUI,DF,Nice,Ligue 1,21,1998,30,2123,71,62.1,23.6,24,83,13,6,23,1,1.43,29,29,0,0.0,0.21,29.8,32.6,-2.8,-0.12,0.03,Matches
1852,Adrien Louveau,FRA,"DF,MF",Lens,Ligue 1,20,2000,1,8,8,0.2,0.1,0,0,0,1,8,1,1.0,0,0,0,0.0,-0.03,0.0,0.1,-0.1,-0.71,-0.94,Matches
1853,Imran Louza,FRA,MF,Nantes,Ligue 1,21,1999,33,2379,72,69.6,26.4,28,81,13,5,20,1,1.12,33,39,-6,-0.23,-0.05,34.3,40.3,-6.1,-0.23,-0.11,Matches
1854,Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20,2000,24,1386,58,40.5,15.4,14,75,9,10,33,9,1.58,17,17,0,0.0,0.09,16.1,22.8,-6.7,-0.44,-0.43,Matches
1855,Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,8,550,69,16.1,6.1,7,72,4,1,47,25,0.5,5,10,-5,-0.82,0.37,5.9,10.5,-4.5,-0.74,0.07,Matches
1856,Eduard Löwen,GER,"MF,DF",Hertha BSC,Bundesliga,23,1997,7,85,12,2.8,0.9,1,44,0,6,7,7,0.86,3,2,1,1.06,1.42,2.4,2.8,-0.4,-0.41,-0.28,Matches
1857,Matthew Lowton,ENG,DF,Burnley,Premier League,31,1989,34,3060,90,89.5,34.0,34,90,34,0,0,2,1.12,30,47,-17,-0.5,0.75,35.6,52.8,-17.3,-0.51,-0.29,Matches
1858,Anthony Lozano,HON,"FW,MF",Cádiz,La Liga,27,1993,29,1523,53,44.5,16.9,18,70,3,11,23,3,1.1,19,31,-12,-0.71,-0.23,17.0,24.5,-7.4,-0.44,0.2,Matches
1859,Hirving Lozano,MEX,FW,Napoli,Serie A,25,1995,32,1965,61,57.5,21.8,23,76,9,9,24,0,2.06,45,20,25,1.15,-0.09,40.1,23.2,16.9,0.77,0.21,Matches
1860,Sergio Lozano,ESP,MF,Villarreal,La Liga,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1861,Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21,1999,2,40,20,1.3,0.4,0,0,0,2,20,0,0.5,0,0,0,0.0,1.82,0.1,0.4,-0.3,-0.69,0.53,Matches
1862,Jean Lucas,BRA,MF,Lyon,Ligue 1,22,1998,8,172,22,5.0,1.9,1,74,0,7,14,10,2.13,2,3,-1,-0.52,-1.6,4.0,1.4,2.5,1.32,0.25,Matches
1863,Jean Lucas,BRA,MF,Brest,Ligue 1,22,1998,16,1011,63,29.6,11.2,11,83,7,5,20,0,0.69,13,17,-4,-0.36,0.09,11.1,15.1,-4.0,-0.36,-0.19,Matches
1864,Igor Lucatelli,ITA,GK,Benevento,Serie A,16,2003,0,0,0,0.0,0.0,0,0,0,0,0,35,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1865,Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23,1997,21,1604,76,52.4,17.8,18,86,12,3,16,7,1.1,13,23,-10,-0.56,0.43,14.5,29.3,-14.8,-0.83,-0.2,Matches
1866,Jeison Lucumí,COL,FW,Elche,La Liga,25,1995,2,49,25,1.4,0.5,1,45,0,1,4,14,2.0,2,0,2,3.67,4.29,0.1,0.2,-0.1,-0.12,0.62,Matches
1867,Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20,2000,6,520,87,17.0,5.8,6,87,5,0,0,7,0.5,4,13,-9,-1.56,0.28,4.1,12.2,-8.0,-1.39,-0.22,Matches
1868,José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,33,2846,86,83.2,31.6,32,89,29,1,12,1,1.21,47,47,0,0.0,0.47,37.7,46.0,-8.4,-0.26,0.03,Matches
1869,José Luis Morales,ESP,"FW,MF",Levante,La Liga,33,1987,38,2439,64,71.3,27.1,30,75,6,8,24,0,1.08,36,42,-6,-0.22,0.24,30.6,37.5,-6.9,-0.25,0.3,Matches
1870,José Luis Palomino,ARG,DF,Atalanta,Serie A,30,1990,36,2428,67,71.0,27.0,25,88,23,11,21,1,2.06,61,35,26,0.96,-0.58,54.6,32.3,22.4,0.83,-0.3,Matches
1871,Florentino Luís,POR,MF,Monaco,Ligue 1,20,1999,9,241,27,7.0,2.7,2,52,0,7,20,6,1.89,4,6,-2,-0.75,-1.77,4.4,4.2,0.2,0.07,-0.88,Matches
1872,Luisinho,POR,DF,Huesca,La Liga,35,1985,5,179,36,5.2,2.0,2,79,0,3,7,13,0.8,3,5,-2,-1.01,-0.53,2.2,2.2,0.0,-0.02,0.23,Matches
1873,Luismi,ESP,"DF,MF",Valladolid,La Liga,28,1992,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1874,Luismi,ESP,"MF,DF",Elche,La Liga,28,1992,11,168,15,4.9,1.9,2,51,0,9,7,25,1.09,1,6,-5,-2.68,-2.24,0.7,3.8,-3.1,-1.65,-0.95,Matches
1875,David Luiz,BRA,DF,Arsenal,Premier League,33,1987,20,1396,70,40.8,15.5,17,80,13,3,12,2,1.45,26,18,8,0.52,0.16,23.8,17.9,5.9,0.38,0.23,Matches
1876,Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,33,2781,84,81.3,30.9,32,86,21,1,18,4,1.36,43,41,2,0.06,-0.92,40.9,44.6,-3.7,-0.12,-0.65,Matches
1877,Jordan Lukaku,BEL,"DF,MF",Lazio,Serie A,26,1994,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1878,Romelu Lukaku,BEL,FW,Inter,Serie A,27,1993,36,2884,80,84.3,32.0,32,87,25,4,23,1,2.42,72,28,44,1.37,-0.31,62.6,32.1,30.5,0.95,0.0,Matches
1879,Castello Lukeba,FRA,DF,Lyon,Ligue 1,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1880,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,22,1997,29,1855,64,60.6,20.6,21,76,3,8,32,0,1.0,29,35,-6,-0.29,0.08,26.8,31.2,-4.4,-0.21,-0.2,Matches
1881,Saša Lukić,SRB,MF,Torino,Serie A,23,1996,32,2106,66,61.6,23.4,24,79,12,8,27,3,1.09,28,39,-11,-0.47,0.08,28.8,34.7,-5.9,-0.25,-0.06,Matches
1882,Senad Lulić,BIH,"DF,MF",Lazio,Serie A,34,1986,16,718,45,21.0,8.0,8,63,1,8,27,5,1.75,13,10,3,0.38,0.28,15.9,9.2,6.7,0.84,0.66,Matches
1883,John Lundstram,ENG,MF,Sheffield Utd,Premier League,26,1994,28,2032,73,59.4,22.6,23,84,18,5,20,6,0.61,14,40,-26,-1.15,-0.05,18.6,39.3,-20.8,-0.92,-0.29,Matches
1884,Andriy Lunin,UKR,GK,Real Madrid,La Liga,21,1999,0,0,0,0.0,0.0,0,0,0,0,0,38,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1885,Sebastiano Luperto,ITA,DF,Crotone,Serie A,23,1996,23,1879,82,54.9,20.9,22,85,15,1,11,8,0.61,28,54,-26,-1.25,-0.02,21.4,41.5,-20.2,-0.97,-0.21,Matches
1886,Sebastiano Luperto,ITA,DF,Napoli,Serie A,23,1996,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1887,Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33,1987,31,2768,89,90.5,30.8,31,89,30,0,0,0,1.45,48,42,6,0.2,-0.11,41.2,38.9,2.3,0.08,-0.6,Matches
1888,Lyanco,BRA,DF,Torino,Serie A,23,1997,23,1959,85,57.3,21.8,21,89,20,2,43,11,0.78,32,49,-17,-0.78,-0.66,28.9,35.8,-6.8,-0.31,-0.2,Matches
1889,Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26,1993,31,2418,78,70.7,26.9,29,82,13,2,21,2,0.97,29,40,-11,-0.41,0.04,29.0,42.8,-13.7,-0.51,-0.17,Matches
1890,Yann M'Vila,FRA,"MF,FW",Saint-Étienne,Ligue 1,30,1990,1,20,20,0.6,0.2,0,0,0,1,20,0,3.0,0,0,0,0.0,0.32,0.0,0.1,-0.1,-0.47,-0.46,Matches
1891,Alexis Mac Allister,ARG,"MF,FW",Brighton,Premier League,21,1998,21,1115,53,32.6,12.4,13,75,5,8,17,9,1.0,9,14,-5,-0.4,-0.36,14.7,13.4,1.4,0.11,-0.38,Matches
1892,Matt Macey,ENG,GK,Arsenal,Premier League,25,1994,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1893,Darwin Machís,VEN,"FW,MF",Granada,La Liga,27,1993,32,2026,63,59.2,22.5,21,78,7,11,35,0,1.16,31,40,-9,-0.4,0.18,23.5,30.4,-6.9,-0.31,0.18,Matches
1894,Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19,2001,1,8,8,0.3,0.1,0,0,0,1,8,10,3.0,1,0,1,11.25,11.07,0.4,0.0,0.4,4.23,4.1,Matches
1895,Luca Mack,GER,MF,Stuttgart,Bundesliga,20,2000,1,6,6,0.2,0.1,0,0,0,1,6,2,3.0,0,0,0,0.0,-0.03,0.3,0.1,0.2,2.72,2.73,Matches
1896,Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21,1998,6,539,90,15.8,6.0,6,90,5,0,0,0,1.67,8,7,1,0.17,0.57,6.1,8.4,-2.4,-0.39,-0.46,Matches
1897,James Maddison,ENG,"MF,FW",Leicester City,Premier League,23,1996,31,2099,68,61.4,23.3,24,81,11,7,23,0,1.87,40,28,12,0.51,0.11,34.9,31.7,3.2,0.14,-0.22,Matches
1898,Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18,2002,1,6,6,0.2,0.1,0,0,0,1,6,0,0.0,0,0,0,0.0,1.8,0.0,0.0,0.0,0.0,1.21,Matches
1899,Pablo Maffeo,ESP,DF,Huesca,La Liga,23,1997,25,1964,79,57.4,21.8,25,79,11,0,0,2,1.0,25,33,-8,-0.37,0.31,19.7,24.1,-4.4,-0.2,0.09,Matches
1900,Lisandro Magallán,ARG,DF,Crotone,Serie A,26,1993,28,2181,78,63.8,24.2,25,83,19,3,34,8,0.75,30,61,-31,-1.28,-0.12,24.9,46.4,-21.5,-0.89,-0.04,Matches
1901,Christian Maggio,ITA,DF,Benevento,Serie A,38,1982,8,297,37,8.7,3.3,2,68,1,6,27,5,0.88,3,13,-10,-3.03,-2.31,2.5,8.9,-6.4,-1.93,-1.41,Matches
1902,Giulio Maggiore,ITA,MF,Spezia,Serie A,22,1998,33,2214,67,64.7,24.6,26,78,8,7,26,0,1.03,32,42,-10,-0.41,0.34,30.8,41.7,-10.9,-0.44,0.42,Matches
1903,Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35,1984,10,440,44,12.9,4.9,7,59,0,3,8,21,1.8,9,4,5,1.02,0.93,7.9,4.7,3.2,0.64,0.61,Matches
1904,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,25,1510,60,44.2,16.8,15,81,9,10,30,4,1.28,24,22,2,0.12,0.31,20.5,20.0,0.6,0.03,0.38,Matches
1905,Hugo Magnetti,FRA,MF,Brest,Ligue 1,22,1998,13,603,46,17.6,6.7,7,80,4,6,7,19,1.23,7,10,-3,-0.45,-0.03,9.6,8.6,1.0,0.15,0.45,Matches
