Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1906,Frankie Maguire,ENG,MF,Sheffield Utd,Premier League,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1907,Harry Maguire,ENG,DF,Manchester Utd,Premier League,27,1993,34,3047,90,89.1,33.9,34,90,33,0,0,0,2.06,66,36,30,0.89,1.13,54.5,37.1,17.4,0.51,0.37,Matches
1908,Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20,2000,2,66,33,1.9,0.7,1,45,0,1,21,7,0.0,1,1,0,0.0,0.56,0.9,0.9,0.0,-0.01,0.22,Matches
1909,Hicham Mahou,FRA,DF,Nice,Ligue 1,21,1999,2,34,17,1.0,0.4,0,0,0,2,17,4,0.0,0,2,-2,-5.29,-5.27,0.2,1.1,-0.9,-2.31,-2.2,Matches
1910,Riyad Mahrez,ALG,FW,Manchester City,Premier League,29,1991,27,1949,72,57.0,21.7,23,82,13,4,14,10,2.33,48,22,26,1.2,-0.33,38.9,21.3,17.7,0.82,-0.67,Matches
1911,Arne Maier,GER,MF,Arminia,Bundesliga,21,1999,16,1034,65,33.8,11.5,13,78,5,3,6,5,1.19,7,16,-9,-0.78,-0.03,12.2,18.7,-6.5,-0.57,0.25,Matches
1912,Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,2,30,15,1.0,0.3,0,0,0,2,15,0,1.5,1,0,1,3.0,3.36,1.2,0.8,0.4,1.1,1.25,Matches
1913,Habib Maïga,CIV,MF,Metz,Ligue 1,24,1996,31,2693,87,78.7,29.9,31,87,26,0,0,0,1.19,34,36,-2,-0.07,0.18,31.7,39.8,-8.1,-0.27,-0.26,Matches
1914,Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,38,3420,90,100.0,38.0,38,90,38,0,0,0,2.18,64,23,41,1.08,0.0,50.0,26.7,23.4,0.61,0.0,Matches
1915,Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22,1997,11,490,45,14.3,5.4,5,85,4,6,11,8,1.64,8,6,2,0.37,-0.06,7.7,6.9,0.9,0.16,-0.1,Matches
1916,Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22,1997,15,1230,82,36.0,13.7,14,87,10,1,18,0,0.93,14,17,-3,-0.22,1.34,16.1,22.2,-6.1,-0.45,0.7,Matches
1917,Josh Maja,NGA,"FW,MF",Fulham,Premier League,21,1998,15,810,54,23.7,9.0,9,77,3,6,19,2,0.87,7,9,-2,-0.22,0.61,10.5,10.0,0.5,0.05,0.5,Matches
1918,Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,17,804,47,23.5,8.9,11,63,0,6,18,5,1.35,11,5,6,0.67,1.36,11.8,8.3,3.4,0.38,1.01,Matches
1919,Radosław Majecki,POL,GK,Monaco,Ligue 1,20,1999,1,90,90,2.6,1.0,1,90,1,0,0,27,3.0,2,1,1,1.0,0.11,2.0,0.6,1.3,1.31,0.44,Matches
1920,Abdul Majeed Waris,GHA,"FW,MF",Strasbourg,Ligue 1,28,1991,15,552,37,16.1,6.1,5,67,0,10,22,12,1.0,2,9,-7,-1.14,-1.08,4.9,8.1,-3.2,-0.52,-0.81,Matches
1921,Marco Majouga,FRA,"FW,MF",Nîmes,Ligue 1,19,2001,7,105,15,3.1,1.2,0,0,0,7,15,6,0.29,1,2,-1,-0.86,-0.04,1.7,1.4,0.2,0.21,0.85,Matches
1922,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22,1998,17,522,31,15.3,5.8,5,62,0,12,18,15,1.41,8,11,-3,-0.52,-0.11,6.1,10.7,-4.6,-0.79,-0.65,Matches
1923,Nemanja Maksimović,SRB,MF,Getafe,La Liga,25,1995,35,2728,78,79.8,30.3,34,80,16,1,25,0,1.0,21,31,-10,-0.33,0.32,23.2,31.5,-8.3,-0.27,-0.36,Matches
1924,Nikola Maksimović,SRB,DF,Napoli,Serie A,28,1991,17,1207,71,35.3,13.4,12,88,9,5,30,17,1.88,27,20,7,0.52,-1.02,22.7,17.9,4.9,0.36,-0.5,Matches
1925,Adilson Malanda,FRA,MF,Nîmes,Ligue 1,18,2001,1,19,19,0.6,0.2,0,0,0,1,19,1,0.0,0,3,-3,-14.21,-13.47,0.0,1.0,-1.0,-4.61,-4.02,Matches
1926,Filip Malbašić,SRB,"FW,MF",Cádiz,La Liga,27,1992,28,860,31,25.1,9.6,8,70,2,20,15,10,1.29,9,12,-3,-0.31,0.35,8.0,13.4,-5.4,-0.57,-0.02,Matches
1927,Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29,1991,5,207,41,6.1,2.3,2,84,1,3,13,10,0.2,3,3,0,0.0,0.34,1.7,3.1,-1.4,-0.63,-0.39,Matches
1928,Kévin Malcuit,MAR,"MF,FW",Napoli,Serie A,29,1991,2,33,17,1.0,0.4,0,0,0,2,17,7,1.5,0,0,0,0.0,-1.2,0.4,0.3,0.1,0.36,-0.33,Matches
1929,Daniel Maldini,ITA,"FW,MF",Milan,Serie A,18,2001,5,29,6,0.8,0.3,0,0,0,5,6,17,2.4,0,1,-1,-3.1,-4.01,0.6,0.5,0.1,0.34,-0.34,Matches
1930,Darian Males,SUI,FW,Genoa,Serie A,19,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1931,Ruslan Malinovskyi,UKR,"FW,MF",Atalanta,Serie A,27,1993,36,1876,52,54.9,20.8,22,72,3,14,22,0,2.14,55,21,34,1.63,1.11,44.9,23.9,21.0,1.01,0.2,Matches
1932,Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,1,58,58,1.9,0.6,1,58,0,0,0,7,1.0,1,1,0,0.0,-0.72,0.5,0.5,0.0,-0.04,-0.27,Matches
1933,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,31,2602,84,76.1,28.9,30,86,28,1,9,1,1.45,44,44,0,0.0,0.22,37.6,33.8,3.8,0.13,0.74,Matches
1934,Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,35,2338,67,68.4,26.0,25,80,12,10,35,1,1.14,30,37,-7,-0.27,0.06,25.9,33.9,-8.0,-0.31,0.1,Matches
1935,Dennis Man,ROU,"FW,MF",Parma,Serie A,21,1998,14,699,50,20.4,7.8,8,72,4,6,21,0,0.5,12,17,-5,-0.64,0.65,10.8,11.9,-1.1,-0.14,0.53,Matches
1936,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,12,458,38,13.4,5.1,4,83,2,8,16,12,1.42,8,10,-2,-0.39,0.03,8.5,8.2,0.2,0.04,0.3,Matches
1937,Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,27,2309,86,67.5,25.7,25,90,25,2,30,5,1.07,28,35,-7,-0.27,0.62,27.3,32.2,-4.8,-0.19,0.16,Matches
1938,Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,33,2852,86,83.4,31.7,33,86,30,0,0,1,1.58,52,44,8,0.25,-0.06,56.3,42.3,14.0,0.44,-0.09,Matches
1939,Steve Mandanda,FRA,GK,Marseille,Ligue 1,35,1985,37,3330,90,97.4,37.0,37,90,37,0,0,0,1.62,53,45,8,0.22,1.22,45.4,44.4,1.0,0.03,-0.62,Matches
1940,Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26,1994,29,2180,75,63.7,24.2,24,84,18,5,33,5,2.0,37,13,24,0.99,-0.24,26.0,16.3,9.7,0.4,-0.59,Matches
1941,Aïssa Mandi,ALG,DF,Betis,La Liga,28,1991,28,2392,85,69.9,26.6,27,89,25,1,1,5,1.57,37,31,6,0.23,0.75,35.1,30.6,4.4,0.17,0.51,Matches
1942,Rolando Mandragora,ITA,MF,Udinese,Serie A,23,1997,10,398,40,11.6,4.4,3,74,1,7,25,2,1.3,6,7,-1,-0.23,0.22,7.5,7.1,0.4,0.09,0.37,Matches
1943,Rolando Mandragora,ITA,MF,Torino,Serie A,23,1997,17,1525,90,44.6,16.9,17,90,16,0,0,0,1.12,20,31,-11,-0.65,-0.27,23.3,28.9,-5.6,-0.33,-0.18,Matches
1944,Mario Mandžukić,CRO,FW,Milan,Serie A,34,1986,10,212,21,6.2,2.4,1,62,0,9,17,2,1.6,2,7,-5,-2.12,-3.19,3.7,4.6,-0.8,-0.35,-1.09,Matches
1945,Sadio Mané,SEN,FW,Liverpool,Premier League,28,1992,35,2810,80,82.2,31.2,31,88,25,4,22,0,1.89,54,28,26,0.83,0.83,61.2,33.6,27.7,0.89,0.95,Matches
1946,Niccolò Manfredini,ITA,GK,Benevento,Serie A,32,1988,1,90,90,2.6,1.0,1,90,1,0,0,37,1.0,1,1,0,0.0,0.95,0.6,1.9,-1.3,-1.26,-0.64,Matches
1947,Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,7,321,46,9.4,3.6,4,70,2,3,14,18,1.14,2,5,-3,-0.84,-0.84,3.3,5.9,-2.6,-0.73,-0.51,Matches
1948,Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22,1998,24,2109,88,68.9,23.4,24,88,22,0,0,1,1.46,44,35,9,0.38,1.14,41.8,36.3,5.5,0.23,0.76,Matches
1949,Thomas Mangani,FRA,MF,Angers,Ligue 1,33,1987,35,2691,77,78.7,29.9,32,82,16,3,24,1,1.17,33,42,-9,-0.3,0.81,31.4,38.6,-7.2,-0.24,-0.01,Matches
1950,Vito Mannone,ITA,GK,Monaco,Ligue 1,32,1988,9,810,90,23.7,9.0,9,90,9,0,0,13,1.78,18,14,4,0.44,-0.59,15.3,9.5,5.9,0.65,-0.31,Matches
1951,Kostas Manolas,GRE,DF,Napoli,Serie A,29,1991,30,2298,77,67.2,25.5,27,83,21,3,16,3,2.07,61,26,35,1.37,0.57,49.4,24.9,24.4,0.96,0.83,Matches
1952,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,13,825,63,24.1,9.2,10,77,6,3,17,16,1.38,13,15,-2,-0.22,0.27,11.5,12.3,-0.8,-0.09,0.34,Matches
1953,Juan Manuel Ramos,URU,DF,Spezia,Serie A,23,1996,6,294,49,8.6,3.3,2,90,2,4,29,6,1.33,3,8,-5,-1.53,-1.1,2.7,9.4,-6.7,-2.05,-1.6,Matches
1954,Myziane Maolida,FRA,"FW,MF",Nice,Ligue 1,21,1999,19,1077,57,31.5,12.0,11,80,5,8,25,4,1.42,18,17,1,0.08,0.24,15.4,17.6,-2.2,-0.18,-0.08,Matches
1955,Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22,1998,23,1170,51,34.2,13.0,13,73,4,10,23,3,1.57,16,13,3,0.23,-0.13,15.0,12.8,2.2,0.17,-0.14,Matches
1956,Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18,2002,8,229,29,6.7,2.5,2,58,0,6,19,6,1.13,4,4,0,0.0,0.39,2.3,4.3,-2.0,-0.78,-0.42,Matches
1957,Maranhão,BRA,FW,Valladolid,La Liga,23,1996,23,1177,51,34.4,13.1,11,78,6,12,27,0,0.74,16,21,-5,-0.38,0.34,16.9,20.8,-3.9,-0.3,0.13,Matches
1958,Fernando Marçal,BRA,DF,Wolves,Premier League,31,1989,13,623,48,18.2,6.9,7,76,5,6,15,4,1.54,8,9,-1,-0.14,0.34,6.1,6.5,-0.4,-0.06,0.12,Matches
1959,Fernando Marçal,BRA,DF,Lyon,Ligue 1,31,1989,1,78,78,2.3,0.9,1,78,0,0,0,0,3.0,4,1,3,3.46,2.52,4.8,0.4,4.4,5.11,4.13,Matches
1960,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,16,1050,66,30.7,11.7,12,80,6,4,22,17,1.94,16,10,6,0.51,-0.74,18.9,12.8,6.1,0.52,-0.21,Matches
1961,Marcelo,BRA,DF,Lyon,Ligue 1,33,1987,34,2907,86,85.0,32.3,34,86,28,0,0,0,1.88,68,36,32,0.99,-0.06,68.0,37.3,30.8,0.95,-0.86,Matches
1962,Solly March,ENG,DF,Brighton,Premier League,26,1994,21,1672,80,48.9,18.6,19,86,15,2,23,0,1.1,23,25,-2,-0.11,0.1,27.5,18.6,8.9,0.48,0.22,Matches
1963,Federico Marchetti,ITA,GK,Genoa,Serie A,37,1983,4,334,84,9.8,3.7,4,84,3,0,0,25,0.25,3,11,-8,-2.16,-2.07,3.2,6.8,-3.6,-0.97,-0.59,Matches
1964,Riccardo Marchizza,ITA,DF,Spezia,Serie A,22,1998,24,1561,65,45.6,17.3,17,81,10,7,27,7,1.0,24,30,-6,-0.35,0.33,19.6,29.2,-9.7,-0.56,0.06,Matches
1965,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28,1992,34,3014,89,88.1,33.5,33,90,32,1,45,1,1.68,58,49,9,0.27,0.49,50.9,48.9,2.0,0.06,-0.44,Matches
1966,Iván Marcone,ARG,MF,Elche,La Liga,30,1990,33,2645,80,77.3,29.4,30,85,22,3,28,0,0.94,25,43,-18,-0.61,-0.26,21.5,44.5,-22.9,-0.78,-0.19,Matches
1967,Óscar de Marcos,ESP,"DF,MF",Athletic Club,La Liga,31,1989,25,1520,61,44.4,16.9,17,81,10,8,17,6,1.08,21,22,-1,-0.06,-0.3,20.7,17.5,3.2,0.19,-0.05,Matches
1968,Dario Maresic,AUT,DF,Reims,Ligue 1,20,1999,8,514,64,15.0,5.7,5,90,5,3,21,29,0.38,1,9,-8,-1.4,-1.4,3.2,10.6,-7.4,-1.3,-0.67,Matches
1969,José Mari,ESP,MF,Cádiz,La Liga,32,1987,22,1451,66,42.4,16.1,18,76,3,4,19,2,1.55,18,16,2,0.12,1.22,14.1,21.9,-7.8,-0.49,0.11,Matches
1970,Pablo Marí,ESP,DF,Arsenal,Premier League,26,1993,10,900,90,26.3,10.0,10,90,10,0,0,7,2.0,19,8,11,1.1,0.92,17.1,13.2,4.0,0.4,0.21,Matches
1971,José María Giménez,URU,DF,Atlético Madrid,La Liga,25,1995,21,1765,84,51.6,19.6,20,88,18,1,11,4,2.33,37,13,24,1.22,0.24,28.8,15.6,13.1,0.67,0.31,Matches
1972,Mariano,DOM,FW,Real Madrid,La Liga,26,1993,16,513,32,15.0,5.7,5,73,1,11,14,10,1.94,6,4,2,0.35,-0.79,7.6,9.0,-1.4,-0.25,-1.07,Matches
1973,Jordan Marié,FRA,MF,Dijon,Ligue 1,28,1991,24,1432,60,41.9,15.9,16,79,9,8,22,13,0.58,7,34,-27,-1.7,-0.75,11.9,31.0,-19.1,-1.2,-0.1,Matches
1974,Adrián Marín,ESP,"DF,MF",Alavés,La Liga,23,1997,5,93,19,2.7,1.0,1,61,0,4,8,14,1.0,0,2,-2,-1.94,-1.42,1.0,2.7,-1.7,-1.61,-1.42,Matches
1975,Adrián Marín,ESP,"DF,FW",Granada,La Liga,23,1997,9,269,30,7.9,3.0,3,60,1,6,15,8,0.89,6,9,-3,-1.0,-0.58,4.7,6.4,-1.7,-0.56,-0.2,Matches
1976,Carlos Marín,ESP,GK,Betis,La Liga,23,1997,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1977,Răzvan Marin,ROU,MF,Cagliari,Serie A,24,1996,37,2965,80,86.7,32.9,35,84,18,2,17,0,0.97,36,53,-17,-0.52,-0.71,37.8,55.4,-17.6,-0.53,-0.55,Matches
1978,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,26,1994,28,2089,75,61.1,23.2,22,89,21,6,23,5,2.07,48,20,28,1.21,0.8,39.3,18.3,21.0,0.9,0.04,Matches
1979,Marlon,BRA,DF,Sassuolo,Serie A,24,1995,24,1742,73,50.9,19.4,19,87,17,5,19,10,1.42,23,28,-5,-0.26,-0.96,28.0,25.5,2.4,0.12,0.02,Matches
1980,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,21,1999,1,1,1,0.0,0.0,0,0,0,1,1,6,1.0,0,0,0,0.0,-0.71,0.0,0.0,0.0,4.23,4.02,Matches
1981,Alejandro Marqués,ESP,FW,Juventus,Serie A,19,2000,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1982,Christian Marques,SUI,DF,Wolves,Premier League,17,2003,0,0,0,0.0,0.0,0,0,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1983,Marquinhos,BRA,DF,Paris S-G,Ligue 1,26,1994,25,2128,85,62.2,23.6,24,88,22,1,25,2,2.4,51,12,39,1.65,0.33,49.3,20.0,29.2,1.24,0.13,Matches
1984,Unai Marrero,ESP,GK,Real Sociedad,La Liga,18,2001,0,0,0,0.0,0.0,0,0,0,0,0,11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1985,Luca Marrone,ITA,DF,Crotone,Serie A,30,1990,21,1588,76,46.4,17.6,18,85,16,3,19,10,0.52,14,39,-25,-1.42,-0.34,15.6,29.3,-13.7,-0.77,0.18,Matches
1986,Eric Martel,GER,MF,RB Leipzig,Bundesliga,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1987,Roger Martí,ESP,FW,Levante,La Liga,29,1991,33,2198,67,64.3,24.4,26,79,8,7,20,3,1.09,33,39,-6,-0.25,0.12,25.9,35.0,-9.1,-0.37,-0.09,Matches
1988,Anthony Martial,FRA,FW,Manchester Utd,Premier League,24,1995,22,1480,67,43.3,16.4,17,78,5,5,31,1,2.05,34,19,15,0.91,0.26,27.1,20.5,6.7,0.4,-0.12,Matches
1989,Aarón Martín,ESP,DF,Celta Vigo,La Liga,23,1997,19,1540,81,45.0,17.1,17,87,15,2,27,2,1.53,29,27,2,0.12,0.31,18.9,25.6,-6.7,-0.39,-0.63,Matches
1990,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,23,1997,5,262,52,8.6,2.9,3,79,2,2,13,2,0.4,0,3,-3,-1.03,-0.58,2.3,2.5,-0.2,-0.06,0.06,Matches
1991,Álex Martín,ESP,DF,Cádiz,La Liga,22,1998,2,96,48,2.8,1.1,1,90,1,1,6,10,0.0,1,3,-2,-1.87,-1.33,1.1,2.3,-1.3,-1.18,-0.64,Matches
1992,Daniel Martín,ESP,GK,Betis,La Liga,22,1998,0,0,0,0.0,0.0,0,0,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1993,David Martin,ENG,GK,West Ham,Premier League,34,1986,0,0,0,0.0,0.0,0,0,0,0,0,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1994,Javier Martín,ESP,DF,Cádiz,La Liga,21,1998,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
1995,Jonas Martin,FRA,MF,Rennes,Ligue 1,30,1990,12,482,40,14.1,5.4,6,66,2,6,14,8,1.42,8,8,0,0.0,-0.37,7.0,7.1,-0.1,-0.02,-0.33,Matches
1996,Martinelli,BRA,FW,Arsenal,Premier League,19,2001,14,589,42,17.2,6.5,7,72,2,7,13,9,1.93,14,3,11,1.68,1.52,12.9,5.3,7.6,1.17,1.12,Matches
1997,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,24,1996,21,1483,71,43.4,16.5,15,87,10,6,30,13,1.24,22,26,-4,-0.24,0.13,16.6,24.8,-8.2,-0.5,-0.42,Matches
1998,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27,1992,38,3420,90,100.0,38.0,38,90,38,0,0,0,1.45,55,46,9,0.24,0.0,53.0,52.9,0.2,0.0,0.0,Matches
1999,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,29,1991,28,2519,90,73.7,28.0,28,90,27,0,0,3,1.11,33,34,-1,-0.04,-0.54,33.5,26.7,6.7,0.24,0.09,Matches
2000,Iván Martínez,ESP,GK,Osasuna,La Liga,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,9,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2001,Javi Martínez,ESP,"MF,FW",Osasuna,La Liga,20,1999,13,460,35,13.5,5.1,6,69,0,7,6,20,1.15,6,6,0,0.0,0.33,6.0,7.7,-1.7,-0.33,0.03,Matches
2002,Javi Martínez,ESP,"DF,MF",Bayern Munich,Bundesliga,31,1988,19,466,25,15.2,5.2,4,71,2,15,12,6,2.53,12,6,6,1.16,-0.54,9.0,6.7,2.3,0.44,-0.69,Matches
2003,Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,22,1998,1,90,90,2.9,1.0,1,90,1,0,0,28,0.0,1,2,-1,-1.0,-1.88,2.6,0.9,1.6,1.64,0.6,Matches
2004,Lautaro Martínez,ARG,FW,Inter,Serie A,22,1997,38,2561,67,74.9,28.5,30,79,8,8,25,0,2.39,66,24,42,1.48,0.22,55.4,27.2,28.2,0.99,0.15,Matches
2005,Pablo Martínez,ESP,MF,Levante,La Liga,22,1998,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2006,Pablo Martinez,FRA,DF,Nîmes,Ligue 1,31,1989,7,540,77,15.8,6.0,6,84,3,1,37,3,0.86,8,13,-5,-0.83,-0.02,5.2,11.4,-6.1,-1.02,-0.48,Matches
2007,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,25,1995,23,1551,67,45.4,17.2,20,75,2,3,17,2,1.87,30,24,6,0.35,-1.0,30.0,16.8,13.2,0.77,-0.22,Matches
2008,Adam Marušić,MNE,DF,Lazio,Serie A,27,1992,36,2966,82,86.7,33.0,33,86,28,3,45,1,1.72,52,46,6,0.18,0.18,53.1,40.5,12.6,0.38,0.49,Matches
2009,Sylvain Marveaux,FRA,"MF,FW",Lorient,Ligue 1,34,1986,9,200,22,5.8,2.2,2,61,0,7,11,13,0.33,2,9,-7,-3.15,-2.84,3.1,7.0,-3.9,-1.76,-1.75,Matches
2010,Marvin,ESP,"DF,FW",Real Madrid,La Liga,20,2000,4,133,33,3.9,1.5,2,50,0,2,17,0,2.5,3,0,3,2.03,1.04,2.7,0.5,2.2,1.49,0.86,Matches
2011,Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,27,1993,24,1762,73,57.6,19.6,21,80,15,3,26,3,0.38,12,47,-35,-1.79,0.02,14.0,38.0,-24.0,-1.23,-0.05,Matches
2012,Davide Masella,ITA,MF,Benevento,Serie A,18,2002,0,0,0,0.0,0.0,0,0,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2013,Andrea Masiello,ITA,DF,Genoa,Serie A,34,1986,30,2563,85,74.9,28.5,30,85,25,0,0,5,1.13,36,43,-7,-0.25,0.17,28.9,41.3,-12.4,-0.44,0.03,Matches
2014,Jordi Masip,ESP,GK,Valladolid,La Liga,31,1989,25,2250,90,65.8,25.0,25,90,25,0,0,9,0.84,24,40,-16,-0.64,-0.1,24.2,35.6,-11.5,-0.46,-0.21,Matches
2015,Roberto Massimo,GER,"DF,FW",Stuttgart,Bundesliga,19,2000,18,757,42,24.7,8.4,7,69,3,11,25,5,1.28,11,16,-5,-0.59,-0.83,12.3,15.9,-3.5,-0.42,-0.55,Matches
2016,Giuseppe Mastinu,ITA,FW,Spezia,Serie A,28,1991,3,32,11,0.9,0.4,0,0,0,3,11,1,0.0,1,1,0,0.0,0.53,0.7,1.3,-0.6,-1.61,-1.03,Matches
2017,Arthur Masuaku,COD,"DF,FW",West Ham,Premier League,26,1993,12,1006,84,29.4,11.2,12,84,7,0,0,0,1.92,23,15,8,0.72,0.45,16.5,13.7,2.8,0.25,0.14,Matches
2018,Tawanda Maswanhise,ENG,MF,Leicester City,Premier League,17,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2019,Jaime Mata,ESP,FW,Getafe,La Liga,31,1988,33,2037,62,59.6,22.6,23,75,8,10,30,2,1.0,15,24,-9,-0.4,-0.01,19.7,20.3,-0.6,-0.03,0.43,Matches
2020,Juan Mata,ESP,"FW,MF",Manchester Utd,Premier League,32,1988,9,509,57,14.9,5.7,6,77,1,3,16,17,2.44,12,6,6,1.06,0.35,9.5,3.3,6.2,1.1,0.73,Matches
2021,Pape Matar Sarr,SEN,MF,Metz,Ligue 1,17,2002,22,1594,72,46.6,17.7,18,84,14,4,23,9,1.05,25,29,-4,-0.23,-0.23,18.3,24.1,-5.8,-0.33,-0.21,Matches
2022,Eliot Matazo,BEL,MF,Monaco,Ligue 1,18,2002,10,314,31,9.2,3.5,3,58,0,7,20,19,2.2,6,5,1,0.29,-0.67,6.7,4.1,2.6,0.74,-0.17,Matches
2023,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,23,1997,7,221,32,6.5,2.5,2,69,0,5,17,11,0.57,2,4,-2,-0.81,-0.17,1.0,7.0,-5.9,-2.41,-1.87,Matches
2024,Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,15,997,66,32.6,11.1,12,80,4,3,12,1,0.4,11,21,-10,-0.9,-0.6,15.7,17.6,-1.9,-0.17,-0.08,Matches
2025,Diego Matías Rodríguez,ARG,GK,Elche,La Liga,31,1989,0,0,0,0.0,0.0,0,0,0,0,0,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2026,Nemanja Matić,SRB,MF,Manchester Utd,Premier League,31,1988,20,1106,55,32.3,12.3,12,86,11,8,9,17,2.15,23,18,5,0.41,-0.53,19.4,14.6,4.8,0.39,-0.12,Matches
2027,Joël Matip,CMR,DF,Liverpool,Premier League,28,1991,10,691,69,20.2,7.7,9,77,6,1,2,0,1.9,19,5,14,1.82,1.43,16.0,7.2,8.8,1.15,0.54,Matches
2028,Rabbi Matondo,WAL,"FW,MF",Schalke 04,Bundesliga,19,2000,3,220,73,7.2,2.4,3,73,0,0,0,5,0.0,0,9,-9,-3.68,-2.03,0.5,7.1,-6.5,-2.67,-1.58,Matches
2029,Ryder Matos,BRA,MF,Udinese,Serie A,27,1993,1,13,13,0.4,0.1,0,0,0,1,13,1,0.0,0,1,-1,-6.92,-6.53,0.2,0.4,-0.3,-1.79,-1.55,Matches
2030,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,1,24,24,0.8,0.3,0,0,0,1,24,1,3.0,0,1,-1,-3.75,-1.97,0.1,1.6,-1.5,-5.62,-4.45,Matches
2031,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,18,2002,9,352,39,10.3,3.9,3,90,3,6,14,16,2.11,6,4,2,0.51,-0.43,8.8,3.9,4.9,1.25,0.4,Matches
2032,Federico Mattiello,ITA,DF,Spezia,Serie A,25,1995,1,36,36,1.1,0.4,0,0,0,1,36,0,1.0,0,0,0,0.0,0.53,0.3,0.7,-0.5,-1.21,-0.63,Matches
2033,Neal Maupay,FRA,"FW,MF",Brighton,Premier League,23,1996,33,2512,76,73.5,27.9,29,83,17,4,23,1,1.09,32,34,-2,-0.07,0.32,40.8,26.3,14.6,0.52,0.59,Matches
2034,Tony Mauricio,FRA,MF,Lens,Ligue 1,26,1994,26,502,19,14.7,5.6,2,68,0,24,15,8,1.54,8,14,-6,-1.08,-1.29,8.3,7.0,1.3,0.23,0.0,Matches
