Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1258,James Justin,ENG,DF,Leicester City,Premier League,22,1998,23.0,2,10,3,30.0,0.43,0.13,0.2,0.67,14.9,0,0,0,1.6,1.6,0.16,0.4,0.4,Matches
1259,Musa Juwara,GAM,DF,Bologna,Serie A,18,2001,0.5,0,1,1,100.0,1.96,1.96,0.0,0.0,22.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1260,Jens Jønsson,DEN,MF,Cádiz,La Liga,27,1993,29.1,0,15,2,13.3,0.52,0.07,0.0,0.0,19.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1261,Ozan Kabak,TUR,DF,Liverpool,Premier League,20,2000,8.9,0,1,0,0.0,0.11,0.0,0.0,0.0,4.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
1262,Ozan Kabak,TUR,DF,Schalke 04,Bundesliga,20,2000,13.8,0,12,1,8.3,0.87,0.07,0.0,0.0,12.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
1263,Abdoul Kader Bamba,FRA,"FW,MF",Nantes,Ligue 1,26,1994,10.2,3,14,6,42.9,1.37,0.59,0.21,0.5,18.7,1,0,1,2.8,2.0,0.14,0.2,1.0,Matches
1264,Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,28,1992,17.6,0,10,4,40.0,0.57,0.23,0.0,0.0,10.8,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
1265,Tino Kadewere,ZIM,FW,Lyon,Ligue 1,24,1996,22.3,10,60,24,40.0,2.69,1.08,0.17,0.42,12.1,0,0,0,10.2,10.2,0.17,-0.2,-0.2,Matches
1266,Damian Kądzior,POL,"FW,MF",Eibar,La Liga,28,1992,2.2,0,5,1,20.0,2.31,0.46,0.0,0.0,21.5,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1267,Florian Kainz,AUT,"FW,MF",Köln,Bundesliga,27,1992,5.0,1,9,3,33.3,1.81,0.6,0.11,0.33,18.7,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
1268,Gaël Kakuta,COD,"MF,FW",Lens,Ligue 1,29,1991,26.6,11,45,8,17.8,1.69,0.3,0.09,0.5,27.1,9,7,9,11.4,4.6,0.1,-0.4,-0.6,Matches
1269,Sasa Kalajdzic,AUT,FW,Stuttgart,Bundesliga,23,1997,23.7,16,67,28,41.8,2.82,1.18,0.24,0.57,12.5,0,0,0,9.0,9.0,0.13,7.0,7.0,Matches
1270,Arnaud Kalimuendo,FRA,FW,Paris S-G,Ligue 1,18,2002,0.8,0,2,1,50.0,2.47,1.23,0.0,0.0,16.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
1271,Arnaud Kalimuendo,FRA,FW,Lens,Ligue 1,18,2002,13.5,7,32,17,53.1,2.36,1.26,0.22,0.41,13.2,0,0,0,6.0,6.0,0.19,1.0,1.0,Matches
1272,Nikola Kalinić,CRO,FW,Hellas Verona,Serie A,32,1988,11.8,2,23,7,30.4,1.95,0.59,0.09,0.29,11.6,0,0,0,4.0,4.0,0.18,-2.0,-2.0,Matches
1273,Yayah Kallon,SLE,"MF,FW",Genoa,Serie A,19,2001,0.5,0,2,1,50.0,4.0,2.0,0.0,0.0,18.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1274,Samuel Kalu,NGA,"FW,MF",Bordeaux,Ligue 1,22,1997,10.7,4,24,8,33.3,2.24,0.75,0.17,0.5,17.4,1,0,0,1.5,1.5,0.06,2.5,2.5,Matches
1275,Pierre Kalulu,FRA,DF,Milan,Serie A,20,2000,8.1,1,3,1,33.3,0.37,0.12,0.33,1.0,6.7,0,0,0,0.6,0.6,0.2,0.4,0.4,Matches
1276,Daichi Kamada,JPN,"MF,FW",Eint Frankfurt,Bundesliga,23,1996,26.2,5,38,9,23.7,1.45,0.34,0.13,0.56,16.6,2,0,0,5.6,5.6,0.15,-0.6,-0.6,Matches
1277,Aboubakar Kamara,MTN,"FW,MF",Dijon,Ligue 1,25,1995,6.2,1,11,3,27.3,1.78,0.48,0.09,0.33,18.2,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
1278,Aboubakar Kamara,MTN,"FW,DF",Fulham,Premier League,25,1995,3.5,0,4,2,50.0,1.14,0.57,0.0,0.0,20.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4,Matches
1279,Bingourou Kamara,SEN,GK,Strasbourg,Ligue 1,23,1996,8.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1280,Boubacar Kamara,FRA,MF,Marseille,Ligue 1,20,1999,32.2,0,20,8,40.0,0.62,0.25,0.0,0.0,22.3,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
1281,Hassane Kamara,FRA,DF,Nice,Ligue 1,25,1994,32.9,2,27,4,14.8,0.82,0.12,0.07,0.5,21.0,0,0,0,1.1,1.1,0.04,0.9,0.9,Matches
1282,Marcin Kamiński,POL,DF,Stuttgart,Bundesliga,28,1992,2.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1283,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,29,1990,21.5,0,14,1,7.1,0.65,0.05,0.0,0.0,22.5,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1284,Harry Kane,ENG,FW,Tottenham,Premier League,27,1993,34.2,23,134,47,35.1,3.91,1.37,0.14,0.4,17.7,14,4,4,20.5,17.5,0.13,2.5,1.5,Matches
1285,Wilfried Kanga,FRA,FW,Angers,Ligue 1,22,1998,1.5,0,1,1,100.0,0.68,0.68,0.0,0.0,21.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
1286,Lee Kangin,KOR,"FW,MF",Valencia,La Liga,19,2001,14.0,0,25,7,28.0,1.78,0.5,0.0,0.0,22.0,5,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
1287,N'Golo Kanté,FRA,MF,Chelsea,Premier League,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.0,0.0,19.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
1288,Jimmy Kaparos,GER,MF,Schalke 04,Bundesliga,18,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1289,Yann Karamoh,FRA,"FW,MF",Parma,Serie A,22,1998,14.4,2,22,9,40.9,1.53,0.63,0.09,0.22,14.1,0,0,0,3.3,3.3,0.15,-1.3,-1.3,Matches
1290,Isaac Karamoko,FRA,DF,Sassuolo,Serie A,18,2002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1291,Atakan Karazor,GER,"DF,MF",Stuttgart,Bundesliga,23,1996,11.5,0,4,1,25.0,0.35,0.09,0.0,0.0,19.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1292,Augustus Kargbo,SLE,FW,Crotone,Serie A,20,1999,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1293,Loris Karius,GER,GK,Union Berlin,Bundesliga,27,1993,3.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1294,Rick Karsdorp,NED,DF,Roma,Serie A,25,1995,28.3,1,13,4,30.8,0.46,0.14,0.08,0.25,16.5,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
1295,Noah Katterbach,GER,DF,Köln,Bundesliga,19,2001,12.3,0,9,2,22.2,0.73,0.16,0.0,0.0,24.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
1296,Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,37,1983,24.0,0,1,0,0.0,0.04,0.0,0.0,0.0,74.0,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1297,Moise Kean,ITA,FW,Everton,Premier League,20,2000,0.2,0,1,0,0.0,6.0,0.0,0.0,0.0,23.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1298,Moise Kean,ITA,FW,Paris S-G,Ligue 1,20,2000,18.9,13,53,24,45.3,2.81,1.27,0.25,0.54,11.7,0,0,0,10.7,10.7,0.2,2.3,2.3,Matches
1299,Michael Keane,ENG,DF,Everton,Premier League,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.5,11.1,0,0,0,1.2,1.2,0.08,1.8,1.8,Matches
1300,Neeskens Kebano,COD,"FW,MF",Fulham,Premier League,28,1992,1.3,0,6,0,0.0,4.54,0.0,0.0,0.0,18.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1301,Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,23,1996,18.0,0,7,0,0.0,0.39,0.0,0.0,0.0,12.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
1302,Habib Keita,MLI,MF,Lyon,Ligue 1,18,2002,0.1,0,1,0,0.0,15.0,0.0,0.0,0.0,9.0,0,0,0,0.4,0.4,0.38,-0.4,-0.4,Matches
1303,Naby Keïta,GUI,MF,Liverpool,Premier League,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.0,0.0,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
1304,Yannik Keitel,GER,MF,Freiburg,Bundesliga,20,2000,5.5,0,9,2,22.2,1.63,0.36,0.0,0.0,23.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1305,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,21,1998,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1306,Stephane Keller,CMR,DF,Alavés,La Liga,18,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1307,Martin Kelly,ENG,DF,Crystal Palace,Premier League,30,1990,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1308,Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,25,1995,30.3,2,16,6,37.5,0.53,0.2,0.13,0.33,17.1,0,0,0,1.3,1.3,0.08,0.7,0.7,Matches
1309,Kenedy,BRA,"FW,MF",Granada,La Liga,24,1996,16.3,4,36,12,33.3,2.2,0.73,0.11,0.33,26.2,7,0,0,2.1,2.1,0.06,1.9,1.9,Matches
1310,Jonjoe Kenny,ENG,DF,Everton,Premier League,23,1997,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1311,Franck Kessié,CIV,MF,Milan,Serie A,23,1996,35.8,13,36,8,22.2,1.0,0.22,0.06,0.25,18.2,0,11,13,13.6,3.7,0.1,-0.6,-1.7,Matches
1312,Reda Khadra,GER,FW,Brighton,Premier League,19,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1313,Omar Khailoti,ITA,DF,Bologna,Serie A,18,2001,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1314,Saîf-Eddine Khaoui,TUN,"FW,MF",Marseille,Ligue 1,25,1995,6.7,2,11,6,54.5,1.63,0.89,0.18,0.33,18.1,0,0,0,0.8,0.8,0.07,1.2,1.2,Matches
1315,Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,29,1991,13.1,7,29,10,34.5,2.21,0.76,0.14,0.4,22.8,4,3,3,4.9,2.6,0.09,2.1,1.4,Matches
1316,Rani Khedira,GER,MF,Augsburg,Bundesliga,26,1994,20.2,1,10,4,40.0,0.5,0.2,0.1,0.25,18.4,0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
1317,Sami Khedira,GER,MF,Hertha BSC,Bundesliga,33,1987,4.4,0,1,0,0.0,0.23,0.0,0.0,0.0,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1318,Kike,ESP,FW,Eibar,La Liga,30,1989,34.3,12,89,34,38.2,2.59,0.99,0.13,0.35,12.8,1,0,0,10.7,10.7,0.12,1.3,1.3,Matches
1319,Luca Kilian,GER,DF,Mainz 05,Bundesliga,20,1999,4.2,0,1,0,0.0,0.24,0.0,0.0,0.0,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1320,Max Kilman,ENG,DF,Wolves,Premier League,23,1997,14.6,0,6,2,33.3,0.41,0.14,0.0,0.0,11.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1321,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,25,1995,24.4,4,37,14,37.8,1.52,0.57,0.11,0.29,22.6,1,0,0,2.5,2.5,0.07,1.5,1.5,Matches
1322,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,24,1995,25.6,0,5,1,20.0,0.2,0.04,0.0,0.0,18.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1323,Joshua King,NOR,"MF,FW",Everton,Premier League,28,1992,1.6,0,3,1,33.3,1.82,0.61,0.0,0.0,12.4,0,0,0,0.8,0.8,0.27,-0.8,-0.8,Matches
1324,Giorgos Kiriakopoulos,GRE,DF,Sassuolo,Serie A,24,1996,16.2,1,24,14,58.3,1.48,0.87,0.04,0.07,21.9,1,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1325,Simon Kjær,DEN,DF,Milan,Serie A,31,1989,26.6,0,15,2,13.3,0.56,0.08,0.0,0.0,11.2,1,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
1326,Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,27,1993,2.5,0,4,0,0.0,1.62,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1327,Felix Klaus,GER,"DF,MF",Wolfsburg,Bundesliga,27,1992,1.5,0,1,0,0.0,0.66,0.0,0.0,0.0,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1328,Klauss,BRA,FW,Hoffenheim,Bundesliga,23,1997,0.6,0,1,1,100.0,1.76,1.76,0.0,0.0,8.0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
1329,Ragnar Klavan,EST,DF,Cagliari,Serie A,34,1985,8.6,0,6,1,16.7,0.7,0.12,0.0,0.0,16.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1330,Philipp Klement,GER,"MF,FW",Stuttgart,Bundesliga,27,1992,4.7,1,7,3,42.9,1.5,0.64,0.14,0.33,23.2,1,0,0,0.3,0.3,0.04,0.7,0.7,Matches
1331,Mateusz Klich,POL,MF,Leeds United,Premier League,30,1990,26.6,4,34,10,29.4,1.28,0.38,0.06,0.2,22.0,0,2,2,3.3,1.8,0.05,0.7,0.2,Matches
1332,Mateo Klimowicz,GER,"FW,MF",Stuttgart,Bundesliga,20,2000,13.3,1,33,10,30.3,2.48,0.75,0.03,0.1,17.8,0,0,0,3.8,3.8,0.12,-2.8,-2.8,Matches
1333,Fabian Klos,GER,FW,Arminia,Bundesliga,32,1987,30.1,5,51,19,37.3,1.69,0.63,0.08,0.21,13.7,0,1,2,7.9,6.4,0.13,-2.9,-2.4,Matches
1334,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,24,1996,16.1,1,12,2,16.7,0.75,0.12,0.08,0.5,10.7,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
1335,Justin Kluivert,NED,FW,RB Leipzig,Bundesliga,21,1999,9.0,3,18,7,38.9,1.99,0.77,0.17,0.43,16.2,0,0,0,3.6,3.6,0.2,-0.6,-0.6,Matches
1336,Justin Kluivert,NED,"FW,MF",Roma,Serie A,21,1999,0.2,0,1,0,0.0,4.74,0.0,0.0,0.0,26.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1337,Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,24,1996,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1338,Ansgar Knauff,GER,"FW,MF",Dortmund,Bundesliga,18,2002,0.8,1,2,1,50.0,2.54,1.27,0.5,1.0,15.1,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
1339,Robin Knoche,GER,DF,Union Berlin,Bundesliga,28,1992,33.8,1,11,4,36.4,0.33,0.12,0.09,0.25,11.5,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
1340,Gregor Kobel,SUI,GK,Stuttgart,Bundesliga,22,1997,33.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1341,Robin Koch,GER,"DF,MF",Leeds United,Premier League,24,1996,12.6,0,9,2,22.2,0.72,0.16,0.0,0.0,10.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
1342,Giorgi Kochorashvili,GEO,MF,Levante,La Liga,21,1999,0.3,0,1,0,0.0,3.91,0.0,0.0,0.0,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1343,Kenan Kodro,BIH,FW,Valladolid,La Liga,26,1993,5.1,0,7,1,14.3,1.37,0.2,0.0,0.0,9.1,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches
1344,Kenan Kodro,BIH,"FW,MF",Athletic Club,La Liga,26,1993,0.5,1,1,1,100.0,2.05,2.05,0.0,0.0,37.6,0,1,1,0.8,0.0,0.02,0.2,0.0,Matches
1345,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,26,1994,14.1,1,16,3,18.8,1.14,0.21,0.06,0.33,20.8,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
1346,Dominik Kohr,GER,"MF,FW",Eint Frankfurt,Bundesliga,26,1994,2.9,0,5,0,0.0,1.73,0.0,0.0,0.0,18.7,1,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
1347,Koba Koindredi,FRA,MF,Valencia,La Liga,18,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1348,Koke,ESP,MF,Atlético Madrid,La Liga,28,1992,33.6,1,17,7,41.2,0.51,0.21,0.06,0.14,20.0,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
1349,Aleksandr Kokorin,RUS,"FW,MF",Fiorentina,Serie A,29,1991,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1350,Aleksandar Kolarov,SRB,DF,Inter,Serie A,34,1985,4.3,0,6,2,33.3,1.38,0.46,0.0,0.0,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1351,Sead Kolašinac,BIH,DF,Arsenal,Premier League,27,1993,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1352,Sead Kolašinac,BIH,"DF,MF",Schalke 04,Bundesliga,27,1993,15.8,1,6,1,16.7,0.38,0.06,0.17,1.0,15.6,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
1353,Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21,1998,33.7,9,61,25,41.0,1.81,0.74,0.15,0.36,12.5,0,0,0,10.0,10.0,0.16,-1.0,-1.0,Matches
1354,Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28,1991,22.6,0,11,2,18.2,0.49,0.09,0.0,0.0,10.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1355,Ghislain Konan,CIV,DF,Reims,Ligue 1,24,1995,29.0,2,8,4,50.0,0.28,0.14,0.25,0.5,22.6,0,0,0,0.3,0.3,0.04,1.7,1.7,Matches
1356,Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,7.7,1,5,2,40.0,0.65,0.26,0.2,0.5,7.8,0,0,0,0.5,0.5,0.1,0.5,0.5,Matches
1357,Moussa Konaté,SEN,FW,Dijon,Ligue 1,27,1993,13.3,5,34,8,23.5,2.56,0.6,0.12,0.5,13.1,0,1,2,5.3,3.8,0.11,-0.3,0.2,Matches
1358,Geoffrey Kondogbia,CTA,"MF,FW",Atlético Madrid,La Liga,27,1993,6.8,0,5,2,40.0,0.74,0.29,0.0,0.0,21.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1359,Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27,1993,4.9,0,4,2,50.0,0.82,0.41,0.0,0.0,33.2,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1360,Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31,1989,11.6,1,9,1,11.1,0.78,0.09,0.11,1.0,11.5,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
1361,Moussa Koné,SEN,FW,Nîmes,Ligue 1,23,1996,19.5,9,31,16,51.6,1.59,0.82,0.29,0.56,14.9,0,0,0,6.7,6.7,0.22,2.3,2.3,Matches
1362,Youssouf Koné,MLI,"DF,FW",Elche,La Liga,25,1995,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1363,Terence Kongolo,NED,DF,Fulham,Premier League,26,1994,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1364,Ezri Konsa,ENG,DF,Aston Villa,Premier League,22,1997,35.5,2,23,7,30.4,0.65,0.2,0.09,0.29,8.5,0,0,0,2.2,2.2,0.1,-0.2,-0.2,Matches
1365,Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34,1985,24.6,0,6,1,16.7,0.24,0.04,0.0,0.0,6.4,0,0,0,1.0,1.0,0.18,-1.0,-1.0,Matches
1366,Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27,1992,28.2,4,51,21,41.2,1.81,0.75,0.08,0.19,20.4,4,0,0,3.9,3.9,0.08,0.1,0.1,Matches
1367,Márk Kosznovszky,HUN,MF,Parma,Serie A,18,2002,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,11.0,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches
1368,Christian Kouamé,CIV,FW,Fiorentina,Serie A,22,1997,11.1,1,19,6,31.6,1.72,0.54,0.05,0.17,9.8,0,0,0,3.5,3.5,0.18,-2.5,-2.5,Matches
1369,Nianzou Kouassi,FRA,"DF,MF",Bayern Munich,Bundesliga,18,2002,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1370,Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29,1991,24.5,0,10,1,10.0,0.41,0.04,0.0,0.0,11.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1371,Jules Koundé,FRA,DF,Sevilla,La Liga,21,1998,33.1,2,21,6,28.6,0.64,0.18,0.1,0.33,10.8,0,0,0,2.1,2.1,0.1,-0.1,-0.1,Matches
1372,Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23,1997,21.8,1,12,4,33.3,0.55,0.18,0.08,0.25,8.6,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
1373,Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30,1989,34.7,1,7,2,28.6,0.2,0.06,0.14,0.5,9.6,0,0,0,0.8,0.8,0.11,0.2,0.2,Matches
1374,Mateo Kovačić,CRO,MF,Chelsea,Premier League,26,1994,20.2,0,23,4,17.4,1.14,0.2,0.0,0.0,22.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
1375,Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24,1996,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1376,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,22.7,0,0,0,0.2,0.2,0.02,0.8,0.8,Matches
1377,Andrej Kramarić,CRO,"FW,MF",Hoffenheim,Bundesliga,29,1991,26.4,20,92,40,43.5,3.48,1.51,0.16,0.38,17.3,7,5,5,16.3,12.5,0.14,3.7,2.5,Matches
1378,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29,1991,22.6,0,9,1,11.1,0.4,0.04,0.0,0.0,23.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1379,Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23,1997,2.5,0,4,3,75.0,1.61,1.21,0.0,0.0,12.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1380,Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,21.8,1,0,0,2.2,2.2,0.07,0.8,0.8,Matches
1381,Filip Krovinović,CRO,MF,West Brom,Premier League,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.0,0.0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1382,Rade Krunić,BIH,"MF,FW",Milan,Serie A,26,1993,8.0,1,8,5,62.5,1.0,0.62,0.13,0.2,21.3,1,0,0,0.7,0.7,0.09,0.3,0.3,Matches
1383,Max Kruse,GER,"FW,MF",Union Berlin,Bundesliga,32,1988,18.1,11,23,12,52.2,1.27,0.66,0.26,0.5,19.8,1,5,6,6.6,2.0,0.09,4.4,4.0,Matches
1384,Lukas Kübler,GER,DF,Freiburg,Bundesliga,27,1992,9.8,0,2,1,50.0,0.2,0.1,0.0,0.0,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1385,Takefusa Kubo,JPN,"MF,FW",Villarreal,La Liga,19,2001,3.3,0,8,5,62.5,2.41,1.51,0.0,0.0,14.5,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
1386,Takefusa Kubo,JPN,"MF,FW",Getafe,La Liga,19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,18.3,4,0,0,0.9,0.9,0.06,0.1,0.1,Matches
1387,Juraj Kucka,SVK,"MF,FW",Parma,Serie A,33,1987,25.9,7,56,15,26.8,2.16,0.58,0.05,0.2,20.4,2,4,4,6.8,3.8,0.07,0.2,-0.8,Matches
1388,Kuki,ESP,MF,Valladolid,La Liga,22,1998,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1389,Dejan Kulusevski,SWE,"MF,FW",Juventus,Serie A,20,2000,21.4,4,34,7,20.6,1.59,0.33,0.12,0.57,15.0,0,0,0,2.9,2.9,0.09,1.1,1.1,Matches
1390,Marash Kumbulla,ALB,DF,Roma,Serie A,20,2000,15.1,1,6,2,33.3,0.4,0.13,0.17,0.5,6.9,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
1391,Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,5.7,0,7,0,0.0,1.23,0.0,0.0,0.0,25.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1392,Fabian Kunze,GER,MF,Arminia,Bundesliga,22,1998,14.1,0,7,1,14.3,0.5,0.07,0.0,0.0,18.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
