Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2438,Dimitris Siovas,GRE,DF,Huesca,La Liga,31,1988,34.1,5,0,0,40,9,1,12,41,30,0,0,0,344,139,63,68.8,Matches
2439,Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,32,1988,3.8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,Matches
2440,Salvatore Sirigu,ITA,GK,Torino,Serie A,33,1987,32.0,0,0,0,1,4,0,0,0,0,0,1,1,133,0,0,0.0,Matches
2441,Issouf Sissokho,MLI,MF,Bordeaux,Ligue 1,18,2002,0.9,2,0,0,4,1,0,0,1,4,0,0,0,7,0,2,0.0,Matches
2442,Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,22,1997,28.7,6,0,0,66,22,1,22,53,49,0,1,0,291,58,26,69.0,Matches
2443,Moussa Sissoko,FRA,MF,Tottenham,Premier League,30,1989,17.6,3,0,0,21,9,0,10,16,20,0,0,0,182,17,24,41.5,Matches
2444,Nelson Sissoko,FRA,DF,Saint-Étienne,Ligue 1,23,1997,5.3,0,0,0,2,4,0,6,5,8,0,0,1,50,12,10,54.5,Matches
2445,Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,Matches
2446,Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,1.9,0,0,0,4,5,0,0,1,2,0,0,0,6,3,4,42.9,Matches
2447,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,30.9,5,0,0,43,18,3,4,84,51,0,0,0,362,46,43,51.7,Matches
2448,Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28.0,1,0,0,0,1,1,0,0,0,0,0,0,128,0,0,0.0,Matches
2449,Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,13.1,1,0,0,12,12,2,39,4,10,0,0,0,83,8,10,44.4,Matches
2450,Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,12.9,0,1,0,9,16,5,39,12,15,0,0,0,94,11,27,28.9,Matches
2451,Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,30.9,1,0,0,34,28,0,3,27,28,0,0,0,260,38,35,52.1,Matches
2452,Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,4.7,2,0,0,4,15,2,8,5,6,0,0,0,36,3,7,30.0,Matches
2453,Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,2.6,0,0,0,4,4,1,2,0,5,0,0,0,10,23,24,48.9,Matches
2454,Islam Slimani,ALG,FW,Leicester City,Premier League,32,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0,Matches
2455,Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,6.4,0,1,0,13,6,6,7,1,5,0,0,0,28,16,18,47.1,Matches
2456,William Smallbone,IRL,MF,Southampton,Premier League,20,2000,1.9,0,0,0,3,2,0,2,1,4,0,0,0,12,3,4,42.9,Matches
2457,Chris Smalling,ENG,DF,Roma,Serie A,30,1989,12.3,3,0,0,14,8,1,0,22,7,0,0,0,112,32,14,69.6,Matches
2458,Emile Smith-Rowe,ENG,"MF,FW",Arsenal,Premier League,20,2000,16.0,0,0,0,5,20,4,19,14,8,0,0,0,106,8,9,47.1,Matches
2459,Robert Snodgrass,SCO,"MF,FW",West Brom,Premier League,32,1987,5.8,2,0,0,8,13,1,5,4,12,0,0,0,55,10,13,43.5,Matches
2460,Robert Snodgrass,SCO,"FW,DF",West Ham,Premier League,32,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,Matches
2461,Cédric Soares,POR,DF,Arsenal,Premier League,28,1991,8.3,1,0,0,6,5,0,29,8,10,0,0,0,69,10,14,41.7,Matches
2462,Rafa Soares,POR,DF,Eibar,La Liga,25,1995,12.6,2,0,0,8,3,1,44,18,16,0,0,0,131,16,16,50.0,Matches
2463,Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,0.5,0,0,0,4,0,0,1,1,3,0,0,0,6,0,3,0.0,Matches
2464,Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,12.4,3,0,0,18,29,4,7,11,21,1,0,0,64,23,36,39.0,Matches
2465,Simon Sohm,SUI,MF,Parma,Serie A,19,2001,10.0,1,0,0,8,4,2,2,3,11,0,0,0,76,11,6,64.7,Matches
2466,Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,5.4,2,0,0,16,4,0,17,4,13,0,0,0,47,12,13,48.0,Matches
2467,Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,16.0,8,1,1,24,14,20,16,6,8,0,0,0,69,27,74,26.7,Matches
2468,Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,30.4,7,0,0,27,37,0,26,21,21,0,0,0,237,21,26,44.7,Matches
2469,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,30.1,1,1,0,1,1,0,0,0,0,0,0,0,139,0,0,0.0,Matches
2470,Son,ESP,DF,Levante,La Liga,26,1994,12.3,3,0,0,14,13,0,42,15,12,0,0,0,100,13,13,50.0,Matches
2471,Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,6.2,1,0,0,12,15,0,14,7,15,0,0,0,55,6,11,35.3,Matches
2472,David Soria,ESP,GK,Getafe,La Liga,27,1993,28.0,2,0,0,0,4,0,0,0,0,0,0,0,177,0,0,0.0,Matches
2473,Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,36.1,5,0,0,75,48,3,28,25,32,2,0,0,212,39,67,36.8,Matches
2474,Alberto Soro,ESP,"FW,MF",Granada,La Liga,21,1999,4.4,1,0,0,11,9,3,5,4,5,0,0,0,36,5,11,31.3,Matches
2475,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22,1998,22.7,2,0,0,17,14,2,146,23,13,0,1,0,160,22,17,56.4,Matches
2476,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
2477,Florian Sotoca,FRA,FW,Lens,Ligue 1,29,1990,26.8,7,0,0,48,45,10,45,8,16,0,0,0,123,88,110,44.4,Matches
2478,Riccardo Sottil,ITA,"MF,FW",Cagliari,Serie A,21,1999,13.2,3,0,0,19,34,1,30,4,8,0,0,0,99,5,15,25.0,Matches
2479,Cheick Souaré,FRA,MF,Marseille,Ligue 1,17,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
2480,Tomáš Souček,CZE,MF,West Ham,Premier League,25,1995,38.0,7,1,0,69,43,3,10,55,50,0,1,1,463,228,134,63.0,Matches
2481,Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
2482,Cebio Soukou,BEN,"FW,MF",Arminia,Bundesliga,27,1992,5.1,2,0,0,8,6,1,2,1,6,0,0,0,37,5,8,38.5,Matches
2483,Adama Soumaoro,FRA,DF,Bologna,Serie A,28,1992,19.5,4,0,0,33,19,0,0,32,16,0,3,0,187,70,19,78.7,Matches
2484,Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,1.6,1,0,0,2,1,0,0,2,2,0,0,0,14,6,0,100.0,Matches
2485,Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21,1999,21.3,3,0,0,23,16,0,2,40,30,0,0,0,210,28,18,60.9,Matches
2486,Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20,2000,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,Matches
2487,Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28,1992,13.6,5,0,0,19,21,0,34,19,23,0,1,0,104,12,26,31.6,Matches
2488,Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
2489,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,24.2,6,0,0,40,40,2,4,55,45,0,0,0,258,25,25,50.0,Matches
2490,Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,11.1,0,0,0,7,5,0,0,15,14,0,0,0,125,30,16,65.2,Matches
2491,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,20.2,2,0,0,18,15,0,8,27,16,0,0,0,186,62,37,62.6,Matches
2492,Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,23.6,0,0,0,9,11,2,92,31,5,0,0,1,197,10,5,66.7,Matches
2493,Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,14.0,0,0,0,0,1,0,0,0,1,0,0,0,69,0,1,0.0,Matches
2494,Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
2495,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32.0,4,0,0,41,25,1,11,60,45,0,0,1,295,65,66,49.6,Matches
2496,Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,21.7,5,0,0,21,17,2,7,61,44,0,0,0,255,42,32,56.8,Matches
2497,Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20,2000,1.0,0,0,0,1,0,0,0,1,1,0,0,0,12,5,3,62.5,Matches
2498,Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,31.0,2,0,0,43,30,3,5,40,36,0,1,0,283,70,46,60.3,Matches
2499,Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,17.4,3,0,0,31,18,4,36,13,15,0,0,0,142,24,28,46.2,Matches
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,14.2,3,1,1,20,5,0,8,18,18,0,1,0,195,10,11,47.6,Matches
2502,Dale Stephens,ENG,MF,Burnley,Premier League,31,1989,2.9,1,0,0,8,2,0,0,3,4,0,0,0,49,5,4,55.6,Matches
2503,Jack Stephens,ENG,DF,Southampton,Premier League,26,1994,17.1,2,0,0,8,9,0,0,25,19,0,0,0,175,26,18,59.1,Matches
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,28.2,4,0,0,36,41,9,34,14,18,2,0,0,123,5,26,16.1,Matches
2505,Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30,1990,30.0,6,0,0,33,10,3,55,47,24,0,0,0,268,38,39,49.4,Matches
2506,Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,21.8,6,0,0,42,30,5,8,6,23,0,0,0,153,30,46,39.5,Matches
2507,Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,6.0,3,0,0,13,18,1,16,11,10,0,0,0,73,3,6,33.3,Matches
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,21.5,0,1,0,7,10,1,1,20,12,0,0,0,177,46,15,75.4,Matches
2509,Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9.0,1,0,0,0,2,0,0,0,1,0,0,0,47,0,0,0.0,Matches
2510,Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,20.5,4,0,0,17,27,0,7,28,14,0,0,0,218,34,39,46.6,Matches
2511,Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,14.6,7,0,0,25,13,1,15,28,27,0,0,0,117,15,18,45.5,Matches
2512,Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,2.6,2,0,0,8,3,0,4,3,6,0,0,0,28,6,5,54.5,Matches
2513,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,20,1999,23.1,3,0,0,26,7,0,1,41,29,0,1,0,228,51,45,53.1,Matches
2514,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,29.3,0,0,0,12,13,4,53,29,15,0,1,0,186,22,38,36.7,Matches
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,4.7,5,0,0,17,6,0,4,2,5,0,0,0,40,9,9,50.0,Matches
2516,Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,4.9,1,0,0,14,13,2,7,2,7,0,0,0,59,6,14,30.0,Matches
2517,Damián Suárez,URU,DF,Getafe,La Liga,32,1988,27.0,13,1,1,54,39,0,63,34,33,0,1,0,261,37,29,56.1,Matches
2518,Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,31.7,10,0,0,47,40,1,39,27,35,0,0,0,247,13,17,43.3,Matches
2519,Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,27.9,6,0,0,21,41,34,15,6,5,2,0,0,88,25,36,41.0,Matches
