Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1255,Juanmi,ESP,"FW,MF",Betis,La Liga,27,1993,6.7,1,0,0,13,3,7,0,3,8,0,0,0,29,11,16,40.7,Matches
1256,Hamed Junior Traorè,CIV,"FW,MF",Sassuolo,Serie A,20,2000,19.9,6,0,0,26,19,4,26,18,24,1,0,0,128,14,22,38.9,Matches
1257,Vinicius Júnior,BRA,FW,Real Madrid,La Liga,20,2000,21.9,3,0,0,27,54,8,47,8,24,1,1,0,111,6,18,25.0,Matches
1258,James Justin,ENG,DF,Leicester City,Premier League,22,1998,23.0,4,0,0,16,39,3,48,25,28,2,0,0,201,28,44,38.9,Matches
1259,Musa Juwara,GAM,DF,Bologna,Serie A,18,2001,0.5,1,0,0,1,2,0,2,0,0,0,0,0,5,0,0,0.0,Matches
1260,Jens Jønsson,DEN,MF,Cádiz,La Liga,27,1993,29.1,6,0,0,34,25,0,3,47,41,0,1,0,264,52,33,61.2,Matches
1261,Ozan Kabak,TUR,DF,Liverpool,Premier League,20,2000,8.9,3,0,0,12,3,0,0,12,10,0,0,0,83,28,22,56.0,Matches
1262,Ozan Kabak,TUR,DF,Schalke 04,Bundesliga,20,2000,13.8,6,1,1,21,7,1,0,16,11,0,3,0,131,60,19,75.9,Matches
1263,Abdoul Kader Bamba,FRA,"FW,MF",Nantes,Ligue 1,26,1994,10.2,2,0,0,8,41,0,20,7,13,0,0,0,89,8,11,42.1,Matches
1264,Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,28,1992,17.6,3,0,0,20,13,4,59,17,15,0,0,0,98,42,49,46.2,Matches
1265,Tino Kadewere,ZIM,FW,Lyon,Ligue 1,24,1996,22.3,4,0,0,35,25,10,36,24,25,1,0,0,128,30,40,42.9,Matches
1266,Damian Kądzior,POL,"FW,MF",Eibar,La Liga,28,1992,2.2,0,0,0,4,4,2,13,0,1,0,0,0,16,0,3,0.0,Matches
1267,Florian Kainz,AUT,"FW,MF",Köln,Bundesliga,27,1992,5.0,0,0,0,6,14,0,16,5,4,0,0,0,39,3,7,30.0,Matches
1268,Gaël Kakuta,COD,"MF,FW",Lens,Ligue 1,29,1991,26.6,3,0,0,31,38,2,51,23,27,0,1,0,190,23,54,29.9,Matches
1269,Sasa Kalajdzic,AUT,FW,Stuttgart,Bundesliga,23,1997,23.7,1,0,0,33,36,3,5,7,6,1,0,0,89,108,82,56.8,Matches
1270,Arnaud Kalimuendo,FRA,FW,Paris S-G,Ligue 1,18,2002,0.8,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0.0,Matches
1271,Arnaud Kalimuendo,FRA,FW,Lens,Ligue 1,18,2002,13.5,0,0,0,17,25,0,15,1,5,2,0,0,55,5,23,17.9,Matches
1272,Nikola Kalinić,CRO,FW,Hellas Verona,Serie A,32,1988,11.8,2,0,0,27,34,10,2,1,1,0,0,0,31,18,58,23.7,Matches
1273,Yayah Kallon,SLE,"MF,FW",Genoa,Serie A,19,2001,0.5,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,50.0,Matches
1274,Samuel Kalu,NGA,"FW,MF",Bordeaux,Ligue 1,22,1997,10.7,3,0,0,16,37,5,18,9,18,0,0,0,62,12,18,40.0,Matches
1275,Pierre Kalulu,FRA,DF,Milan,Serie A,20,2000,8.1,1,0,0,9,2,0,12,15,13,0,1,0,79,10,18,35.7,Matches
1276,Daichi Kamada,JPN,"MF,FW",Eint Frankfurt,Bundesliga,23,1996,26.2,3,0,0,40,30,7,42,26,29,1,0,0,186,26,35,42.6,Matches
1277,Aboubakar Kamara,MTN,"FW,DF",Fulham,Premier League,25,1995,3.5,1,1,0,9,3,0,12,2,2,0,1,0,25,8,7,53.3,Matches
1278,Aboubakar Kamara,MTN,"FW,MF",Dijon,Ligue 1,25,1995,6.2,1,1,0,14,17,1,10,1,3,0,0,0,33,12,22,35.3,Matches
1279,Bingourou Kamara,SEN,GK,Strasbourg,Ligue 1,23,1996,8.0,0,0,0,1,1,1,0,0,0,0,0,1,44,0,0,0.0,Matches
1280,Boubacar Kamara,FRA,MF,Marseille,Ligue 1,20,1999,32.2,6,0,0,49,55,0,6,34,68,0,0,0,332,67,39,63.2,Matches
1281,Hassane Kamara,FRA,DF,Nice,Ligue 1,25,1994,32.9,3,0,0,23,31,1,92,43,27,0,0,0,251,45,29,60.8,Matches
1282,Marcin Kamiński,POL,DF,Stuttgart,Bundesliga,28,1992,2.4,0,0,0,2,0,0,2,1,1,0,0,0,32,10,6,62.5,Matches
1283,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,29,1990,21.5,6,0,0,45,23,1,2,30,42,0,1,0,253,18,22,45.0,Matches
1284,Harry Kane,ENG,FW,Tottenham,Premier League,27,1993,34.2,1,0,0,26,60,12,37,15,12,2,0,0,155,90,129,41.1,Matches
1285,Wilfried Kanga,FRA,FW,Angers,Ligue 1,22,1998,1.5,0,0,0,2,1,1,1,0,0,0,0,0,2,1,5,16.7,Matches
1286,Lee Kangin,KOR,"FW,MF",Valencia,La Liga,19,2001,14.0,1,0,0,14,42,2,14,2,13,0,0,0,77,8,28,22.2,Matches
1287,N'Golo Kanté,FRA,MF,Chelsea,Premier League,29,1991,23.8,7,0,0,37,7,0,8,62,57,0,0,0,284,19,31,38.0,Matches
1288,Jimmy Kaparos,GER,MF,Schalke 04,Bundesliga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1289,Yann Karamoh,FRA,"FW,MF",Parma,Serie A,22,1998,14.4,3,0,0,14,13,8,20,7,20,1,0,0,79,6,20,23.1,Matches
1290,Isaac Karamoko,FRA,DF,Sassuolo,Serie A,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1291,Atakan Karazor,GER,"DF,MF",Stuttgart,Bundesliga,23,1996,11.5,3,0,0,17,16,0,0,18,14,0,1,0,150,31,28,52.5,Matches
1292,Augustus Kargbo,SLE,FW,Crotone,Serie A,20,1999,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0,Matches
1293,Loris Karius,GER,GK,Union Berlin,Bundesliga,27,1993,3.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,Matches
1294,Rick Karsdorp,NED,DF,Roma,Serie A,25,1995,28.3,2,0,0,36,13,3,54,33,29,0,0,0,187,15,21,41.7,Matches
1295,Noah Katterbach,GER,DF,Köln,Bundesliga,19,2001,12.3,1,0,0,9,17,1,25,11,15,0,0,0,121,21,29,42.0,Matches
1296,Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,37,1983,24.0,1,0,0,1,1,0,0,0,0,0,1,0,100,0,0,0.0,Matches
1297,Moise Kean,ITA,FW,Everton,Premier League,20,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
1298,Moise Kean,ITA,FW,Paris S-G,Ligue 1,20,2000,18.9,4,0,0,33,6,5,11,7,9,0,0,0,63,14,23,37.8,Matches
1299,Michael Keane,ENG,DF,Everton,Premier League,27,1993,33.2,4,0,0,15,9,0,0,43,15,0,0,0,270,125,47,72.7,Matches
1300,Neeskens Kebano,COD,"FW,MF",Fulham,Premier League,28,1992,1.3,0,0,0,3,1,1,4,0,1,0,0,0,7,0,1,0.0,Matches
1301,Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,23,1996,18.0,3,0,0,26,9,1,10,17,16,0,0,0,184,32,23,58.2,Matches
1302,Habib Keita,MLI,MF,Lyon,Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0,Matches
1303,Naby Keïta,GUI,MF,Liverpool,Premier League,25,1995,5.8,1,0,0,13,2,0,4,12,5,0,0,0,56,5,8,38.5,Matches
1304,Yannik Keitel,GER,MF,Freiburg,Bundesliga,20,2000,5.5,1,0,0,12,6,0,0,10,8,0,0,0,65,18,6,75.0,Matches
1305,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,21,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,Matches
1306,Stephane Keller,CMR,DF,Alavés,La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
1307,Martin Kelly,ENG,DF,Crystal Palace,Premier League,30,1990,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
1308,Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,25,1995,30.3,5,0,0,35,40,0,10,52,42,0,1,1,335,102,49,67.5,Matches
1309,Kenedy,BRA,"FW,MF",Granada,La Liga,24,1996,16.3,3,0,0,32,22,1,33,21,18,0,1,0,109,13,24,35.1,Matches
1310,Jonjoe Kenny,ENG,DF,Everton,Premier League,23,1997,0.9,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,0.0,Matches
1311,Franck Kessié,CIV,MF,Milan,Serie A,23,1996,35.8,8,0,0,65,39,1,16,43,44,1,1,0,352,52,49,51.5,Matches
1312,Reda Khadra,GER,FW,Brighton,Premier League,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1313,Omar Khailoti,ITA,DF,Bologna,Serie A,18,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
1314,Saîf-Eddine Khaoui,TUN,"FW,MF",Marseille,Ligue 1,25,1995,6.7,4,0,0,16,9,1,10,18,10,0,0,0,66,3,12,20.0,Matches
1315,Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,29,1991,13.1,5,1,0,25,32,8,19,6,12,2,0,0,77,2,30,6.3,Matches
1316,Rani Khedira,GER,MF,Augsburg,Bundesliga,26,1994,20.2,5,0,0,24,20,0,8,23,20,0,1,0,192,33,35,48.5,Matches
1317,Sami Khedira,GER,MF,Hertha BSC,Bundesliga,33,1987,4.4,1,0,0,6,4,0,2,10,8,0,0,0,41,7,4,63.6,Matches
1318,Kike,ESP,FW,Eibar,La Liga,30,1989,34.3,4,1,1,69,92,15,31,8,22,1,0,0,149,172,231,42.7,Matches
1319,Luca Kilian,GER,DF,Mainz 05,Bundesliga,20,1999,4.2,1,0,0,5,3,0,0,1,4,0,0,0,47,13,5,72.2,Matches
1320,Max Kilman,ENG,DF,Wolves,Premier League,23,1997,14.6,4,0,0,20,4,1,0,18,20,0,1,0,100,23,23,50.0,Matches
1321,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,25,1995,24.4,4,0,0,19,43,0,40,41,34,0,0,0,286,15,17,46.9,Matches
1322,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,24,1995,25.6,6,1,0,31,25,0,2,34,33,0,0,0,219,41,22,65.1,Matches
1323,Joshua King,NOR,"MF,FW",Everton,Premier League,28,1992,1.6,0,0,0,4,1,3,1,1,1,0,0,0,12,4,6,40.0,Matches
1324,Giorgos Kiriakopoulos,GRE,DF,Sassuolo,Serie A,24,1996,16.2,3,1,1,17,7,3,49,14,26,0,0,0,121,20,23,46.5,Matches
1325,Simon Kjær,DEN,DF,Milan,Serie A,31,1989,26.6,3,0,0,26,10,1,1,38,21,0,0,0,215,66,40,62.3,Matches
1326,Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,27,1993,2.5,1,0,0,6,4,0,1,2,2,0,0,0,30,2,4,33.3,Matches
1327,Felix Klaus,GER,"DF,MF",Wolfsburg,Bundesliga,27,1992,1.5,0,0,0,2,0,0,1,0,8,0,0,0,11,5,5,50.0,Matches
1328,Klauss,BRA,FW,Hoffenheim,Bundesliga,23,1997,0.6,0,0,0,3,1,0,0,0,0,0,0,0,4,2,4,33.3,Matches
1329,Ragnar Klavan,EST,DF,Cagliari,Serie A,34,1985,8.6,1,0,0,8,1,0,0,7,5,0,1,0,71,10,16,38.5,Matches
1330,Philipp Klement,GER,"MF,FW",Stuttgart,Bundesliga,27,1992,4.7,0,0,0,6,2,0,7,5,5,0,0,0,48,4,7,36.4,Matches
1331,Mateusz Klich,POL,MF,Leeds United,Premier League,30,1990,26.6,6,0,0,45,19,5,37,17,43,0,1,0,267,17,21,44.7,Matches
1332,Mateo Klimowicz,GER,"FW,MF",Stuttgart,Bundesliga,20,2000,13.3,1,0,0,13,17,0,6,3,14,2,0,0,75,7,8,46.7,Matches
1333,Fabian Klos,GER,FW,Arminia,Bundesliga,32,1987,30.1,4,0,0,48,56,14,27,10,14,0,0,0,138,222,203,52.2,Matches
1334,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,24,1996,16.1,2,0,0,7,8,1,7,19,13,0,0,0,160,24,25,49.0,Matches
1335,Justin Kluivert,NED,"FW,MF",Roma,Serie A,21,1999,0.2,0,0,0,1,0,0,2,0,0,0,0,0,5,0,1,0.0,Matches
1336,Justin Kluivert,NED,FW,RB Leipzig,Bundesliga,21,1999,9.0,2,0,0,14,14,7,25,3,3,0,0,0,52,8,13,38.1,Matches
1337,Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,24,1996,11.0,0,0,0,4,9,0,9,13,8,0,0,1,102,9,12,42.9,Matches
1338,Ansgar Knauff,GER,"FW,MF",Dortmund,Bundesliga,18,2002,0.8,0,0,0,3,2,0,6,1,0,0,0,0,4,1,1,50.0,Matches
1339,Robin Knoche,GER,DF,Union Berlin,Bundesliga,28,1992,33.8,4,0,0,38,13,4,0,44,34,0,1,0,429,90,80,52.9,Matches
1340,Gregor Kobel,SUI,GK,Stuttgart,Bundesliga,22,1997,33.0,0,0,0,0,6,0,0,0,0,0,0,0,195,0,0,0.0,Matches
1341,Robin Koch,GER,"DF,MF",Leeds United,Premier League,24,1996,12.6,1,0,0,17,8,0,1,13,18,0,2,0,159,40,25,61.5,Matches
1342,Giorgi Kochorashvili,GEO,MF,Levante,La Liga,21,1999,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0,Matches
1343,Kenan Kodro,BIH,FW,Valladolid,La Liga,26,1993,5.1,1,0,0,8,6,2,0,4,0,1,0,0,16,22,29,43.1,Matches
1344,Kenan Kodro,BIH,"FW,MF",Athletic Club,La Liga,26,1993,0.5,1,0,0,1,1,2,0,0,0,1,0,0,0,0,2,0.0,Matches
1345,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,26,1994,14.1,3,0,0,26,19,0,3,29,29,0,0,0,162,30,18,62.5,Matches
1346,Dominik Kohr,GER,"MF,FW",Eint Frankfurt,Bundesliga,26,1994,2.9,1,0,0,9,5,0,4,5,11,0,0,0,39,6,7,46.2,Matches
1347,Koba Koindredi,FRA,MF,Valencia,La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,50.0,Matches
1348,Koke,ESP,MF,Atlético Madrid,La Liga,28,1992,33.6,9,0,0,46,45,0,19,38,53,0,0,0,337,22,26,45.8,Matches
1349,Aleksandr Kokorin,RUS,"FW,MF",Fiorentina,Serie A,29,1991,1.0,1,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0.0,Matches
1350,Aleksandar Kolarov,SRB,DF,Inter,Serie A,34,1985,4.3,0,0,0,3,4,0,8,2,5,0,1,0,63,13,5,72.2,Matches
1351,Sead Kolašinac,BIH,DF,Arsenal,Premier League,27,1993,1.0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,50.0,Matches
1352,Sead Kolašinac,BIH,"DF,MF",Schalke 04,Bundesliga,27,1993,15.8,5,0,0,19,14,2,22,36,14,0,1,0,130,14,25,35.9,Matches
1353,Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21,1998,33.7,3,0,0,63,73,22,35,19,20,4,0,0,171,69,150,31.5,Matches
1354,Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28,1991,22.6,4,1,0,29,7,0,8,37,21,0,0,0,245,54,35,60.7,Matches
1355,Ghislain Konan,CIV,DF,Reims,Ligue 1,24,1995,29.0,5,0,0,24,24,3,43,32,40,0,2,0,230,27,31,46.6,Matches
1356,Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,7.7,2,0,0,13,15,0,0,10,5,0,1,0,74,30,10,75.0,Matches
1357,Moussa Konaté,SEN,FW,Dijon,Ligue 1,27,1993,13.3,4,0,0,22,24,12,4,6,2,0,0,0,47,27,52,34.2,Matches
1358,Geoffrey Kondogbia,CTA,"MF,FW",Atlético Madrid,La Liga,27,1993,6.8,4,0,0,19,13,0,0,9,20,0,0,0,87,7,8,46.7,Matches
1359,Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27,1993,4.9,1,0,0,8,10,0,1,4,10,0,0,0,41,5,6,45.5,Matches
1360,Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31,1989,11.6,3,0,0,10,8,0,2,7,7,0,1,0,104,26,16,61.9,Matches
1361,Moussa Koné,SEN,FW,Nîmes,Ligue 1,23,1996,19.5,2,0,0,20,42,16,5,8,10,0,0,0,78,16,77,17.2,Matches
1362,Youssouf Koné,MLI,"DF,FW",Elche,La Liga,25,1995,0.8,0,0,0,1,2,1,1,1,0,0,0,0,5,0,1,0.0,Matches
1363,Terence Kongolo,NED,DF,Fulham,Premier League,26,1994,1.0,0,0,0,1,1,0,1,0,4,0,0,0,8,2,3,40.0,Matches
1364,Ezri Konsa,ENG,DF,Aston Villa,Premier League,22,1997,35.5,3,0,0,19,54,1,2,27,22,0,1,0,289,91,62,59.5,Matches
1365,Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34,1985,24.6,3,0,0,12,25,2,0,40,18,1,0,0,242,61,37,62.2,Matches
1366,Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27,1992,28.2,4,0,0,22,20,4,221,31,34,0,0,0,236,20,22,47.6,Matches
1367,Márk Kosznovszky,HUN,MF,Parma,Serie A,18,2002,1.0,0,0,0,2,0,0,0,3,0,0,0,0,8,0,0,0.0,Matches
1368,Christian Kouamé,CIV,FW,Fiorentina,Serie A,22,1997,11.1,4,0,0,25,33,5,7,4,11,0,0,0,53,47,50,48.5,Matches
1369,Nianzou Kouassi,FRA,"DF,MF",Bayern Munich,Bundesliga,18,2002,1.3,1,1,0,4,4,0,0,1,1,0,0,0,13,7,0,100.0,Matches
1370,Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29,1991,24.5,10,1,1,29,9,0,6,30,29,0,0,0,218,45,34,57.0,Matches
1371,Jules Koundé,FRA,DF,Sevilla,La Liga,21,1998,33.1,4,0,0,20,23,3,14,42,23,0,2,0,312,118,67,63.8,Matches
1372,Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23,1997,21.8,10,0,0,40,30,4,0,51,36,0,2,0,166,110,39,73.8,Matches
1373,Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30,1989,34.7,4,0,0,36,15,0,4,38,36,0,0,0,309,94,52,64.4,Matches
1374,Mateo Kovačić,CRO,MF,Chelsea,Premier League,26,1994,20.2,4,0,0,17,30,0,6,22,36,0,0,0,158,11,10,52.4,Matches
1375,Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
1376,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25,1994,14.3,4,0,0,12,9,1,12,21,16,0,0,0,105,22,22,50.0,Matches
1377,Andrej Kramarić,CRO,"FW,MF",Hoffenheim,Bundesliga,29,1991,26.4,2,0,0,5,42,9,60,12,5,0,0,0,149,6,20,23.1,Matches
1378,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29,1991,22.6,5,0,0,32,20,0,5,36,39,0,0,0,272,28,31,47.5,Matches
1379,Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23,1997,2.5,0,0,0,3,4,5,3,3,3,0,0,0,11,2,5,28.6,Matches
1380,Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,23.5,6,0,0,27,31,1,40,22,25,0,0,0,154,17,9,65.4,Matches
1381,Filip Krovinović,CRO,MF,West Brom,Premier League,24,1995,6.1,0,0,0,6,12,0,5,2,10,0,0,0,70,8,13,38.1,Matches
1382,Rade Krunić,BIH,"MF,FW",Milan,Serie A,26,1993,8.0,3,0,0,11,21,2,2,4,14,0,1,0,61,10,14,41.7,Matches
1383,Max Kruse,GER,"FW,MF",Union Berlin,Bundesliga,32,1988,18.1,0,0,0,5,13,8,29,6,4,0,0,0,101,18,38,32.1,Matches
1384,Lukas Kübler,GER,DF,Freiburg,Bundesliga,27,1992,9.8,2,0,0,18,10,1,18,17,13,0,2,0,94,24,11,68.6,Matches
1385,Takefusa Kubo,JPN,"MF,FW",Villarreal,La Liga,19,2001,3.3,2,1,1,3,12,0,10,2,3,0,0,0,25,1,3,25.0,Matches
1386,Takefusa Kubo,JPN,"MF,FW",Getafe,La Liga,19,2001,8.9,2,0,0,17,22,4,16,12,5,0,0,0,58,5,21,19.2,Matches
1387,Juraj Kucka,SVK,"MF,FW",Parma,Serie A,33,1987,25.9,8,0,0,65,71,4,14,27,42,0,0,0,183,86,57,60.1,Matches
1388,Kuki,ESP,MF,Valladolid,La Liga,22,1998,0.3,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,50.0,Matches
1389,Dejan Kulusevski,SWE,"MF,FW",Juventus,Serie A,20,2000,21.4,7,0,0,41,29,5,45,12,25,0,0,0,141,12,38,24.0,Matches
1390,Marash Kumbulla,ALB,DF,Roma,Serie A,20,2000,15.1,8,0,0,26,14,0,1,15,10,0,0,0,99,32,14,69.6,Matches
1391,Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,5.7,1,0,0,10,9,1,3,7,6,0,0,0,74,1,3,25.0,Matches
1392,Fabian Kunze,GER,MF,Arminia,Bundesliga,22,1998,14.1,6,0,0,36,26,0,3,15,27,0,0,0,187,48,15,76.2,Matches
1393,Jasmin Kurtić,SVN,MF,Parma,Serie A,31,1989,30.4,5,0,0,46,37,3,48,34,34,0,0,0,238,36,28,56.3,Matches
1394,Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27,1992,14.2,4,1,0,33,7,1,39,27,16,1,0,0,137,29,15,65.9,Matches
1395,Dereck Kutesa,SUI,"MF,FW",Reims,Ligue 1,22,1997,7.6,2,0,0,13,16,5,14,6,9,0,0,0,28,8,9,47.1,Matches
1396,Ahmed Kutucu,TUR,"FW,MF",Schalke 04,Bundesliga,20,2000,1.2,1,0,0,2,1,0,2,0,0,0,0,0,4,5,6,45.5,Matches
1397,Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23,1997,11.5,4,0,0,15,17,0,14,26,14,0,0,0,112,23,13,63.9,Matches
1398,Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24,1996,3.8,0,0,0,5,6,2,4,4,3,0,0,0,13,11,30,26.8,Matches
1399,Gaëtan Laborde,FRA,"FW,MF",Montpellier,Ligue 1,26,1994,36.2,3,0,0,63,30,6,54,16,33,0,0,0,213,130,124,51.2,Matches
1400,Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29,1991,21.4,3,0,0,37,54,10,4,14,19,1,0,0,99,30,61,33.0,Matches
1401,Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,5.8,4,1,1,18,1,0,2,12,14,0,0,0,59,4,5,44.4,Matches
1402,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,28.8,5,0,0,25,27,1,7,76,34,0,0,0,344,71,63,53.0,Matches
1403,Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38.0,2,0,0,1,8,0,0,0,0,0,1,0,186,0,1,0.0,Matches
1404,Víctor Laguardia,ESP,DF,Alavés,La Liga,30,1989,29.2,5,1,0,26,12,1,3,27,16,0,0,0,233,66,36,64.7,Matches
1405,Konrad Laimer,AUT,"DF,FW",RB Leipzig,Bundesliga,23,1997,0.9,0,0,0,2,2,1,1,1,2,0,0,0,12,2,1,66.7,Matches
1406,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27,1992,30.8,2,0,0,29,21,1,83,40,39,1,2,0,208,40,33,54.8,Matches
1407,Diego Lainez,MEX,FW,Betis,La Liga,20,2000,9.6,5,0,0,14,28,2,19,16,9,0,0,0,64,10,8,55.6,Matches
1408,Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28,1991,20.4,1,0,0,20,16,1,62,13,15,0,0,0,160,18,22,45.0,Matches
1409,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,32,1988,17.7,0,0,0,18,20,3,17,16,26,0,1,0,158,13,32,28.9,Matches
1410,Érik Lamela,ARG,"FW,MF",Tottenham,Premier League,28,1992,8.0,6,1,1,24,10,0,9,4,11,0,0,0,48,5,17,22.7,Matches
1411,Sam Lammers,NED,"FW,MF",Atalanta,Serie A,23,1997,3.2,0,0,0,5,5,2,1,0,3,0,0,0,19,10,12,45.5,Matches
1412,Tariq Lamptey,ENG,DF,Brighton,Premier League,19,2000,9.8,4,1,1,21,28,1,30,13,10,2,1,0,83,5,12,29.4,Matches
1413,Loïck Landre,FRA,DF,Nîmes,Ligue 1,28,1992,18.1,2,1,0,19,11,0,0,24,15,0,2,0,113,35,27,56.5,Matches
1414,Michael Langer,AUT,GK,Schalke 04,Bundesliga,35,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,Matches
1415,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,27,1993,6.3,1,0,0,7,10,2,2,6,6,0,0,0,67,1,9,10.0,Matches
1416,Gianluca Lapadula,PER,FW,Benevento,Serie A,30,1990,28.5,2,0,0,48,68,34,17,7,20,3,0,0,112,40,98,29.0,Matches
1417,Aymeric Laporte,FRA,DF,Manchester City,Premier League,26,1994,14.9,1,0,0,9,10,2,0,8,6,0,1,0,139,46,18,71.9,Matches
1418,Julien Laporte,FRA,DF,Lorient,Ligue 1,26,1993,29.5,8,1,1,30,20,0,0,48,40,1,3,0,255,92,39,70.2,Matches
1419,Danilo Larangeira,BRA,DF,Bologna,Serie A,36,1984,34.8,8,0,0,39,15,1,3,42,21,0,2,0,336,94,66,58.8,Matches
1420,Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23,1997,35.0,2,0,0,1,7,0,0,1,0,0,1,0,174,0,0,0.0,Matches
1421,Kevin Lasagna,ITA,FW,Udinese,Serie A,27,1992,12.3,1,0,0,20,11,9,10,7,3,0,0,0,54,19,38,33.3,Matches
1422,Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,14.1,0,0,0,32,21,23,8,4,1,0,0,0,52,24,62,27.9,Matches
1423,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26,1993,18.1,4,0,0,17,9,0,1,15,12,0,0,0,142,53,20,72.6,Matches
1424,Paul Lasne,FRA,MF,Brest,Ligue 1,31,1989,18.7,4,1,0,27,19,1,4,34,36,0,1,0,179,24,21,53.3,Matches
1425,Toni Lato,ESP,DF,Valencia,La Liga,22,1997,8.1,3,0,0,14,5,1,7,11,6,0,1,1,67,14,8,63.6,Matches
1426,Danny Latza,GER,MF,Mainz 05,Bundesliga,30,1989,20.0,8,0,0,32,29,1,16,27,31,0,0,0,228,27,38,41.5,Matches
1427,Armand Lauriente,FRA,"FW,MF",Lorient,Ligue 1,21,1998,18.0,4,0,0,23,38,8,42,14,17,1,0,0,103,7,21,25.0,Matches
1428,Vincent Laurini,FRA,DF,Parma,Serie A,31,1989,9.7,1,0,0,12,18,0,21,16,13,0,0,0,63,7,12,36.8,Matches
1429,Lauti,URU,"MF,FW",Celta Vigo,La Liga,19,2001,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
