Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2445,Antonio Sivera,ESP,GK,Alavés,La Liga,23,1996,0.8,22,14,8,1,0,0,0,0,0,0,0,0,6,0,16,0,19,0,0,1,10,0,0,0,1,Matches
2446,Jacques Siwe,FRA,FW,Dijon,Ligue 1,19,2001,1.9,35,33,2,0,0,7,0,0,0,0,0,0,24,8,3,20,10,4,0,0,24,0,0,1,4,Matches
2447,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,25,1995,30.9,1514,1432,82,75,4,238,38,4,0,0,0,0,1082,189,243,168,1232,69,6,7,1318,3,17,26,16,Matches
2448,Łukasz Skorupski,POL,GK,Bologna,Serie A,29,1991,28.0,966,683,283,55,0,41,28,0,0,0,0,0,592,52,322,112,663,0,0,163,749,4,17,8,6,Matches
2449,Andreas Skov Olsen,DEN,"FW,DF",Bologna,Serie A,20,1999,13.1,555,520,35,5,0,71,18,39,25,16,2,3,393,69,93,351,167,22,5,3,419,2,10,18,19,Matches
2450,Robert Skov,DEN,"FW,DF",Hoffenheim,Bundesliga,24,1996,12.9,518,449,69,13,1,87,34,39,30,16,7,0,301,85,132,401,49,24,26,8,360,2,22,10,28,Matches
2451,Milan Škriniar,SVK,DF,Inter,Serie A,25,1995,30.9,2193,2115,78,58,0,174,28,3,0,0,0,0,1868,167,158,276,1792,76,19,9,2027,2,14,39,16,Matches
2452,Steven Skrzybski,GER,"FW,DF",Schalke 04,Bundesliga,27,1992,4.7,127,116,11,0,0,19,3,8,0,0,0,0,66,26,35,12,95,5,11,2,76,1,4,4,12,Matches
2453,Petar Škuletić,SRB,"FW,MF",Montpellier,Ligue 1,30,1990,2.6,72,67,5,0,0,20,2,2,0,0,0,0,31,25,16,29,15,10,0,4,41,0,0,2,4,Matches
2454,Islam Slimani,ALG,FW,Leicester City,Premier League,32,1988,0.2,11,10,1,0,0,4,0,1,0,0,0,0,5,5,1,1,8,0,0,0,8,0,0,0,0,Matches
2455,Islam Slimani,ALG,FW,Lyon,Ligue 1,32,1988,6.4,245,233,12,1,1,49,2,7,0,0,0,0,172,49,24,42,171,15,3,5,182,0,5,15,13,Matches
2456,William Smallbone,IRL,MF,Southampton,Premier League,20,2000,1.9,78,78,0,0,0,18,5,2,0,0,0,0,52,10,16,15,58,2,0,1,64,0,2,0,2,Matches
2457,Chris Smalling,ENG,DF,Roma,Serie A,30,1989,12.3,664,641,23,20,0,44,13,0,0,0,0,0,531,59,74,45,561,39,1,1,613,0,5,3,3,Matches
2458,Emile Smith-Rowe,ENG,"MF,FW",Arsenal,Premier League,20,2000,16.0,724,711,13,5,1,103,5,19,0,0,0,0,631,58,35,148,547,18,4,1,635,1,1,12,22,Matches
2459,Robert Snodgrass,SCO,"MF,FW",West Brom,Premier League,32,1987,5.8,133,132,1,0,0,28,1,5,0,0,0,0,85,19,29,100,17,8,0,2,105,1,1,3,0,Matches
2460,Robert Snodgrass,SCO,"FW,DF",West Ham,Premier League,32,1987,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,Matches
2461,Cédric Soares,POR,DF,Arsenal,Premier League,28,1991,8.3,463,377,86,16,0,54,9,29,0,0,0,0,278,96,89,53,312,19,70,3,351,1,12,14,19,Matches
2462,Rafa Soares,POR,DF,Eibar,La Liga,25,1995,12.6,702,520,182,14,0,72,20,44,1,0,1,0,260,197,245,462,28,36,167,3,490,4,20,16,24,Matches
2463,Rubén Sobrino,ESP,"MF,FW",Valencia,La Liga,28,1992,0.5,23,23,0,0,0,7,1,1,0,0,0,0,19,3,1,3,20,0,0,0,17,0,0,3,2,Matches
2464,Rubén Sobrino,ESP,"FW,MF",Cádiz,La Liga,28,1992,12.4,257,250,7,1,1,70,5,7,0,0,0,0,175,43,39,30,187,21,1,4,187,2,6,11,6,Matches
2465,Simon Sohm,SUI,MF,Parma,Serie A,19,2001,10.0,432,421,11,5,1,64,14,2,4,1,1,1,324,49,59,91,312,22,0,0,370,0,4,14,5,Matches
2466,Augusto Solari,ARG,MF,Celta Vigo,La Liga,28,1992,5.4,202,197,5,0,0,34,8,17,3,0,3,0,126,32,44,5,180,6,2,1,145,1,7,5,8,Matches
2467,Roberto Soldado,ESP,FW,Granada,La Liga,35,1985,16.0,347,311,36,1,0,80,6,16,0,0,0,0,191,87,69,33,252,29,1,10,216,8,8,17,27,Matches
2468,Carlos Soler,ESP,MF,Valencia,La Liga,23,1997,30.4,1577,1372,205,90,4,177,85,26,111,43,34,6,1092,133,352,151,1368,31,4,11,1286,14,21,23,23,Matches
2469,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,31,1988,30.1,1239,968,271,60,0,113,32,0,0,0,0,0,800,59,380,283,797,0,0,125,1010,5,11,6,2,Matches
2470,Son,ESP,DF,Levante,La Liga,26,1994,12.3,637,499,138,12,1,83,23,42,5,2,2,0,331,179,127,63,425,19,121,3,485,0,9,17,28,Matches
2471,Brandon Soppy,FRA,DF,Rennes,Ligue 1,18,2002,6.2,406,339,67,5,0,32,6,14,0,0,0,0,278,71,57,19,315,7,62,0,323,0,10,10,12,Matches
2472,David Soria,ESP,GK,Getafe,La Liga,27,1993,28.0,856,510,346,151,0,25,17,0,0,0,0,0,97,15,744,21,626,0,0,14,401,5,32,6,2,Matches
2473,Roberto Soriano,ITA,MF,Bologna,Serie A,29,1991,36.1,1518,1490,28,11,11,227,23,28,2,1,0,1,1104,245,169,313,1077,76,8,14,1232,8,14,45,52,Matches
2474,Alberto Soro,ESP,"FW,MF",Granada,La Liga,21,1999,4.4,129,121,8,4,0,27,4,5,3,0,3,0,84,18,27,99,17,8,1,0,94,0,5,3,6,Matches
2475,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,22,1998,22.7,1289,1038,251,27,0,143,54,146,43,12,17,6,716,223,350,996,74,28,181,2,908,4,34,53,43,Matches
2476,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2477,Florian Sotoca,FRA,FW,Lens,Ligue 1,29,1990,26.8,920,877,43,2,5,229,41,45,3,2,0,0,557,171,192,48,708,76,7,8,654,9,21,29,44,Matches
2478,Riccardo Sottil,ITA,"MF,FW",Cagliari,Serie A,21,1999,13.2,390,375,15,3,1,63,13,30,11,3,5,1,292,46,52,70,310,3,1,3,292,1,8,10,19,Matches
2479,Cheick Souaré,FRA,MF,Marseille,Ligue 1,17,2002,0.1,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,0,2,0,0,1,0,Matches
2480,Tomáš Souček,CZE,MF,West Ham,Premier League,25,1995,38.0,1539,1512,27,22,1,375,39,10,3,1,2,0,928,229,382,152,1066,151,1,12,1184,1,31,33,24,Matches
2481,Rayan Souici,FRA,DF,Saint-Étienne,Ligue 1,22,1998,0.1,8,8,0,0,0,0,1,0,0,0,0,0,6,0,2,0,7,1,0,0,7,0,1,0,0,Matches
2482,Cebio Soukou,BEN,"FW,MF",Arminia,Bundesliga,27,1992,5.1,115,111,4,0,0,26,3,2,0,0,0,0,85,18,12,11,93,3,3,1,101,1,5,1,2,Matches
2483,Adama Soumaoro,FRA,DF,Bologna,Serie A,28,1992,19.5,897,826,71,66,0,88,13,0,0,0,0,0,731,82,84,80,727,51,5,3,821,1,9,9,8,Matches
2484,Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,1.6,121,119,2,2,0,4,5,0,0,0,0,0,111,3,7,16,98,3,0,1,116,0,0,0,0,Matches
2485,Boubakary Soumaré,FRA,MF,Lille,Ligue 1,21,1999,21.3,1575,1547,28,24,3,190,51,2,0,0,0,0,1266,126,183,277,1216,49,4,8,1368,1,15,45,10,Matches
2486,Yaya Soumaré,FRA,FW,Lyon,Ligue 1,20,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2487,Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,28,1992,13.6,648,490,158,8,0,63,13,34,0,0,0,0,319,161,168,45,416,30,150,0,486,4,10,21,30,Matches
2488,Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,0.1,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,Matches
2489,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,23,1997,24.2,1215,1197,18,12,2,200,17,4,0,0,0,0,992,96,127,219,923,41,5,7,1075,3,14,36,9,Matches
2490,Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,11.1,561,550,11,9,0,68,15,0,0,0,0,0,408,49,104,74,446,23,2,0,483,2,11,9,8,Matches
2491,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,20.2,1351,1293,58,27,0,93,34,8,0,0,0,0,1064,104,183,413,816,60,31,5,1202,0,20,18,8,Matches
2492,Leonardo Spinazzola,ITA,DF,Roma,Serie A,27,1993,23.6,1284,1131,153,11,5,152,40,92,1,0,1,0,830,223,231,322,788,28,141,1,1014,2,14,31,53,Matches
2493,Marco Sportiello,ITA,GK,Atalanta,Serie A,28,1992,14.0,375,293,82,26,0,30,6,0,0,0,0,0,240,26,109,13,289,0,0,69,314,0,5,5,0,Matches
2494,Mattia Sprocati,ITA,FW,Parma,Serie A,27,1993,0.2,5,5,0,0,0,3,0,0,0,0,0,0,5,0,0,1,4,0,0,0,5,0,0,0,0,Matches
2495,Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,23,1996,32.0,1343,1228,115,63,0,160,47,11,1,1,0,0,933,152,258,94,1093,72,51,2,1094,4,9,25,25,Matches
2496,Benjamin Stambouli,FRA,"MF,DF",Schalke 04,Bundesliga,29,1990,21.7,1036,966,70,35,1,148,34,7,0,0,0,0,617,115,304,252,671,55,35,0,775,10,24,37,22,Matches
2497,Josip Stanišić,GER,DF,Bayern Munich,Bundesliga,20,2000,1.0,61,57,4,0,0,9,1,0,0,0,0,0,52,2,7,13,41,1,4,0,55,0,0,2,1,Matches
2498,Niklas Stark,GER,"DF,MF",Hertha BSC,Bundesliga,25,1995,31.0,1520,1471,49,40,0,173,42,5,0,0,0,0,1150,125,245,83,1312,78,8,4,1290,2,25,19,16,Matches
2499,Renato Steffen,SUI,"FW,MF",Wolfsburg,Bundesliga,28,1991,17.4,661,628,33,6,1,120,17,36,2,0,2,0,410,132,119,500,86,31,20,6,481,5,12,17,31,Matches
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1.0,28,20,8,0,0,6,0,0,0,0,0,0,20,2,6,3,21,0,0,4,23,0,0,0,0,Matches
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,24,1996,14.2,1115,950,165,33,0,61,46,8,0,0,0,0,751,168,196,92,831,49,132,4,958,2,16,12,19,Matches
2502,Dale Stephens,ENG,MF,Burnley,Premier League,31,1989,2.9,124,123,1,1,0,22,1,0,0,0,0,0,83,23,18,10,100,9,0,0,103,0,1,2,1,Matches
2503,Jack Stephens,ENG,DF,Southampton,Premier League,26,1994,17.1,1016,959,57,20,3,146,18,0,0,0,0,0,741,66,209,85,832,51,37,0,845,1,13,19,10,Matches
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,28.2,1127,1106,21,5,3,223,11,34,3,1,0,0,993,69,65,104,988,19,8,5,962,1,9,31,48,Matches
2505,Enda Stevens,IRL,DF,Sheffield Utd,Premier League,30,1990,30.0,1427,1222,205,9,5,185,26,55,0,0,0,0,855,271,301,1076,75,57,196,0,1106,13,26,32,38,Matches
2506,Lars Stindl,GER,"MF,FW",M'Gladbach,Bundesliga,31,1988,21.8,1049,995,54,13,7,191,23,8,24,2,14,3,775,150,124,207,787,28,2,2,860,6,10,36,19,Matches
2507,Kevin Stöger,AUT,"MF,FW",Mainz 05,Bundesliga,26,1993,6.0,393,331,62,30,0,48,14,16,19,10,4,3,228,60,105,310,53,13,13,1,273,3,6,13,6,Matches
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,21.5,1713,1689,24,15,1,154,34,1,0,0,0,0,1499,92,122,216,1419,43,8,3,1615,0,14,9,10,Matches
2509,Thomas Strakosha,ALB,GK,Lazio,Serie A,25,1995,9.0,344,277,67,9,0,37,4,0,0,0,0,0,216,23,105,18,269,0,0,49,287,0,3,2,0,Matches
2510,Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,20.5,834,815,19,15,3,187,30,7,0,0,0,0,507,149,178,79,674,54,0,2,677,3,11,22,22,Matches
2511,Kevin Strootman,NED,MF,Marseille,Ligue 1,30,1990,2.6,180,175,5,3,2,21,10,4,0,0,0,0,132,24,24,147,19,7,2,2,152,0,1,2,3,Matches
2512,Kevin Strootman,NED,MF,Genoa,Serie A,30,1990,14.6,854,801,53,24,5,141,9,15,17,5,7,0,608,95,151,698,102,32,11,2,691,6,8,16,23,Matches
2513,Pascal Struijk,NED,"DF,MF",Leeds United,Premier League,20,1999,23.1,1259,1220,39,34,0,103,38,1,2,0,0,2,956,104,199,943,215,70,3,3,1097,1,24,18,11,Matches
2514,Jens Stryger Larsen,DEN,DF,Udinese,Serie A,29,1991,29.3,1343,1138,205,19,0,152,23,53,0,0,0,0,794,277,272,132,970,45,186,2,1056,5,21,41,34,Matches
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,4.7,183,173,10,5,0,36,9,4,0,0,0,0,117,34,32,24,137,10,5,0,137,0,1,7,8,Matches
2516,Stefano Sturaro,ITA,MF,Genoa,Serie A,27,1993,4.9,245,212,33,13,0,43,14,7,14,5,6,1,149,42,54,41,181,14,2,1,173,0,5,3,10,Matches
2517,Damián Suárez,URU,DF,Getafe,La Liga,32,1988,27.0,1293,906,387,75,1,101,65,63,5,0,4,0,459,336,498,70,808,81,307,5,855,8,25,51,40,Matches
2518,Denis Suárez,ESP,MF,Celta Vigo,La Liga,26,1994,31.7,2015,1811,204,83,9,250,78,39,71,19,41,4,1541,206,268,288,1661,36,12,7,1627,5,34,47,47,Matches
2519,Luis Suárez,URU,FW,Atlético Madrid,La Liga,33,1987,27.9,603,575,28,0,4,138,20,15,0,0,0,0,341,157,105,121,410,33,2,17,444,2,11,25,24,Matches
2520,Marek Suchý,CZE,DF,Augsburg,Bundesliga,32,1988,3.4,138,130,8,7,0,26,3,1,0,0,0,0,108,7,23,45,84,4,1,0,120,0,1,1,1,Matches
2521,Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24,1995,16.7,1312,1228,84,18,0,106,37,8,1,0,0,0,1025,135,152,256,926,49,65,0,1194,1,13,13,11,Matches
2522,Suso,ESP,FW,Sevilla,La Liga,26,1993,24.6,1218,1151,67,22,1,192,75,82,29,11,1,3,849,137,232,1066,117,15,13,2,991,3,34,34,39,Matches
2523,Bosko Sutalo,CRO,DF,Atalanta,Serie A,20,2000,2.6,155,147,8,2,0,19,1,2,0,0,0,0,126,17,12,22,116,5,6,0,130,0,1,3,5,Matches
2524,Mattias Svanberg,SWE,MF,Bologna,Serie A,21,1999,20.6,655,640,15,8,3,113,11,3,0,0,0,0,469,92,94,71,537,34,0,4,526,3,9,20,22,Matches
2525,Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20,2000,0.1,6,2,4,1,0,0,0,0,0,0,0,0,1,2,3,1,2,0,3,0,3,0,1,0,0,Matches
2526,Issiaga Sylla,GUI,DF,Lens,Ligue 1,26,1994,12.4,685,542,143,10,0,61,11,36,5,2,0,0,370,165,150,439,74,22,128,6,531,0,13,19,32,Matches
2527,Eddy Sylvestre,FRA,"FW,MF",Nice,Ligue 1,20,1999,1.1,38,35,3,1,0,4,1,3,1,1,0,0,29,4,5,32,4,1,1,0,32,0,1,1,0,Matches
2528,Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32,1987,8.1,210,205,5,0,1,72,4,7,0,0,0,0,86,80,44,31,114,25,1,4,113,0,5,8,17,Matches
2529,Wojciech Szczęsny,POL,GK,Juventus,Serie A,30,1990,29.7,1015,803,212,32,1,77,28,0,0,0,0,0,778,55,182,117,757,1,0,131,910,1,9,3,5,Matches
2530,Frederik Sørensen,DEN,DF,Köln,Bundesliga,28,1992,1.1,50,47,3,1,0,8,0,0,0,0,0,0,26,8,16,4,37,3,2,0,38,0,4,0,2,Matches
2531,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,16.0,480,460,20,1,1,178,5,23,0,0,0,0,310,103,67,245,126,33,2,8,361,1,11,10,23,Matches
2532,Tachi,ESP,DF,Alavés,La Liga,22,1997,9.4,347,312,35,23,0,32,23,1,0,0,0,0,190,32,125,20,280,22,12,0,254,2,10,4,5,Matches
2533,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24,1996,24.7,1951,1889,62,31,1,199,44,3,0,0,0,0,1582,152,217,367,1432,80,31,3,1773,3,11,22,15,Matches
2534,Waniss Taibi,FRA,MF,Angers,Ligue 1,18,2002,0.4,32,32,0,0,0,7,0,0,0,0,0,0,27,3,2,4,28,0,0,0,28,0,0,2,0,Matches
2535,Flavien Tait,FRA,"MF,FW",Rennes,Ligue 1,27,1993,15.2,826,798,28,10,2,181,21,17,10,5,4,0,607,95,124,65,720,18,7,6,695,4,13,20,22,Matches
2536,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26,1994,25.6,1024,988,36,29,1,171,12,16,0,0,0,0,709,139,176,93,829,62,5,6,821,7,19,18,24,Matches
2537,Japhet Tanganga,ENG,DF,Tottenham,Premier League,21,1999,5.4,229,191,38,4,0,31,4,4,0,0,0,0,133,63,33,14,161,15,34,1,193,0,1,3,5,Matches
2538,Renato Tapia,PER,MF,Celta Vigo,La Liga,25,1995,30.0,1570,1523,47,44,2,184,68,5,0,0,0,0,1110,174,286,202,1253,65,3,6,1297,3,37,22,29,Matches
2539,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21,1999,29.5,2745,2657,88,60,3,265,97,1,0,0,0,0,2293,217,235,392,2260,55,6,1,2497,2,24,30,22,Matches
2540,Matt Targett,ENG,DF,Aston Villa,Premier League,24,1995,37.8,2147,1711,436,61,0,295,51,98,16,10,3,1,1093,515,539,1394,197,135,359,9,1653,12,41,56,70,Matches
2541,James Tarkowski,ENG,DF,Burnley,Premier League,27,1992,36.0,1167,1130,37,32,2,193,58,5,0,0,0,0,575,157,435,151,752,152,5,2,840,10,32,21,18,Matches
2542,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34,1986,1.0,27,23,4,0,0,1,1,0,0,0,0,0,23,0,4,2,17,0,0,7,24,0,0,0,0,Matches
2543,Percy Tau,RSA,"FW,MF",Brighton,Premier League,26,1994,1.1,29,27,2,1,1,5,1,0,1,0,1,0,22,3,4,23,4,2,0,0,22,0,0,0,1,Matches
2544,Niklas Tauer,GER,"MF,DF",Mainz 05,Bundesliga,19,2001,0.8,27,22,5,0,0,6,0,1,0,0,0,0,10,7,10,3,16,1,5,0,17,0,2,1,1,Matches
2545,Heriberto Tavares,POR,"MF,FW",Brest,Ligue 1,23,1997,0.5,12,11,1,0,0,3,0,0,0,0,0,0,8,1,3,6,4,1,1,0,10,0,0,0,2,Matches
2546,Sidnei Tavares,POR,MF,Leicester City,Premier League,18,2001,0.9,26,25,1,1,0,5,0,0,0,0,0,0,20,6,0,3,21,1,0,0,19,0,0,1,1,Matches
2547,Tomás Tavares,POR,"MF,DF",Alavés,La Liga,19,2001,0.7,22,21,1,0,0,2,0,2,0,0,0,0,16,3,3,4,16,0,1,0,18,0,0,0,1,Matches
2548,Charlie Taylor,ENG,DF,Burnley,Premier League,26,1993,27.0,1298,1037,261,19,0,177,37,76,0,0,0,0,576,312,410,905,43,78,242,3,907,3,35,36,41,Matches
2549,Neil Taylor,WAL,DF,Aston Villa,Premier League,31,1989,0.2,11,10,1,0,0,1,0,0,0,0,0,0,10,0,1,6,4,0,1,0,10,0,0,0,0,Matches
2550,Allan Tchaptchet,FRA,DF,Southampton,Premier League,18,2001,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Matches
2551,Warren Tchimbembé,FRA,"MF,FW",Metz,Ligue 1,22,1998,5.5,257,250,7,4,0,35,5,5,2,0,0,0,194,34,29,138,96,17,1,0,220,0,4,6,3,Matches
2552,Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20,2000,34.0,1852,1807,45,42,9,339,57,24,1,0,0,1,1410,178,264,233,1474,70,2,7,1552,2,28,39,37,Matches
2553,Álvaro Tejero,ESP,DF,Eibar,La Liga,24,1996,1.2,99,79,20,0,0,9,3,11,0,0,0,0,49,14,36,8,64,6,20,0,75,0,2,0,2,Matches
2554,Nathan Tella,ENG,"FW,MF",Southampton,Premier League,21,1999,8.3,146,143,3,0,0,35,3,12,0,0,0,0,112,11,23,35,98,8,1,1,107,0,1,6,9,Matches
2555,Alex Telles,BRA,DF,Manchester Utd,Premier League,27,1992,7.7,570,464,106,7,0,52,15,27,28,4,20,0,345,88,137,446,31,15,71,0,459,1,5,12,6,Matches
2556,Andrés Tello,COL,"DF,MF",Benevento,Serie A,23,1996,4.6,193,176,17,3,0,30,9,6,2,1,1,0,107,30,56,18,143,8,12,3,134,1,2,6,8,Matches
2557,Cristian Tello,ESP,"FW,MF",Betis,La Liga,28,1991,14.3,498,482,16,5,3,69,10,27,6,4,1,0,379,67,52,119,352,12,5,1,391,3,3,11,30,Matches
2558,Lino Tempelmann,GER,"MF,DF",Freiburg,Bundesliga,21,1999,3.0,161,153,8,0,0,31,2,3,0,0,0,0,107,23,31,33,99,15,7,1,126,0,6,2,7,Matches
2559,Hidde ter Avest,NED,DF,Udinese,Serie A,23,1997,3.9,210,182,28,0,1,14,2,13,0,0,0,0,131,39,40,21,154,7,28,0,155,3,2,2,8,Matches
2560,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28,1992,31.0,1035,841,194,38,0,94,21,0,0,0,0,0,757,47,231,169,708,1,0,150,921,1,15,9,1,Matches
2561,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30,1990,3.0,87,40,47,15,0,3,2,0,0,0,0,0,16,5,66,1,71,0,0,10,48,0,1,0,0,Matches
2562,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,23,1997,27.1,799,768,31,2,1,208,15,28,2,0,1,0,586,109,104,80,625,38,0,10,642,1,7,22,26,Matches
2563,Claudio Terzi,ITA,DF,Spezia,Serie A,36,1984,20.8,1323,1245,78,75,2,182,74,5,0,0,0,0,821,157,345,310,924,56,3,2,1107,13,29,19,13,Matches
2564,Kenny Tete,NED,DF,Lyon,Ligue 1,24,1995,0.2,24,20,4,1,0,1,0,0,0,0,0,0,18,4,2,2,19,0,3,0,21,0,0,0,1,Matches
2565,Kenny Tete,NED,DF,Fulham,Premier League,24,1995,16.5,863,739,124,7,0,122,15,61,0,0,0,0,471,182,210,33,661,37,117,4,642,2,18,28,54,Matches
2566,Cedric Teuchert,GER,"FW,MF",Union Berlin,Bundesliga,23,1997,8.4,205,196,9,1,1,46,4,4,2,0,1,1,133,43,29,51,128,14,2,4,149,1,7,10,6,Matches
2567,Florian Thauvin,FRA,"FW,MF",Marseille,Ligue 1,27,1993,30.4,1430,1280,150,54,7,199,81,104,70,37,24,2,884,210,336,1189,193,16,16,6,1010,6,32,55,67,Matches
2568,Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18,2001,16.1,761,714,47,17,0,86,17,1,0,0,0,0,552,83,126,162,524,26,30,2,622,2,22,14,13,Matches
2569,Jan Thielmann,GER,"FW,MF",Köln,Bundesliga,18,2002,11.4,359,344,15,0,0,74,9,20,0,0,0,0,195,77,87,19,296,24,7,3,229,2,18,6,35,Matches
2570,Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,25,1995,14.0,604,589,15,2,2,133,11,18,2,0,1,0,484,67,53,71,504,10,8,4,504,0,12,9,23,Matches
2571,William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Matches
2572,Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,10.8,484,403,81,7,1,72,5,8,0,0,0,0,291,96,97,318,46,35,74,2,359,1,12,16,19,Matches
2573,Romain Thomas,FRA,DF,Angers,Ligue 1,32,1988,33.6,1643,1576,67,65,0,146,63,0,0,0,0,0,1193,120,330,1340,170,78,2,3,1434,1,14,22,12,Matches
2574,Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26,1993,29.2,1148,1098,50,8,3,277,29,35,5,0,2,0,806,197,145,218,831,42,14,13,874,3,13,47,41,Matches
2575,Erik Thommy,GER,"DF,FW",Stuttgart,Bundesliga,25,1994,3.5,143,133,10,2,1,24,3,8,4,3,1,0,96,23,24,24,106,5,4,2,103,0,1,5,9,Matches
2576,Morten Thorsby,NOR,MF,Sampdoria,Serie A,24,1996,29.4,1002,973,29,14,0,264,9,8,0,0,0,0,639,192,171,145,648,67,15,7,761,1,16,34,29,Matches
2577,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22,1997,19.2,590,574,16,0,3,162,10,26,0,0,0,0,401,99,90,115,385,43,1,9,420,0,6,18,29,Matches
2578,Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19,2001,16.6,965,945,20,20,2,169,17,4,0,0,0,0,779,94,92,163,764,23,0,3,849,2,15,18,9,Matches
2579,Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,0.1,5,5,0,0,0,3,0,1,0,0,0,0,4,0,1,1,4,0,0,0,3,0,0,0,1,Matches
2580,Youri Tielemans,BEL,MF,Leicester City,Premier League,23,1997,37.3,2559,2377,182,72,7,323,93,45,97,33,33,8,1846,233,480,493,1955,56,12,13,2011,9,49,80,55,Matches
2581,Kieran Tierney,SCO,DF,Arsenal,Premier League,23,1997,25.5,1490,1264,226,18,1,137,27,101,0,0,0,0,918,273,299,1055,156,58,208,1,1136,3,32,21,58,Matches
2582,Steffen Tigges,GER,FW,Dortmund,Bundesliga,22,1998,0.6,22,20,2,0,0,11,1,1,0,0,0,0,9,6,7,8,6,2,0,0,11,0,1,1,1,Matches
2583,Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,1.4,35,35,0,0,0,19,0,1,0,0,0,0,20,14,1,4,28,0,0,2,22,0,0,1,4,Matches
2584,David Timor,ESP,"MF,DF",Getafe,La Liga,30,1989,15.5,603,530,73,55,0,75,63,10,12,3,5,2,238,91,274,445,42,82,4,4,390,1,25,15,9,Matches
2585,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20,1999,14.8,1096,1061,35,33,1,105,55,1,0,0,0,0,917,60,119,71,989,22,2,4,980,0,20,12,5,Matches
2586,Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27,1992,31.2,991,973,18,4,4,231,13,51,0,0,0,0,744,131,116,80,849,19,13,5,770,2,17,27,41,Matches
2587,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,8.7,546,526,20,11,1,79,27,6,6,3,3,0,397,71,78,66,450,13,2,2,469,2,3,9,11,Matches
2588,Jeremy Toljan,GER,DF,Sassuolo,Serie A,25,1994,16.6,888,768,120,15,0,85,17,36,0,0,0,0,670,144,74,79,677,24,105,1,788,3,17,16,15,Matches
2589,Rafael Tolói,ITA,DF,Atalanta,Serie A,29,1990,28.2,1647,1571,76,27,1,209,37,20,1,0,0,0,1160,214,273,163,1351,45,48,3,1378,3,20,39,32,Matches
