Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1725,Lionel Messi,ARG,"FW,MF",Barcelona,La Liga,33,1987,33.6,2418,2185,233,87,23,431,54,66,101,36,21,3,1898,220,300,2137,243,12,3,13,1990,20,25,75,73,Matches
1726,Junior Messias,BRA,"MF,FW",Crotone,Serie A,29,1991,35.7,1239,1120,119,43,1,239,41,60,45,27,2,3,814,184,241,984,152,54,16,9,913,7,37,35,30,Matches
1727,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,28,1991,16.4,1253,1110,143,7,5,150,25,49,0,0,0,0,826,204,223,79,968,54,136,3,1024,2,10,24,39,Matches
1728,Mexer,MOZ,DF,Bordeaux,Ligue 1,31,1988,7.9,447,419,28,13,0,45,18,2,0,0,0,0,353,31,63,58,349,16,15,1,397,1,5,5,3,Matches
1729,Max Meyer,GER,MF,Köln,Bundesliga,24,1995,3.9,260,250,10,6,0,35,7,5,1,1,0,0,199,29,32,62,190,7,0,0,216,0,4,6,4,Matches
1730,Omenuke Mfulu,COD,MF,Elche,La Liga,26,1994,8.8,337,329,8,6,0,69,11,1,0,0,0,0,265,35,37,36,279,18,1,1,299,0,6,4,7,Matches
1731,Míchel,ESP,MF,Valladolid,La Liga,32,1988,10.5,662,600,62,41,1,112,38,21,18,7,7,0,439,74,149,74,551,22,3,5,528,3,15,14,15,Matches
1732,Jonas Michel Dirkner,GER,MF,Hertha BSC,Bundesliga,18,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,2,0,0,0,0,Matches
1733,Jonas Michelbrink,GER,MF,Hertha BSC,Bundesliga,19,2001,0.4,15,14,1,1,0,2,0,0,0,0,0,0,12,2,1,3,10,0,0,1,11,0,1,2,1,Matches
1734,Clément Michelin,FRA,DF,Lens,Ligue 1,23,1997,12.8,672,529,143,21,0,73,25,49,17,9,7,1,354,115,203,24,502,26,105,2,490,5,15,10,28,Matches
1735,Edouard Michut,FRA,MF,Paris S-G,Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1736,Petar Mićin,SRB,MF,Udinese,Serie A,21,1998,0.2,9,9,0,0,0,1,0,0,0,0,0,0,4,2,3,2,6,1,0,0,8,0,0,1,0,Matches
1737,Florian Miguel,FRA,DF,Nîmes,Ligue 1,23,1996,17.1,913,840,73,31,0,62,24,6,0,0,0,0,641,77,195,753,81,25,39,0,749,0,20,12,7,Matches
1738,Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,20,2000,7.8,200,192,8,0,0,30,8,12,2,1,0,1,128,32,40,16,159,16,4,4,136,1,7,8,15,Matches
1739,Nikola Milenković,SRB,DF,Fiorentina,Serie A,22,1997,33.7,1657,1513,144,54,0,173,50,3,0,0,0,0,1172,211,274,120,1266,107,90,5,1443,4,16,21,20,Matches
1740,Arkadiusz Milik,POL,FW,Marseille,Ligue 1,26,1994,13.6,302,271,31,3,0,76,5,5,0,0,0,0,199,63,40,220,39,12,2,13,221,0,7,14,17,Matches
1741,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,25,1995,30.5,1802,1762,40,17,6,307,63,49,1,0,0,0,1113,324,365,313,1314,67,22,18,1407,10,33,56,44,Matches
1742,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,23,1997,5.0,179,126,53,21,0,11,3,0,0,0,0,0,98,2,79,10,142,1,0,18,121,1,5,1,0,Matches
1743,Éder Militão,BRA,DF,Real Madrid,La Liga,22,1998,12.6,768,745,23,14,0,61,44,2,0,0,0,0,616,55,97,68,659,22,9,3,695,1,11,10,8,Matches
1744,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,29,1991,26.2,1269,1170,99,67,1,148,40,15,23,11,10,0,862,139,268,194,976,65,4,2,1029,5,16,32,27,Matches
1745,Luis Milla,ESP,MF,Granada,La Liga,25,1994,13.9,535,478,57,36,1,99,27,10,17,5,6,1,348,42,145,48,452,22,1,1,416,5,12,14,10,Matches
1746,Pere Milla,ESP,"FW,MF",Elche,La Liga,27,1992,22.0,577,556,21,0,1,172,9,6,0,0,0,0,389,91,97,396,94,36,5,17,424,4,15,20,33,Matches
1747,Alejandro Millán,ESP,FW,Villarreal,La Liga,20,1999,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Matches
1748,Vincenzo Millico,ITA,"FW,MF",Torino,Serie A,19,2000,0.2,10,9,1,0,0,2,2,0,1,1,0,0,7,1,2,1,9,0,0,0,9,0,1,0,0,Matches
1749,Enzo Millot,FRA,MF,Monaco,Ligue 1,18,2002,0.5,25,19,6,2,0,2,3,1,2,1,0,1,16,4,5,21,2,0,2,0,19,0,0,0,2,Matches
1750,James Milner,ENG,"MF,DF",Liverpool,Premier League,34,1986,11.9,913,846,67,13,3,113,20,17,13,5,6,0,660,124,129,74,761,19,38,2,775,2,12,19,28,Matches
1751,Santi Mina,ESP,FW,Celta Vigo,La Liga,24,1995,26.8,614,593,21,1,0,205,14,9,0,0,0,0,341,157,116,52,399,50,5,28,455,3,16,14,20,Matches
1752,Yerry Mina,COL,DF,Everton,Premier League,25,1994,21.5,1227,1198,29,25,0,101,26,0,0,0,0,0,1008,85,134,184,969,43,2,0,1115,0,10,9,9,Matches
1753,Takumi Minamino,JPN,"MF,FW",Southampton,Premier League,25,1995,7.9,257,255,2,1,1,50,2,7,0,0,0,0,189,40,28,67,174,11,0,1,186,1,11,11,14,Matches
1754,Takumi Minamino,JPN,"MF,FW",Liverpool,Premier League,25,1995,3.3,139,135,4,0,0,23,1,3,1,0,0,0,95,23,21,20,111,4,1,0,111,0,3,3,4,Matches
1755,Tyrone Mings,ENG,DF,Aston Villa,Premier League,27,1993,35.5,1585,1529,56,51,0,188,55,2,0,0,0,0,1034,137,414,1241,200,95,4,2,1262,7,41,23,16,Matches
1756,Óscar Mingueza,ESP,DF,Barcelona,La Liga,21,1999,21.1,1686,1576,110,40,3,138,12,14,0,0,0,0,1440,141,105,186,1384,37,69,2,1550,3,17,16,27,Matches
1757,Rafa Mir,ESP,FW,Huesca,La Liga,23,1997,32.0,472,441,31,0,1,161,15,18,0,0,0,0,216,137,119,31,274,67,2,15,280,10,15,10,32,Matches
1758,Jorge Miramón,ESP,DF,Levante,La Liga,31,1989,19.2,1053,852,201,10,0,119,26,53,1,0,0,0,570,263,220,35,778,37,190,2,824,2,25,24,41,Matches
1759,Aleksei Miranchuk,RUS,"FW,MF",Atalanta,Serie A,24,1995,7.5,408,387,21,5,1,88,8,9,9,3,5,0,311,45,52,349,34,5,4,4,321,2,4,11,12,Matches
1760,Juan Miranda,ESP,DF,Betis,La Liga,20,2000,18.4,935,740,195,19,0,73,17,54,2,1,1,0,505,200,230,664,35,39,174,4,701,5,14,31,21,Matches
1761,Antonio Mirante,ITA,GK,Roma,Serie A,37,1983,12.8,436,306,130,40,0,30,6,0,0,0,0,0,244,31,161,26,321,0,0,69,341,0,6,3,2,Matches
1762,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,20,1999,19.0,779,586,193,8,0,120,6,22,0,0,0,0,416,149,214,544,26,16,185,0,547,2,11,38,51,Matches
1763,Aleksandar Mitrović,SRB,FW,Fulham,Premier League,25,1994,15.6,384,359,25,1,1,125,3,8,1,0,0,0,221,90,73,48,244,27,3,24,292,2,2,9,9,Matches
1764,Stefan Mitrović,SRB,DF,Strasbourg,Ligue 1,30,1990,30.9,1242,1185,57,54,0,114,43,1,0,0,0,0,930,102,210,485,657,74,3,3,1118,0,15,13,5,Matches
1765,Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,23,1997,20.0,1126,924,202,26,1,151,41,49,1,0,0,1,598,260,268,729,166,39,175,2,842,5,22,26,46,Matches
1766,Henrikh Mkhitaryan,ARM,"FW,MF",Roma,Serie A,31,1989,30.5,1230,1200,30,10,7,203,29,44,5,3,1,0,896,214,120,218,939,37,14,11,937,6,20,44,56,Matches
1767,Jakub Moder,POL,"DF,MF",Brighton,Premier League,21,1999,7.2,268,260,8,0,0,52,7,13,0,0,0,0,198,37,33,61,187,7,8,0,200,0,4,12,17,Matches
1768,Anthony Modeste,FRA,"FW,MF",Köln,Bundesliga,32,1988,2.5,48,45,3,0,0,16,0,0,0,0,0,0,21,14,13,4,27,4,0,1,28,0,0,1,2,Matches
1769,Anthony Modeste,FRA,FW,Saint-Étienne,Ligue 1,32,1988,3.3,54,53,1,0,0,28,2,3,0,0,0,0,30,15,9,5,35,2,0,2,31,0,4,2,2,Matches
1770,Luka Modrić,CRO,MF,Real Madrid,La Liga,34,1985,30.4,2308,2177,131,73,11,317,116,50,43,12,17,1,1723,260,325,259,1976,28,15,14,2005,6,37,44,49,Matches
1771,Terem Moffi,NGA,FW,Lorient,Ligue 1,21,1999,23.0,401,360,41,0,4,107,8,11,0,0,0,0,268,85,48,241,107,20,0,9,285,1,13,23,14,Matches
1772,Kevin Möhwald,GER,MF,Werder Bremen,Bundesliga,27,1993,17.3,987,916,71,57,3,117,30,15,11,1,5,1,731,114,142,48,876,35,3,7,833,3,14,27,19,Matches
1773,Niklas Moisander,FIN,DF,Werder Bremen,Bundesliga,34,1985,13.6,886,859,27,27,0,88,23,1,0,0,0,0,673,58,155,522,307,44,0,5,796,0,6,5,7,Matches
1774,Dion Moise Sahi,CIV,"FW,MF",Strasbourg,Ligue 1,18,2001,1.0,30,28,2,0,0,9,0,1,1,0,0,0,23,6,1,15,13,0,0,0,23,0,1,2,1,Matches
1775,Johan Mojica,COL,DF,Elche,La Liga,27,1992,13.4,708,589,119,15,0,102,9,47,0,0,0,0,364,164,180,535,34,24,104,2,519,2,12,28,29,Matches
1776,Johan Mojica,COL,"DF,FW",Atalanta,Serie A,27,1992,3.3,227,205,22,0,0,21,0,13,0,0,0,0,159,43,25,174,23,6,22,0,182,0,3,3,10,Matches
1777,Guillem Molina,ESP,DF,Valencia,La Liga,20,2000,1.7,70,55,15,2,0,6,1,0,0,0,0,0,44,17,9,3,45,6,13,0,56,0,1,3,2,Matches
1778,Jorge Molina,ESP,"FW,MF",Granada,La Liga,38,1982,17.9,471,436,35,0,4,160,7,6,0,0,0,0,238,117,116,123,207,51,2,13,294,4,10,16,27,Matches
1779,Nahuel Molina,ARG,DF,Udinese,Serie A,22,1997,20.3,1009,815,194,9,2,105,24,72,0,0,0,0,572,261,176,86,702,25,185,5,782,2,18,32,34,Matches
1780,Salvatore Molina,ITA,"MF,DF",Crotone,Serie A,28,1992,25.7,1091,1004,87,13,1,196,43,54,9,6,0,1,710,168,213,293,679,35,65,6,851,4,28,27,36,Matches
1781,Victor Mollejo,ESP,"MF,DF",Getafe,La Liga,19,2001,0.8,34,31,3,0,0,5,0,2,0,0,0,0,21,6,7,22,4,4,3,0,24,0,0,0,2,Matches
1782,Florent Mollet,FRA,MF,Montpellier,Ligue 1,28,1991,26.2,1267,1145,122,54,2,167,59,45,55,21,31,2,940,101,226,139,1081,25,9,4,1055,3,20,19,34,Matches
1783,Jayson Molumby,IRL,MF,Brighton,Premier League,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
1784,Alkhaly Momo Cissé,GUI,"DF,FW",Stuttgart,Bundesliga,17,2002,0.4,18,17,1,0,0,0,0,0,0,0,0,0,15,2,1,8,9,0,1,0,13,0,1,0,3,Matches
1785,Jon Moncayola,ESP,MF,Osasuna,La Liga,22,1998,29.6,1141,1117,24,16,2,164,59,25,1,0,1,0,736,151,254,103,925,73,6,3,935,0,29,19,18,Matches
1786,Gabriele Moncini,ITA,FW,Benevento,Serie A,24,1996,4.0,85,80,5,0,0,33,1,0,0,0,0,0,45,20,20,4,51,16,0,4,52,1,1,4,4,Matches
1787,Thomas Monconduit,FRA,MF,Lorient,Ligue 1,29,1991,12.8,679,648,31,24,1,115,31,6,4,1,2,1,495,69,115,114,523,23,0,5,542,1,18,26,19,Matches
1788,Kévin Monnet-Paquet,FRA,"MF,FW",Saint-Étienne,Ligue 1,31,1988,6.3,224,211,13,0,0,47,4,12,0,0,0,0,149,44,31,25,166,16,13,0,151,0,3,10,21,Matches
1789,Nacho Monreal,ESP,DF,Real Sociedad,La Liga,34,1986,23.1,1212,986,226,25,1,126,7,39,0,0,0,0,746,257,209,838,91,56,201,2,981,6,8,18,43,Matches
1790,Cristóbal Montiel Rodríguez,ESP,"DF,FW",Fiorentina,Serie A,20,2000,0.0,3,2,1,0,0,1,0,0,1,0,0,0,2,0,1,3,0,0,0,0,2,0,0,0,0,Matches
1791,Lorenzo Montipò,ITA,GK,Benevento,Serie A,24,1996,37.0,1236,797,439,167,0,64,42,0,0,0,0,0,493,58,685,105,919,2,0,173,786,5,33,8,3,Matches
1792,Ángel Montoro,ESP,MF,Granada,La Liga,32,1988,15.1,745,626,119,72,4,117,65,31,32,10,9,3,405,87,253,71,639,20,3,2,518,9,32,17,26,Matches
1793,Martín Montoya,ESP,DF,Betis,La Liga,29,1991,2.7,163,133,30,4,0,14,3,5,0,0,0,0,96,30,37,20,103,8,26,0,125,1,3,4,4,Matches
1794,Emre Mor,TUR,"FW,MF",Celta Vigo,La Liga,23,1997,5.6,124,110,14,4,0,24,2,4,2,2,0,0,89,21,14,104,10,3,2,1,95,0,5,6,2,Matches
1795,Luca Mora,ITA,MF,Spezia,Serie A,32,1988,1.3,60,58,2,2,0,12,2,1,0,0,0,0,39,13,8,32,22,3,0,0,41,0,1,0,2,Matches
1796,Wesley Moraes,BRA,"MF,FW",Aston Villa,Premier League,23,1996,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,2,0,0,4,0,0,0,4,0,0,0,0,Matches
1797,Álvaro Morata,ESP,FW,Juventus,Serie A,27,1992,22.4,612,579,33,1,5,136,13,28,0,0,0,0,419,122,71,70,478,20,2,19,458,6,4,25,25,Matches
1798,Jan Morávek,CZE,MF,Augsburg,Bundesliga,30,1989,3.0,144,139,5,5,0,36,2,0,0,0,0,0,76,28,40,16,107,16,0,1,98,0,2,5,8,Matches
1799,Jon Morcillo,ESP,"MF,FW",Athletic Club,La Liga,21,1998,15.1,518,454,64,19,1,110,36,76,39,12,20,1,271,88,159,409,70,19,6,1,319,2,13,16,28,Matches
1800,Jérémy Morel,MAD,DF,Lorient,Ligue 1,36,1984,27.7,1266,1162,104,48,0,183,30,2,1,0,1,0,836,182,248,961,156,65,55,8,1072,1,14,25,24,Matches
1801,Alberto Moreno,ESP,DF,Villarreal,La Liga,28,1992,2.1,100,87,13,1,0,15,4,4,0,0,0,0,67,23,10,84,0,4,12,0,84,1,2,4,3,Matches
1802,Álex Moreno,ESP,DF,Betis,La Liga,27,1993,19.8,1159,979,180,12,0,119,19,47,1,0,1,0,683,235,241,818,85,70,167,3,907,5,27,18,35,Matches
1803,Gerard Moreno,ESP,"FW,MF",Villarreal,La Liga,28,1992,29.7,1122,1100,22,1,11,307,41,42,1,0,1,0,729,213,180,790,226,42,5,14,771,12,27,53,57,Matches
1804,Tete Morente,ESP,"MF,FW",Elche,La Liga,23,1996,22.4,742,706,36,9,0,138,42,53,20,10,4,0,477,129,136,112,560,41,6,6,557,2,16,8,39,Matches
1805,Mateu Morey,ESP,DF,Dortmund,Bundesliga,20,2000,9.2,747,666,81,6,1,52,11,22,0,0,0,0,560,97,90,69,587,11,75,0,629,1,4,25,20,Matches
1806,Wes Morgan,JAM,DF,Leicester City,Premier League,36,1984,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,1,0,0,5,0,0,0,0,Matches
1807,Raúl Moro,ESP,MF,Lazio,Serie A,17,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Matches
1808,Loren Morón,ESP,"FW,MF",Betis,La Liga,26,1993,11.0,194,181,13,1,0,61,9,2,0,0,0,0,111,48,35,8,144,11,3,5,136,1,5,3,7,Matches
1809,Pedro Mosquera,ESP,MF,Huesca,La Liga,32,1988,22.8,1211,1126,85,85,0,216,57,2,0,0,0,0,840,105,266,1005,122,62,0,1,1040,3,13,21,9,Matches
1810,Aimen Moueffek,FRA,"DF,MF",Saint-Étienne,Ligue 1,19,2001,8.3,373,313,60,6,0,59,6,1,0,0,0,0,238,73,62,45,245,19,54,1,277,1,8,16,16,Matches
1811,Youssoufa Moukoko,GER,"FW,MF",Dortmund,Bundesliga,15,2004,4.7,78,71,7,0,0,15,0,3,0,0,0,0,61,10,7,57,18,1,0,1,60,0,1,1,3,Matches
1812,Harold Moukoudi,CMR,DF,Saint-Étienne,Ligue 1,22,1997,25.3,1134,1096,38,33,2,104,45,0,0,0,0,0,929,72,133,219,818,63,5,1,1027,0,13,10,12,Matches
1813,Jessy Moulin,FRA,GK,Saint-Étienne,Ligue 1,34,1986,29.0,881,605,276,74,0,55,28,0,0,0,0,0,467,57,357,37,651,0,0,147,634,2,35,5,3,Matches
1814,Steve Mounié,BEN,FW,Brest,Ligue 1,25,1994,29.8,757,745,12,0,0,335,5,13,0,0,0,0,335,222,200,64,398,87,3,12,460,4,29,27,25,Matches
1815,Mason Mount,ENG,"MF,FW",Chelsea,Premier League,21,1999,32.1,1881,1685,196,33,8,226,88,65,124,35,62,7,1431,189,261,211,1592,39,14,7,1548,11,17,44,68,Matches
1816,Lucas Moura,BRA,"FW,MF",Tottenham,Premier League,27,1992,15.7,600,572,28,9,1,123,9,11,10,6,3,0,412,100,88,55,486,29,5,3,448,1,9,24,29,Matches
1817,Lys Mousset,FRA,"FW,MF",Sheffield Utd,Premier League,24,1996,3.3,50,39,11,1,0,5,2,0,0,0,0,0,40,7,3,6,41,2,0,1,40,0,1,2,0,Matches
1818,João Moutinho,POR,MF,Wolves,Premier League,33,1986,28.1,1817,1612,205,99,4,268,76,43,102,24,42,1,1201,263,353,104,1618,69,3,5,1540,5,23,34,28,Matches
1819,Samuel Moutoussamy,COD,FW,Nantes,Ligue 1,23,1996,0.9,30,29,1,0,0,4,0,2,0,0,0,0,27,2,1,27,2,0,0,0,26,0,1,0,0,Matches
1820,Loris Mouyokolo,CGO,DF,Lorient,Ligue 1,19,2001,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,3,1,4,1,0,0,3,0,1,0,0,Matches
1821,Javi Moyano,ESP,DF,Valladolid,La Liga,34,1986,1.1,41,27,14,2,0,6,1,1,0,0,0,0,17,5,19,4,20,2,12,0,28,0,1,0,1,Matches
1822,Nordi Mukiele,FRA,DF,RB Leipzig,Bundesliga,22,1997,18.6,1144,968,176,19,0,178,28,40,0,0,0,0,653,239,252,70,820,54,157,1,891,3,19,35,51,Matches
1823,Benoît Mukinayi,FRA,DF,Monaco,Ligue 1,19,2001,31.9,2389,2343,46,39,2,172,93,1,0,0,0,0,1871,177,341,1869,370,87,7,3,2112,4,38,16,16,Matches
1824,Mert Müldür,TUR,DF,Sassuolo,Serie A,21,1999,18.6,1024,867,157,14,1,96,6,40,0,0,0,0,655,235,134,59,775,34,143,2,817,2,16,21,46,Matches
1825,Florian Müller,GER,GK,Freiburg,Bundesliga,22,1997,31.0,1338,991,347,75,0,106,21,0,0,0,0,0,656,53,629,897,250,2,0,149,914,2,25,5,5,Matches
1826,Sebastian Müller,GER,"MF,DF",Arminia,Bundesliga,19,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
1827,Thomas Müller,GER,MF,Bayern Munich,Bundesliga,30,1989,29.7,1529,1433,96,10,7,283,35,98,8,3,1,0,956,299,274,242,1104,84,44,15,1133,5,20,58,75,Matches
1828,Joel Mumbongo,SWE,FW,Burnley,Premier League,21,1999,0.4,6,6,0,0,0,3,0,0,0,0,0,0,5,1,0,1,5,0,0,0,5,0,0,0,1,Matches
1829,Marshall Munetsi,ZIM,"MF,DF",Reims,Ligue 1,24,1996,21.4,858,846,12,9,1,91,17,4,0,0,0,0,657,87,114,105,678,39,3,7,726,3,13,13,5,Matches
1830,Iker Muniain,ESP,"MF,FW",Athletic Club,La Liga,27,1992,21.6,1051,929,122,35,5,141,34,34,45,13,16,3,760,154,137,55,932,25,23,7,860,8,12,25,20,Matches
1831,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,22,1997,13.4,748,564,184,8,0,77,16,50,2,2,0,0,349,161,238,468,56,40,174,1,510,1,23,25,34,Matches
1832,Joaquín Muñoz,ESP,FW,Huesca,La Liga,21,1999,0.5,19,16,3,0,0,6,0,0,0,0,0,0,10,6,3,3,11,0,3,1,12,1,0,0,3,Matches
1833,Luis Muriel,COL,FW,Atalanta,Serie A,29,1991,16.0,724,640,84,13,2,154,33,40,44,20,13,10,483,106,135,108,555,29,6,7,510,2,17,25,31,Matches
1834,Jeison Murillo,COL,DF,Celta Vigo,La Liga,28,1992,30.0,1586,1535,51,47,1,99,65,0,0,0,0,0,1274,114,198,404,1084,58,4,6,1427,1,21,9,8,Matches
1835,Vedat Muriqi,KVX,FW,Lazio,Serie A,26,1994,9.2,251,249,2,0,1,92,2,4,0,0,0,0,144,66,41,149,39,15,1,10,177,0,0,8,12,Matches
1836,Jacob Murphy,ENG,"DF,MF",Newcastle Utd,Premier League,25,1995,18.1,608,491,117,15,2,121,11,38,2,0,1,0,309,155,144,73,411,20,99,4,416,3,14,21,28,Matches
1837,Nicola Murru,ITA,DF,Torino,Serie A,25,1994,6.3,351,274,77,6,0,31,5,21,1,0,0,0,171,65,115,237,25,14,70,0,237,4,6,13,15,Matches
1838,Petar Musa,CRO,FW,Union Berlin,Bundesliga,22,1998,7.9,218,214,4,0,2,84,3,4,0,0,0,0,94,56,68,32,112,25,0,10,123,4,7,16,6,Matches
1839,Mateo Musacchio,ARG,DF,Lazio,Serie A,29,1990,2.5,116,109,7,3,0,5,2,0,0,0,0,0,96,10,10,12,97,2,4,0,103,0,1,0,2,Matches
1840,Mateo Musacchio,ARG,DF,Milan,Serie A,29,1990,0.4,22,21,1,1,0,2,0,0,0,0,0,0,16,2,4,5,15,1,0,1,21,0,0,0,0,Matches
1841,Yunus Musah,USA,MF,Valencia,La Liga,17,2002,17.0,443,433,10,2,0,86,7,18,2,0,1,0,325,72,46,55,342,22,6,4,331,2,13,9,15,Matches
1842,Jamal Musiala,GER,"FW,MF",Bayern Munich,Bundesliga,17,2003,9.8,435,427,8,3,1,79,6,10,1,0,0,0,360,44,31,47,362,17,3,4,369,1,4,14,9,Matches
1843,Juan Musso,ARG,GK,Udinese,Serie A,26,1994,35.0,1024,684,340,87,0,65,13,0,0,0,0,0,538,52,434,68,729,0,0,171,769,3,20,13,1,Matches
1844,Shkodran Mustafi,GER,DF,Arsenal,Premier League,28,1992,0.5,48,47,1,0,0,2,3,0,0,0,0,0,37,5,6,1,44,0,1,0,41,0,1,1,0,Matches
1845,Shkodran Mustafi,GER,DF,Schalke 04,Bundesliga,28,1992,11.5,560,521,39,38,0,72,27,0,0,0,0,0,364,59,137,27,470,42,1,1,447,3,15,9,7,Matches
1846,Yoshinori Mutō,JPN,"FW,MF",Eibar,La Liga,28,1992,12.5,241,228,13,1,1,63,1,7,0,0,0,0,139,57,45,48,114,34,4,11,163,1,4,8,15,Matches
1847,Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,26,1994,18.6,590,489,101,19,0,92,21,53,16,4,11,0,277,113,200,185,312,21,66,1,375,4,16,22,47,Matches
1848,Joakim Mæhle,DEN,DF,Atalanta,Serie A,23,1997,13.5,730,599,131,10,0,88,6,36,1,0,1,0,440,189,101,60,527,13,120,4,592,0,9,30,23,Matches
1849,Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,20,1999,22.7,1331,1248,83,24,0,158,18,11,0,0,0,0,1016,143,172,1037,139,57,59,4,1139,1,21,25,24,Matches
1850,Kévin N'Doram,FRA,MF,Metz,Ligue 1,24,1996,3.4,129,122,7,7,0,17,7,0,0,0,0,0,107,5,17,12,116,1,0,0,112,0,0,6,2,Matches
1851,Stanley N'Soki,FRA,DF,Nice,Ligue 1,21,1999,13.8,1027,978,49,20,0,73,12,7,0,0,0,0,826,109,92,693,246,40,29,0,891,2,15,25,15,Matches
1852,Nacho,ESP,DF,Real Madrid,La Liga,30,1990,22.2,1239,1171,68,31,0,116,35,12,0,0,0,0,968,137,134,232,916,39,37,3,1124,2,16,9,17,Matches
1853,Nacho,ESP,DF,Valladolid,La Liga,31,1989,20.1,1053,835,218,32,0,127,35,43,2,0,0,0,494,218,341,691,134,32,184,4,760,6,20,30,48,Matches
1854,Yuto Nagatomo,JPN,DF,Marseille,Ligue 1,33,1986,17.7,802,629,173,8,0,101,7,25,0,0,0,0,460,189,153,198,395,29,165,1,649,1,16,10,20,Matches
1855,Kenny Nagera,FRA,FW,Paris S-G,Ligue 1,18,2002,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,Matches
1856,Radja Nainggolan,BEL,MF,Cagliari,Serie A,32,1988,20.5,837,809,28,9,2,119,53,51,4,2,1,1,503,153,181,92,692,30,9,2,636,7,22,24,32,Matches
1857,Radja Nainggolan,BEL,MF,Inter,Serie A,32,1988,0.5,38,37,1,1,0,5,1,0,0,0,0,0,27,5,6,1,34,2,0,1,33,0,1,2,1,Matches
1858,Marvelous Nakamba,ZIM,MF,Aston Villa,Premier League,26,1994,8.3,273,269,4,4,0,56,4,1,0,0,0,0,217,24,32,229,32,9,0,1,234,0,3,3,1,Matches
1859,Nahitan Nández,URU,"MF,DF",Cagliari,Serie A,24,1995,30.4,1235,1093,142,11,1,189,26,86,4,1,2,0,751,182,302,62,962,42,126,11,932,4,21,37,48,Matches
1860,Nano,ESP,"FW,MF",Cádiz,La Liga,25,1995,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,0,0,Matches
1861,Paul Nardi,FRA,GK,Lorient,Ligue 1,26,1994,23.0,639,377,262,65,0,47,11,0,0,0,0,0,265,17,357,28,481,0,0,108,392,3,30,3,0,Matches
1862,Matija Nastasić,SRB,DF,Schalke 04,Bundesliga,27,1993,13.6,679,648,31,29,0,49,28,0,0,0,0,0,524,41,114,510,127,23,2,2,594,1,9,5,0,Matches
1863,Roberto Navarro,ESP,MF,Real Sociedad,La Liga,18,2002,0.4,22,19,3,1,0,5,1,0,2,0,0,2,16,3,3,3,18,1,0,0,17,0,1,0,1,Matches
1864,Ximo Navarro,ESP,DF,Alavés,La Liga,30,1990,26.4,1056,777,279,35,0,118,31,26,0,0,0,0,537,198,321,108,637,52,244,3,810,1,26,22,32,Matches
1865,Jesús Navas,ESP,DF,Sevilla,La Liga,34,1985,31.4,2102,1785,317,29,1,210,61,130,2,0,0,0,1182,447,473,141,1593,65,286,4,1676,9,35,39,83,Matches
1866,Keylor Navas,CRC,GK,Paris S-G,Ligue 1,33,1986,28.0,745,540,205,33,0,35,14,0,0,0,0,0,529,42,174,97,512,0,0,114,650,0,15,3,0,Matches
1867,Raúl Navas,ESP,DF,Osasuna,La Liga,32,1988,1.9,58,55,3,3,0,8,3,0,0,0,0,0,31,4,23,11,42,2,0,2,45,0,0,2,0,Matches
1868,Papa Ndiaga Yade,SEN,"FW,MF",Metz,Ligue 1,20,2000,11.1,286,274,12,0,2,73,13,22,3,0,2,0,189,43,54,226,26,10,8,4,197,1,8,13,13,Matches
1869,Iliman Ndiaye,FRA,MF,Sheffield Utd,Premier League,21,1999,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,Matches
