Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1352,Sead Kolašinac,BIH,"DF,MF",Schalke 04,Bundesliga,27,1993,15.8,24,14,12,10,2,13,26,50.0,13,181,53,29.3,76,78,27,19,4,0,15,36,60,21,0,Matches
1353,Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21,1998,33.7,30,20,2,19,9,4,20,20.0,16,520,158,30.4,41,253,226,19,3,0,16,19,49,28,1,Matches
1354,Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28,1991,22.6,34,21,24,10,0,14,28,50.0,14,206,74,35.9,123,75,8,35,16,1,19,37,71,105,2,Matches
1355,Ghislain Konan,CIV,DF,Reims,Ligue 1,24,1995,29.0,69,40,36,24,9,25,47,53.2,22,265,85,32.1,128,100,37,51,10,0,41,32,101,81,0,Matches
1356,Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,7.7,10,5,6,4,0,2,7,28.6,5,56,15,26.8,25,29,2,10,4,0,6,10,20,41,0,Matches
1357,Moussa Konaté,SEN,FW,Dijon,Ligue 1,27,1993,13.3,6,2,1,5,0,3,18,16.7,15,153,40,26.1,8,97,48,12,1,0,11,6,12,7,0,Matches
1358,Geoffrey Kondogbia,CTA,"MF,FW",Atlético Madrid,La Liga,27,1993,6.8,29,20,8,20,1,9,18,50.0,9,170,57,33.5,56,98,16,13,5,0,8,9,38,12,0,Matches
1359,Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27,1993,4.9,15,10,7,7,1,5,15,33.3,10,118,37,31.4,49,64,5,4,1,0,3,4,19,13,0,Matches
1360,Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31,1989,11.6,12,7,8,4,0,6,8,75.0,2,81,23,28.4,55,25,1,15,5,0,10,7,19,52,0,Matches
1361,Moussa Koné,SEN,FW,Nîmes,Ligue 1,23,1996,19.5,16,10,2,9,5,4,18,22.2,14,292,77,26.4,20,148,124,15,3,0,12,8,24,7,0,Matches
1362,Youssouf Koné,MLI,"DF,FW",Elche,La Liga,25,1995,0.8,2,0,1,0,1,0,1,0.0,1,9,2,22.2,8,0,1,0,0,0,0,1,3,0,0,Matches
1363,Terence Kongolo,NED,DF,Fulham,Premier League,26,1994,1.0,4,4,1,3,0,0,0,0.0,0,14,8,57.1,6,7,1,2,0,0,2,0,4,6,0,Matches
1364,Ezri Konsa,ENG,DF,Aston Villa,Premier League,22,1997,35.5,34,22,23,10,1,11,19,57.9,8,225,71,31.6,129,83,13,65,45,0,20,27,61,193,0,Matches
1365,Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34,1985,24.6,27,18,19,7,1,11,20,55.0,9,172,80,46.5,110,57,5,53,35,0,18,40,67,139,1,Matches
1366,Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27,1992,28.2,60,34,30,19,11,23,59,39.0,36,434,140,32.3,143,170,121,67,6,0,61,31,91,33,1,Matches
1367,Márk Kosznovszky,HUN,MF,Parma,Serie A,18,2002,1.0,2,0,1,1,0,1,3,33.3,2,16,1,6.3,2,6,8,3,0,0,3,3,5,0,0,Matches
1368,Christian Kouamé,CIV,FW,Fiorentina,Serie A,22,1997,11.1,16,11,3,4,9,5,13,38.5,8,179,46,25.7,25,65,89,5,0,0,5,4,20,4,0,Matches
1369,Nianzou Kouassi,FRA,"DF,MF",Bayern Munich,Bundesliga,18,2002,1.3,2,1,2,0,0,1,1,100.0,0,9,3,33.3,5,4,0,0,0,0,0,1,3,8,0,Matches
1370,Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29,1991,24.5,45,29,27,16,2,17,36,47.2,19,249,101,40.6,144,89,16,54,28,1,26,30,75,98,2,Matches
1371,Jules Koundé,FRA,DF,Sevilla,La Liga,21,1998,33.1,31,23,16,14,1,10,23,43.5,13,242,110,45.5,124,93,25,42,19,1,23,42,73,140,1,Matches
1372,Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23,1997,21.8,68,36,51,17,0,29,64,45.3,35,283,103,36.4,180,99,4,49,28,3,21,51,119,215,3,Matches
1373,Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30,1989,34.7,69,36,52,14,3,25,45,55.6,20,351,109,31.1,231,102,18,62,29,0,33,38,107,163,2,Matches
1374,Mateo Kovačić,CRO,MF,Chelsea,Premier League,26,1994,20.2,55,36,24,26,5,10,33,30.3,23,334,116,34.7,99,168,67,15,1,0,14,22,77,13,1,Matches
1375,Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24,1996,0.0,0,0,0,0,0,0,0,0.0,0,3,2,66.7,1,1,1,1,0,0,1,0,0,1,0,Matches
1376,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25,1994,14.3,23,16,14,8,1,10,25,40.0,15,169,52,30.8,91,58,20,33,10,0,23,21,44,56,1,Matches
1377,Andrej Kramarić,CRO,"FW,MF",Hoffenheim,Bundesliga,29,1991,26.4,8,5,4,2,2,4,11,36.4,7,190,70,36.8,25,69,96,17,3,0,14,12,20,7,1,Matches
1378,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29,1991,22.6,61,39,26,28,7,20,62,32.3,42,385,132,34.3,133,210,42,43,10,0,33,36,97,55,0,Matches
1379,Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23,1997,2.5,5,3,1,3,1,1,1,100.0,0,50,17,34.0,2,20,28,5,1,0,4,3,8,1,0,Matches
1380,Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,23.5,39,25,15,21,3,8,51,15.7,43,434,114,26.3,119,240,75,32,6,0,26,22,61,11,2,Matches
1381,Filip Krovinović,CRO,MF,West Brom,Premier League,24,1995,6.1,16,10,6,7,3,5,18,27.8,13,103,22,21.4,36,53,14,5,0,0,5,2,18,6,0,Matches
1382,Rade Krunić,BIH,"MF,FW",Milan,Serie A,26,1993,8.0,16,14,5,9,2,7,24,29.2,17,166,43,25.9,61,79,26,14,2,1,12,4,20,11,0,Matches
1383,Max Kruse,GER,"FW,MF",Union Berlin,Bundesliga,32,1988,18.1,9,4,4,4,1,2,13,15.4,11,190,62,32.6,19,103,68,17,0,0,17,6,15,7,0,Matches
1384,Lukas Kübler,GER,DF,Freiburg,Bundesliga,27,1992,9.8,20,13,15,3,2,8,18,44.4,10,149,38,25.5,86,51,12,16,3,0,13,17,37,34,0,Matches
1385,Takefusa Kubo,JPN,"MF,FW",Villarreal,La Liga,19,2001,3.3,5,3,2,1,2,2,4,50.0,2,49,17,34.7,13,20,16,1,0,0,1,2,7,1,0,Matches
1386,Takefusa Kubo,JPN,"MF,FW",Getafe,La Liga,19,2001,8.9,8,5,1,5,2,1,15,6.7,14,195,53,27.2,28,88,79,22,0,0,22,12,20,7,0,Matches
1387,Juraj Kucka,SVK,"MF,FW",Parma,Serie A,33,1987,25.9,61,42,27,26,8,14,57,24.6,43,497,148,29.8,146,254,97,32,4,0,28,27,88,28,0,Matches
1388,Kuki,ESP,MF,Valladolid,La Liga,22,1998,0.3,1,1,0,0,1,0,0,0.0,0,10,2,20.0,0,9,1,1,0,0,1,0,1,0,0,Matches
1389,Dejan Kulusevski,SWE,"MF,FW",Juventus,Serie A,20,2000,21.4,33,25,10,13,10,12,38,31.6,26,441,116,26.3,111,190,140,28,0,0,28,12,45,1,0,Matches
1390,Marash Kumbulla,ALB,DF,Roma,Serie A,20,2000,15.1,13,10,8,4,1,3,16,18.8,13,196,75,38.3,95,90,11,17,5,0,12,15,28,53,0,Matches
1391,Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,5.7,12,6,3,8,1,1,8,12.5,7,77,21,27.3,21,44,12,6,1,0,5,7,19,12,0,Matches
1392,Fabian Kunze,GER,MF,Arminia,Bundesliga,22,1998,14.1,44,27,21,20,3,14,43,32.6,29,307,73,23.8,111,164,32,34,3,0,31,15,59,31,0,Matches
1393,Jasmin Kurtić,SVN,MF,Parma,Serie A,31,1989,30.4,59,34,25,30,4,17,59,28.8,42,520,141,27.1,194,261,65,27,2,0,25,34,93,60,0,Matches
1394,Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27,1992,14.2,32,16,14,12,6,10,30,33.3,20,167,61,36.5,57,65,45,25,5,0,20,27,59,31,2,Matches
1395,Dereck Kutesa,SUI,"MF,FW",Reims,Ligue 1,22,1997,7.6,15,9,7,3,5,4,17,23.5,13,128,24,18.8,48,41,39,16,1,0,15,6,21,2,0,Matches
1396,Ahmed Kutucu,TUR,"FW,MF",Schalke 04,Bundesliga,20,2000,1.2,1,0,0,0,1,1,1,100.0,0,29,7,24.1,4,11,14,1,0,0,1,0,1,0,0,Matches
1397,Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23,1997,11.5,22,14,17,4,1,15,30,50.0,15,113,38,33.6,68,30,15,23,4,0,19,26,48,37,0,Matches
1398,Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24,1996,3.8,3,3,0,1,2,0,0,0.0,0,75,21,28.0,2,19,54,2,1,0,1,4,7,6,0,Matches
1399,Gaëtan Laborde,FRA,"FW,MF",Montpellier,Ligue 1,26,1994,36.2,53,33,24,17,12,21,79,26.6,58,518,122,23.6,105,228,185,42,3,0,39,16,69,28,0,Matches
1400,Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29,1991,21.4,25,19,6,12,7,4,16,25.0,12,329,107,32.5,40,135,154,17,2,0,15,14,39,13,0,Matches
1401,Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,5.8,23,14,11,12,0,8,31,25.8,23,168,55,32.7,65,95,8,15,2,0,13,12,35,9,0,Matches
1402,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,28.8,63,34,48,15,0,20,47,42.6,27,335,121,36.1,195,135,5,63,24,1,39,76,139,174,0,Matches
1403,Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38.0,0,0,0,0,0,0,0,0.0,0,7,2,28.6,7,0,0,1,0,0,1,0,0,3,1,Matches
1404,Víctor Laguardia,ESP,DF,Alavés,La Liga,30,1989,29.2,22,16,17,4,1,12,35,34.3,23,188,74,39.4,114,68,6,47,16,1,31,27,49,183,1,Matches
1405,Konrad Laimer,AUT,"DF,FW",RB Leipzig,Bundesliga,23,1997,0.9,2,2,0,1,1,0,3,0.0,3,31,6,19.4,5,21,5,2,0,0,2,1,3,2,0,Matches
1406,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27,1992,30.8,60,39,27,22,11,27,70,38.6,43,440,136,30.9,155,192,93,77,9,0,68,40,100,88,2,Matches
1407,Diego Lainez,MEX,FW,Betis,La Liga,20,2000,9.6,13,9,6,4,3,5,15,33.3,10,140,36,25.7,40,66,34,17,0,0,17,16,29,6,0,Matches
1408,Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28,1991,20.4,24,15,14,8,2,8,21,38.1,13,211,66,31.3,79,96,36,27,8,2,19,13,37,39,2,Matches
1409,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,32,1988,17.7,32,26,15,12,5,10,48,20.8,38,339,113,33.3,112,153,74,26,3,0,23,16,48,14,0,Matches
1410,Érik Lamela,ARG,"FW,MF",Tottenham,Premier League,28,1992,8.0,18,11,1,13,4,4,12,33.3,8,183,49,26.8,31,102,50,8,1,0,7,4,22,1,0,Matches
1411,Sam Lammers,NED,"FW,MF",Atalanta,Serie A,23,1997,3.2,3,3,0,2,1,0,5,0.0,5,44,12,27.3,2,18,24,1,1,0,0,0,3,3,0,Matches
1412,Tariq Lamptey,ENG,DF,Brighton,Premier League,19,2000,9.8,17,10,9,6,2,7,14,50.0,7,124,41,33.1,49,53,22,15,1,0,14,13,30,17,0,Matches
1413,Loïck Landre,FRA,DF,Nîmes,Ligue 1,28,1992,18.1,17,15,11,6,0,11,23,47.8,12,118,42,35.6,81,37,0,37,20,0,17,24,41,84,0,Matches
1414,Michael Langer,AUT,GK,Schalke 04,Bundesliga,35,1985,2.7,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
1415,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,27,1993,6.3,6,6,2,3,1,2,13,15.4,11,109,37,33.9,33,48,28,15,0,0,15,6,12,5,0,Matches
1416,Gianluca Lapadula,PER,FW,Benevento,Serie A,30,1990,28.5,28,20,2,14,12,6,24,25.0,18,360,83,23.1,27,165,168,18,6,0,12,7,35,12,0,Matches
1417,Aymeric Laporte,FRA,DF,Manchester City,Premier League,26,1994,14.9,13,6,10,3,0,3,9,33.3,6,81,24,29.6,48,27,6,18,8,0,10,8,21,53,1,Matches
1418,Julien Laporte,FRA,DF,Lorient,Ligue 1,26,1993,29.5,69,40,48,19,2,35,73,47.9,38,315,114,36.2,218,91,6,44,26,0,18,48,117,222,2,Matches
1419,Danilo Larangeira,BRA,DF,Bologna,Serie A,36,1984,34.8,44,21,29,15,0,9,29,31.0,20,328,107,32.6,195,126,7,82,36,1,46,42,86,178,4,Matches
1420,Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23,1997,35.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,1,0,0,1,1,1,5,2,Matches
1421,Kevin Lasagna,ITA,FW,Udinese,Serie A,27,1992,12.3,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0,Matches
1422,Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,14.1,6,1,0,4,2,2,5,40.0,3,191,48,25.1,9,59,123,11,1,0,10,4,10,10,0,Matches
1423,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26,1993,18.1,19,12,11,6,2,4,6,66.7,2,148,53,35.8,89,52,7,39,18,2,21,15,34,108,1,Matches
1424,Paul Lasne,FRA,MF,Brest,Ligue 1,31,1989,18.7,55,36,34,19,2,12,36,33.3,24,426,112,26.3,216,170,40,33,7,0,26,34,89,25,0,Matches
1425,Toni Lato,ESP,DF,Valencia,La Liga,22,1997,8.1,10,6,6,1,3,8,18,44.4,10,134,39,29.1,68,43,23,27,1,0,26,11,21,17,0,Matches
1426,Danny Latza,GER,MF,Mainz 05,Bundesliga,30,1989,20.0,47,31,18,19,10,21,73,28.8,52,477,145,30.4,150,241,86,51,7,0,44,27,74,28,0,Matches
1427,Armand Lauriente,FRA,"FW,MF",Lorient,Ligue 1,21,1998,18.0,25,17,9,16,0,6,21,28.6,15,266,77,28.9,51,133,82,17,0,0,17,14,39,5,0,Matches
1428,Vincent Laurini,FRA,DF,Parma,Serie A,31,1989,9.7,18,13,13,3,2,8,10,80.0,2,127,32,25.2,70,43,14,17,4,0,13,16,34,20,0,Matches
1429,Lauti,URU,"MF,FW",Celta Vigo,La Liga,19,2001,0.2,0,0,0,0,0,0,0,0.0,0,3,1,33.3,0,1,2,0,0,0,0,0,0,1,0,Matches
1430,Wesley Lautoa,NCL,"MF,DF",Dijon,Ligue 1,32,1987,17.9,40,28,20,18,2,11,43,25.6,32,310,95,30.6,131,164,15,23,8,0,15,29,69,52,0,Matches
1431,Valentino Lazaro,AUT,"DF,FW",M'Gladbach,Bundesliga,24,1996,13.8,18,9,10,5,3,8,20,40.0,12,224,56,25.0,68,96,60,27,1,0,26,18,36,16,0,Matches
1432,Darko Lazović,SRB,DF,Hellas Verona,Serie A,29,1990,27.8,28,21,8,16,4,13,40,32.5,27,209,68,32.5,60,88,61,39,9,0,30,20,48,37,0,Matches
1433,Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,29.0,28,15,13,10,5,15,43,34.9,28,271,71,26.2,93,109,69,40,4,0,36,24,52,33,0,Matches
1434,Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,22,1998,9.1,15,6,8,5,2,6,19,31.6,13,175,41,23.4,57,75,43,16,1,0,15,6,21,13,0,Matches
1435,Enzo Le Fée,FRA,"MF,FW",Lorient,Ligue 1,20,2000,20.2,52,36,19,28,5,23,74,31.1,51,491,121,24.6,147,267,77,40,7,0,33,27,79,12,0,Matches
1436,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,25.6,50,23,27,20,3,20,52,38.5,32,339,116,34.2,151,148,40,48,4,1,44,39,89,55,0,Matches
1437,Maxime Le Marchand,FRA,DF,Fulham,Premier League,30,1989,1.4,2,1,2,0,0,1,1,100.0,0,9,2,22.2,6,2,1,0,0,0,0,0,2,7,0,Matches
1438,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,30.5,40,21,29,11,0,12,21,57.1,9,250,73,29.2,147,95,8,43,23,0,20,34,74,178,2,Matches
1439,Damien Le Tallec,FRA,"MF,DF",Montpellier,Ligue 1,30,1990,13.6,17,7,10,6,1,7,25,28.0,18,185,53,28.6,77,84,24,23,8,0,15,23,40,37,2,Matches
1440,James Lea Siliki,FRA,MF,Rennes,Ligue 1,24,1996,2.8,4,4,0,3,1,1,3,33.3,2,44,14,31.8,9,28,7,3,1,0,2,0,4,2,1,Matches
1441,Rafael Leão,POR,FW,Milan,Serie A,21,1999,21.4,12,8,3,7,2,4,16,25.0,12,230,53,23.0,22,90,118,26,0,0,26,5,17,15,0,Matches
1442,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,36.8,0,0,0,0,0,0,3,0.0,3,9,4,44.4,9,0,0,0,0,0,0,0,0,0,0,Matches
1443,Mathew Leckie,AUS,"FW,DF",Hertha BSC,Bundesliga,29,1991,5.6,13,9,6,5,2,4,15,26.7,11,143,35,24.5,34,72,37,16,0,0,16,11,24,12,1,Matches
1444,Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28.0,0,0,0,0,0,0,2,0.0,2,6,1,16.7,6,0,0,0,0,0,0,0,0,7,0,Matches
1445,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,2,0,0,2,0,0,2,6,Matches
1446,Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,22.9,85,47,34,41,10,31,92,33.7,61,505,146,28.9,156,249,100,53,14,0,39,32,117,37,0,Matches
1447,Lucas Leiva,BRA,MF,Lazio,Serie A,33,1987,23.7,70,45,37,31,2,29,92,31.5,63,505,171,33.9,203,262,40,28,1,0,27,45,115,45,0,Matches
1448,Florian Lejeune,FRA,DF,Alavés,La Liga,29,1991,33.5,48,29,38,10,0,20,30,66.7,10,263,93,35.4,171,82,10,54,24,2,30,58,106,229,0,Matches
1449,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27,1993,7.2,13,8,8,5,0,5,13,38.5,8,110,28,25.5,46,41,23,18,3,0,15,6,19,21,0,Matches
1450,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24,1995,15.2,33,19,11,18,4,11,29,37.9,18,311,85,27.3,66,166,79,26,2,0,24,12,45,7,0,Matches
1451,Mario Lemina,GAB,MF,Fulham,Premier League,26,1993,18.9,61,36,30,23,8,19,40,47.5,21,317,105,33.1,123,152,42,28,6,0,22,43,104,37,0,Matches
1452,Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33,1987,21.5,73,44,35,35,3,26,86,30.2,60,545,160,29.4,232,271,42,27,1,0,26,30,103,46,0,Matches
1453,Clément Lenglet,FRA,DF,Barcelona,La Liga,25,1995,27.5,41,25,28,11,2,14,26,53.8,12,337,122,36.2,176,138,23,39,13,0,26,35,76,87,0,Matches
1454,Bernd Leno,GER,GK,Arsenal,Premier League,28,1992,34.8,0,0,0,0,0,0,0,0.0,0,3,2,66.7,3,0,0,1,0,0,1,0,0,0,0,Matches
1455,Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25,1994,25.0,77,40,44,29,4,29,69,42.0,40,411,130,31.6,183,162,66,50,8,1,42,33,110,53,0,Matches
1456,Pedro León,ESP,"MF,FW",Eibar,La Liga,33,1986,10.4,10,7,3,4,3,6,24,25.0,18,141,50,35.5,30,69,42,18,1,0,17,5,15,8,0,Matches
1457,Sergio León,ESP,FW,Levante,La Liga,31,1989,8.3,7,3,0,4,3,1,7,14.3,6,133,33,24.8,14,58,61,5,0,0,5,4,11,4,0,Matches
1458,Lukas Lerager,DEN,MF,Genoa,Serie A,27,1993,12.9,27,20,15,10,2,4,28,14.3,24,220,60,27.3,72,104,44,20,3,0,17,13,40,24,2,Matches
1459,Mehdi Léris,FRA,"DF,MF",Sampdoria,Serie A,22,1998,4.3,14,9,6,5,3,6,15,40.0,9,130,29,22.3,47,52,31,19,4,0,15,12,26,10,0,Matches
1460,Khanya Leshabela,RSA,MF,Leicester City,Premier League,20,1999,0.1,1,0,0,1,0,1,1,100.0,0,4,0,0.0,0,2,2,0,0,0,0,0,1,0,0,Matches
1461,Karlo Letica,CRO,GK,Sampdoria,Serie A,23,1997,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
1462,Gaetano Letizia,ITA,DF,Benevento,Serie A,30,1990,17.4,40,27,25,12,3,14,39,35.9,25,198,58,29.3,111,67,20,38,5,0,33,22,62,34,2,Matches
1463,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31,1988,27.3,18,13,2,8,8,4,14,28.6,10,324,105,32.4,12,89,223,9,2,0,7,7,25,8,0,Matches
1464,Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22,1998,20.4,50,26,34,14,2,21,41,51.2,20,336,81,24.1,180,122,34,35,7,0,28,20,70,35,1,Matches
1465,Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22,1997,11.2,9,5,3,3,3,3,10,30.0,7,121,26,21.5,4,56,61,6,3,0,3,2,11,4,0,Matches
1466,Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,17,2003,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
1467,Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32,1988,20.3,50,31,22,22,6,23,52,44.2,29,343,106,30.9,108,190,45,33,1,0,32,28,78,13,0,Matches
1468,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24,1996,33.3,28,15,18,9,1,4,21,19.0,17,209,64,30.6,117,84,8,54,23,0,31,44,72,137,1,Matches
1469,Matthijs de Ligt,NED,DF,Juventus,Serie A,20,1999,24.7,33,19,20,12,1,13,20,65.0,7,229,77,33.6,114,103,12,38,15,0,23,28,61,100,0,Matches
1470,Isaac Lihadji,FRA,"MF,DF",Lille,Ligue 1,18,2002,2.2,9,6,1,6,2,4,6,66.7,2,46,14,30.4,6,20,20,6,0,0,6,0,9,1,0,Matches
1471,Dimitris Limnios,GRE,"MF,FW",Köln,Bundesliga,22,1998,4.2,8,5,5,2,1,3,6,50.0,3,73,22,30.1,22,34,17,6,0,0,6,1,9,1,0,Matches
1472,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26,1994,28.7,26,16,17,9,0,12,21,57.1,9,192,67,34.9,117,67,8,40,17,0,23,32,58,132,2,Matches
1473,Karol Linetty,POL,MF,Torino,Serie A,25,1995,20.4,50,30,18,22,10,12,39,30.8,27,324,91,28.1,113,157,54,22,6,0,16,16,66,10,0,Matches
1474,Jesse Lingard,ENG,"MF,FW",West Ham,Premier League,27,1992,15.8,15,10,5,7,3,5,16,31.3,11,335,71,21.2,48,187,100,7,1,0,6,7,22,1,0,Matches
1475,Pol Lirola,ESP,"DF,FW",Fiorentina,Serie A,22,1997,5.5,9,5,5,3,1,2,5,40.0,3,44,19,43.2,17,18,9,14,3,0,11,5,14,12,0,Matches
1476,Pol Lirola,ESP,DF,Marseille,Ligue 1,22,1997,17.3,31,15,17,12,2,15,37,40.5,22,201,67,33.3,73,71,57,30,6,0,24,31,62,34,0,Matches
1477,Jake Livermore,ENG,MF,West Brom,Premier League,30,1989,13.8,29,19,10,17,2,11,32,34.4,21,244,67,27.5,75,132,37,33,7,0,26,19,48,33,0,Matches
1478,Diego Llorente,ESP,DF,Leeds United,Premier League,26,1993,13.4,39,27,24,15,0,16,26,61.5,10,250,89,35.6,152,94,4,25,13,0,12,41,80,72,1,Matches
1479,Diego Llorente,ESP,DF,Real Sociedad,La Liga,26,1993,1.0,1,0,1,0,0,0,1,0.0,1,7,2,28.6,5,1,1,1,1,1,0,0,1,11,0,Matches
1480,Fernando Llorente,ESP,FW,Udinese,Serie A,35,1985,7.9,4,2,1,3,0,3,6,50.0,3,117,23,19.7,17,63,37,2,0,0,2,4,8,16,0,Matches
1481,Fernando Llorente,ESP,"FW,MF",Napoli,Serie A,35,1985,0.6,0,0,0,0,0,0,0,0.0,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0,Matches
1482,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,25,1995,32.8,73,44,24,34,15,26,54,48.1,28,649,192,29.6,130,334,185,63,5,0,58,31,104,31,0,Matches
1483,Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,2,1,Matches
1484,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,10.5,33,23,16,11,6,10,31,32.3,21,290,91,31.4,94,148,48,11,1,0,10,8,41,9,0,Matches
1485,Stanislav Lobotka,SVK,MF,Napoli,Serie A,25,1994,1.7,1,1,0,1,0,0,1,0.0,1,21,5,23.8,4,10,7,1,1,0,0,1,2,1,0,Matches
1486,Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22,1998,32.0,87,52,35,37,15,25,56,44.6,31,461,141,30.6,168,213,80,57,17,0,40,43,130,70,1,Matches
1487,Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22,1998,12.5,32,16,16,11,5,13,25,52.0,12,190,66,34.7,59,91,40,27,0,0,27,23,55,25,0,Matches
1488,Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24,1996,0.7,0,0,0,0,0,0,0,0.0,0,14,4,28.6,3,7,4,1,0,0,1,1,1,0,0,Matches
1489,Ruben Loftus-Cheek,ENG,"MF,FW",Fulham,Premier League,24,1996,21.2,32,22,11,15,6,9,22,40.9,13,337,100,29.7,62,175,100,24,2,0,22,23,55,15,0,Matches
1490,Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27,1993,1.5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,Matches
1491,Kevin Long,IRL,DF,Burnley,Premier League,29,1990,7.1,14,8,10,4,0,5,8,62.5,3,53,20,37.7,34,18,1,9,5,0,4,4,18,31,0,Matches
1492,Shane Long,IRL,"FW,MF",Southampton,Premier League,33,1987,2.3,2,0,0,0,2,1,3,33.3,2,34,7,20.6,2,19,13,1,0,0,1,2,4,1,0,Matches
1493,Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20,2000,4.2,4,3,4,0,0,2,6,33.3,4,98,25,25.5,30,58,10,9,0,0,9,6,10,3,0,Matches
1494,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22,1997,15.7,36,21,16,17,3,21,60,35.0,39,398,99,24.9,168,184,46,29,4,0,25,19,55,21,1,Matches
1495,Ademola Lookman,ENG,"FW,MF",Fulham,Premier League,22,1997,30.5,39,30,12,19,8,5,35,14.3,30,517,156,30.2,110,230,177,42,2,0,40,25,64,13,0,Matches
1496,Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38.0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,1,0,0,1,0,0,2,3,Matches
