Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1575,Kévin Malcuit,MAR,"MF,FW",Napoli,Serie A,29,1991,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1576,Daniel Maldini,ITA,"FW,MF",Milan,Serie A,18,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1577,Ruslan Malinovskyi,UKR,"FW,MF",Atalanta,Serie A,27,1993,20.8,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0,Matches
1578,Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,0.6,2,3.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1579,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0,Matches
1580,Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1,Matches
1581,Dennis Man,ROU,"FW,MF",Parma,Serie A,21,1998,7.8,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0,Matches
1582,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,5.1,4,0.79,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1583,Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1584,Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,31.7,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0,Matches
1585,Steve Mandanda,FRA,GK,Marseille,Ligue 1,35,1985,37.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1586,Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26,1994,24.2,34,1.4,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0,Matches
1587,Aïssa Mandi,ALG,DF,Betis,La Liga,28,1991,26.6,8,0.3,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
1588,Rolando Mandragora,ITA,MF,Udinese,Serie A,23,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
1589,Rolando Mandragora,ITA,MF,Torino,Serie A,23,1997,16.9,38,2.24,24,4,1,3,4,2,5,0.3,2,1,0,2,0,0,Matches
1590,Mario Mandžukić,CRO,FW,Milan,Serie A,34,1986,2.4,4,1.7,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
1591,Sadio Mané,SEN,FW,Liverpool,Premier League,28,1992,31.2,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1,Matches
1592,Niccolò Manfredini,ITA,GK,Benevento,Serie A,32,1988,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1593,Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1594,Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22,1998,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1,Matches
1595,Thomas Mangani,FRA,MF,Angers,Ligue 1,33,1987,29.9,66,2.21,47,15,1,1,0,2,6,0.2,4,2,0,0,0,0,Matches
1596,Vito Mannone,ITA,GK,Monaco,Ligue 1,32,1988,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1597,Kostas Manolas,GRE,DF,Napoli,Serie A,29,1991,25.5,18,0.7,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0,Matches
1598,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,9.2,8,0.87,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1599,Juan Manuel Ramos,URU,DF,Spezia,Serie A,23,1996,3.3,5,1.53,1,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1600,Myziane Maolida,FRA,"FW,MF",Nice,Ligue 1,21,1999,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0,Matches
1601,Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22,1998,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0,Matches
1602,Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18,2002,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0,Matches
1603,Maranhão,BRA,FW,Valladolid,La Liga,23,1996,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0,Matches
1604,Fernando Marçal,BRA,DF,Wolves,Premier League,31,1989,6.9,4,0.58,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1605,Fernando Marçal,BRA,DF,Lyon,Ligue 1,31,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1606,Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0,Matches
1607,Marcelo,BRA,DF,Lyon,Ligue 1,33,1987,32.3,27,0.84,25,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
1608,Solly March,ENG,DF,Brighton,Premier League,26,1994,18.6,52,2.8,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0,Matches
1609,Federico Marchetti,ITA,GK,Genoa,Serie A,37,1983,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1610,Riccardo Marchizza,ITA,DF,Spezia,Serie A,22,1998,17.3,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0,Matches
1611,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28,1992,33.5,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0,Matches
1612,Iván Marcone,ARG,MF,Elche,La Liga,30,1990,29.4,23,0.78,21,2,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
1613,Óscar de Marcos,ESP,"DF,MF",Athletic Club,La Liga,31,1989,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0,Matches
1614,Dario Maresic,AUT,DF,Reims,Ligue 1,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1615,José Mari,ESP,MF,Cádiz,La Liga,32,1987,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches
1616,Pablo Marí,ESP,DF,Arsenal,Premier League,26,1993,10.0,2,0.2,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
1617,José María Giménez,URU,DF,Atlético Madrid,La Liga,25,1995,19.6,6,0.31,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1618,Mariano,DOM,FW,Real Madrid,La Liga,26,1993,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0,Matches
1619,Jordan Marié,FRA,MF,Dijon,Ligue 1,28,1991,15.9,13,0.82,11,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1620,Adrián Marín,ESP,"DF,MF",Alavés,La Liga,23,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1621,Adrián Marín,ESP,"DF,FW",Granada,La Liga,23,1997,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
1622,Răzvan Marin,ROU,MF,Cagliari,Serie A,24,1996,32.9,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0,Matches
1623,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,26,1994,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1,Matches
1624,Marlon,BRA,DF,Sassuolo,Serie A,24,1995,19.4,12,0.62,10,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
1625,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,21,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1626,Marquinhos,BRA,DF,Paris S-G,Ligue 1,26,1994,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0,Matches
1627,Luca Marrone,ITA,DF,Crotone,Serie A,30,1990,17.6,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1,Matches
1628,Roger Martí,ESP,FW,Levante,La Liga,29,1991,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0,Matches
1629,Anthony Martial,FRA,FW,Manchester Utd,Premier League,24,1995,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0,Matches
1630,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,23,1997,2.9,5,1.72,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1631,Aarón Martín,ESP,DF,Celta Vigo,La Liga,23,1997,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0,Matches
1632,Álex Martín,ESP,DF,Cádiz,La Liga,22,1998,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1633,Jonas Martin,FRA,MF,Rennes,Ligue 1,30,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0,Matches
1634,Martinelli,BRA,FW,Arsenal,Premier League,19,2001,6.5,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0,Matches
1635,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,24,1996,16.5,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0,Matches
1636,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27,1992,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1637,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,29,1991,28.0,16,0.57,14,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
1638,Javi Martínez,ESP,"MF,FW",Osasuna,La Liga,20,1999,5.1,10,1.96,9,0,1,0,0,0,1,0.2,1,0,0,0,0,0,Matches
1639,Javi Martínez,ESP,"DF,MF",Bayern Munich,Bundesliga,31,1988,5.2,3,0.58,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1640,Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,22,1998,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1641,Lautaro Martínez,ARG,FW,Inter,Serie A,22,1997,28.5,80,2.81,52,0,6,7,10,5,15,0.53,9,0,0,2,3,1,Matches
1642,Pablo Martinez,FRA,DF,Nîmes,Ligue 1,31,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1643,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,25,1995,17.2,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0,Matches
1644,Adam Marušić,MNE,DF,Lazio,Serie A,27,1992,33.0,58,1.76,50,1,1,5,0,1,6,0.18,5,0,0,1,0,0,Matches
1645,Sylvain Marveaux,FRA,"MF,FW",Lorient,Ligue 1,34,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0,Matches
1646,Marvin,ESP,"DF,FW",Real Madrid,La Liga,20,2000,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0,Matches
1647,Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,27,1993,19.6,12,0.61,8,4,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
1648,Andrea Masiello,ITA,DF,Genoa,Serie A,34,1986,28.5,14,0.49,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
1649,Jordi Masip,ESP,GK,Valladolid,La Liga,31,1989,25.0,3,0.12,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1650,Roberto Massimo,GER,"DF,FW",Stuttgart,Bundesliga,19,2000,8.4,22,2.62,12,0,4,4,2,0,3,0.36,1,0,0,1,1,0,Matches
1651,Giuseppe Mastinu,ITA,FW,Spezia,Serie A,28,1991,0.4,1,2.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1652,Arthur Masuaku,COD,"DF,FW",West Ham,Premier League,26,1993,11.2,32,2.86,23,2,4,2,1,0,4,0.36,4,0,0,0,0,0,Matches
1653,Jaime Mata,ESP,FW,Getafe,La Liga,31,1988,22.6,41,1.81,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0,Matches
1654,Juan Mata,ESP,"FW,MF",Manchester Utd,Premier League,32,1988,5.7,18,3.18,12,4,0,2,0,0,5,0.88,3,1,0,1,0,0,Matches
1655,Pape Matar Sarr,SEN,MF,Metz,Ligue 1,17,2002,17.7,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0,Matches
1656,Eliot Matazo,BEL,MF,Monaco,Ligue 1,18,2002,3.5,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0,Matches
1657,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,23,1997,2.5,3,1.22,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
1658,Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,11.1,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0,Matches
1659,Nemanja Matić,SRB,MF,Manchester Utd,Premier League,31,1988,12.3,20,1.63,18,0,0,2,0,0,3,0.24,3,0,0,0,0,0,Matches
1660,Joël Matip,CMR,DF,Liverpool,Premier League,28,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,Matches
1661,Rabbi Matondo,WAL,"FW,MF",Schalke 04,Bundesliga,19,2000,2.4,4,1.64,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
1662,Ryder Matos,BRA,MF,Udinese,Serie A,27,1993,0.1,3,20.77,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
1663,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1664,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,18,2002,3.9,2,0.51,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1665,Federico Mattiello,ITA,DF,Spezia,Serie A,25,1995,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1666,Neal Maupay,FRA,"FW,MF",Brighton,Premier League,23,1996,27.9,79,2.83,52,1,10,5,8,3,8,0.29,5,0,0,1,2,0,Matches
1667,Tony Mauricio,FRA,MF,Lens,Ligue 1,26,1994,5.6,30,5.38,17,8,2,2,1,0,5,0.9,1,4,0,0,0,0,Matches
1668,Stephy Mavididi,ENG,"FW,MF",Montpellier,Ligue 1,22,1998,22.6,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0,Matches
1669,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,22,1997,16.3,9,0.55,6,0,0,2,0,1,2,0.12,1,0,0,1,0,0,Matches
1670,Eric Maxim Choupo-Moting,CMR,"FW,MF",Bayern Munich,Bundesliga,31,1989,9.1,21,2.3,17,0,2,0,2,0,1,0.11,0,0,0,0,1,0,Matches
1671,Borja Mayoral,ESP,FW,Real Madrid,La Liga,23,1997,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1672,Borja Mayoral,ESP,FW,Roma,Serie A,23,1997,17.2,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0,Matches
1673,Youssef Maziz,FRA,"MF,FW",Metz,Ligue 1,22,1998,2.9,11,3.85,6,3,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
1674,Antonio Mazzotta,ITA,DF,Crotone,Serie A,30,1989,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1675,Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,25,1995,18.2,31,1.7,26,1,0,1,3,0,3,0.16,3,0,0,0,0,0,Matches
1676,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,21,1998,26.4,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1,Matches
1677,Ibrahima Mbaye,SEN,DF,Bologna,Serie A,25,1994,4.8,3,0.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1678,Jean-Manuel Mbom,GER,"MF,DF",Werder Bremen,Bundesliga,20,2000,12.9,19,1.47,11,2,1,0,4,1,2,0.16,1,0,0,0,1,0,Matches
1679,Nathanael Mbuku,FRA,"MF,FW",Reims,Ligue 1,18,2002,24.6,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0,Matches
1680,James McArthur,SCO,MF,Crystal Palace,Premier League,32,1987,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches
1681,Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,24,1996,14.7,29,1.97,24,0,0,4,1,0,3,0.2,1,0,0,1,1,0,Matches
1682,Alex McCarthy,ENG,GK,Southampton,Premier League,30,1989,30.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1683,James McCarthy,IRL,MF,Crystal Palace,Premier League,29,1990,9.1,12,1.32,10,1,0,0,0,1,1,0.11,0,0,0,0,0,1,Matches
1684,John McGinn,SCO,MF,Aston Villa,Premier League,25,1994,37.0,100,2.7,82,2,3,2,9,2,12,0.32,8,1,1,1,1,0,Matches
1685,David McGoldrick,IRL,"FW,MF",Sheffield Utd,Premier League,32,1987,26.6,51,1.91,31,1,7,4,5,3,1,0.04,1,0,0,0,0,0,Matches
1686,Weston McKennie,USA,MF,Juventus,Serie A,21,1998,18.9,53,2.8,44,0,4,4,1,0,4,0.21,3,0,0,1,0,0,Matches
1687,Dwight McNeil,ENG,MF,Burnley,Premier League,20,1999,34.1,80,2.35,42,27,2,1,6,2,9,0.26,4,3,1,0,0,1,Matches
1688,Scott McTominay,SCO,MF,Manchester Utd,Premier League,23,1996,23.7,33,1.4,24,0,0,1,6,2,3,0.13,1,0,0,0,1,1,Matches
1689,Gary Medel,CHI,"DF,MF",Bologna,Serie A,32,1987,5.7,4,0.7,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1690,Facundo Medina,ARG,DF,Lens,Ligue 1,21,1999,22.3,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
1691,Nathan de Medina,BEL,DF,Arminia,Bundesliga,22,1997,7.1,5,0.7,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1692,Ben Mee,ENG,DF,Burnley,Premier League,30,1989,29.9,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0,Matches
1693,Joshua Mees,GER,FW,Union Berlin,Bundesliga,24,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1694,Admir Mehmedi,SUI,"MF,FW",Wolfsburg,Bundesliga,29,1991,9.1,41,4.5,34,1,1,2,2,1,3,0.33,3,0,0,0,0,0,Matches
1695,Soualiho Meïté,FRA,MF,Torino,Serie A,26,1994,10.2,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
1696,Soualiho Meïté,FRA,MF,Milan,Serie A,26,1994,6.5,17,2.6,12,0,2,1,1,1,2,0.31,2,0,0,0,0,0,Matches
1697,Hannibal Mejbri,FRA,MF,Manchester Utd,Premier League,17,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1698,Farid El Melali,ALG,"FW,MF",Angers,Ligue 1,23,1997,4.6,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0,Matches
1699,Filippo Melegoni,ITA,"MF,DF",Genoa,Serie A,21,1999,4.3,9,2.08,3,3,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
1700,Gonzalo Melero,ESP,"MF,FW",Levante,La Liga,26,1994,20.6,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0,Matches
1701,Birger Meling,NOR,DF,Nîmes,Ligue 1,25,1994,25.9,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0,Matches
1702,Arthur Melo,BRA,MF,Juventus,Serie A,23,1996,12.9,26,2.02,24,0,0,0,1,1,1,0.08,0,0,0,0,0,1,Matches
1703,Houboulang Mendes,FRA,DF,Lorient,Ligue 1,22,1998,14.4,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
1704,Pedro Mendes,POR,DF,Montpellier,Ligue 1,29,1990,18.1,6,0.33,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
1705,Thiago Mendes,BRA,MF,Lyon,Ligue 1,28,1992,24.9,53,2.13,48,1,1,1,1,1,5,0.2,5,0,0,0,0,0,Matches
1706,Brais Méndez,ESP,"MF,FW",Celta Vigo,La Liga,23,1997,29.7,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1,Matches
1707,Édgar Méndez,ESP,"MF,FW",Alavés,La Liga,30,1990,23.2,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0,Matches
1708,Eñaut Mendía,ESP,FW,Eibar,La Liga,21,1999,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1709,Batista Mendy,FRA,MF,Nantes,Ligue 1,20,2000,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1710,Benjamin Mendy,FRA,DF,Manchester City,Premier League,26,1994,10.6,17,1.61,13,0,4,0,0,0,3,0.28,2,0,1,0,0,0,Matches
1711,Edouard Mendy,SEN,GK,Rennes,Ligue 1,28,1992,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1712,Edouard Mendy,SEN,GK,Chelsea,Premier League,28,1992,30.5,3,0.1,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1713,Ferland Mendy,FRA,DF,Real Madrid,La Liga,25,1995,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
1714,Nampalys Mendy,SEN,MF,Leicester City,Premier League,28,1992,16.2,15,0.93,11,0,0,0,2,2,2,0.12,2,0,0,0,0,0,Matches
1715,Hamza Mendyl,MAR,FW,Schalke 04,Bundesliga,22,1997,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1716,Levent Mercan,GER,FW,Schalke 04,Bundesliga,19,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1717,Jorge Meré,ESP,DF,Köln,Bundesliga,23,1997,14.4,5,0.35,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1718,Alex Meret,ITA,GK,Napoli,Serie A,23,1997,22.0,2,0.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1719,Mikel Merino,ESP,MF,Real Sociedad,La Liga,24,1996,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1,Matches
1720,Martín Merquelanz,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0,Matches
1721,Yıldırım Mert Çetin,TUR,DF,Hellas Verona,Serie A,23,1997,4.6,1,0.22,0,0,1,0,0,0,1,0.22,0,0,1,0,0,0,Matches
1722,Dries Mertens,BEL,"FW,MF",Napoli,Serie A,33,1987,16.2,64,3.95,53,3,2,2,1,3,10,0.62,8,0,0,0,1,1,Matches
1723,Roque Mesa,ESP,MF,Valladolid,La Liga,31,1989,19.6,42,2.15,32,4,4,0,2,0,0,0.0,0,0,0,0,0,0,Matches
1724,Illan Meslier,FRA,GK,Leeds United,Premier League,20,2000,35.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1725,Lionel Messi,ARG,"FW,MF",Barcelona,La Liga,33,1987,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0,Matches
1726,Junior Messias,BRA,"MF,FW",Crotone,Serie A,29,1991,35.7,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1,Matches
1727,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,28,1991,16.4,24,1.47,18,1,1,2,1,1,1,0.06,0,0,0,1,0,0,Matches
1728,Mexer,MOZ,DF,Bordeaux,Ligue 1,31,1988,7.9,3,0.38,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1729,Max Meyer,GER,MF,Köln,Bundesliga,24,1995,3.9,6,1.54,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1730,Omenuke Mfulu,COD,MF,Elche,La Liga,26,1994,8.8,2,0.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1731,Míchel,ESP,MF,Valladolid,La Liga,32,1988,10.5,31,2.95,22,6,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
1732,Jonas Michel Dirkner,GER,MF,Hertha BSC,Bundesliga,18,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1733,Jonas Michelbrink,GER,MF,Hertha BSC,Bundesliga,19,2001,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1734,Clément Michelin,FRA,DF,Lens,Ligue 1,23,1997,12.8,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0,Matches
1735,Edouard Michut,FRA,MF,Paris S-G,Ligue 1,17,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1736,Petar Mićin,SRB,MF,Udinese,Serie A,21,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1737,Florian Miguel,FRA,DF,Nîmes,Ligue 1,23,1996,17.1,3,0.18,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1738,Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,20,2000,7.8,22,2.84,15,0,5,1,1,0,4,0.52,3,0,0,0,1,0,Matches
1739,Nikola Milenković,SRB,DF,Fiorentina,Serie A,22,1997,33.7,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0,Matches
1740,Arkadiusz Milik,POL,FW,Marseille,Ligue 1,26,1994,13.6,22,1.62,13,0,3,3,2,1,4,0.3,3,0,1,0,0,0,Matches
1741,Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,25,1995,30.5,81,2.65,68,1,1,4,3,4,16,0.52,14,0,0,0,1,1,Matches
1742,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,23,1997,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
1743,Éder Militão,BRA,DF,Real Madrid,La Liga,22,1998,12.6,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1744,Luka Milivojević,SRB,MF,Crystal Palace,Premier League,29,1991,26.2,39,1.49,22,13,1,1,1,1,3,0.11,2,1,0,0,0,0,Matches
1745,Luis Milla,ESP,MF,Granada,La Liga,25,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,Matches
1746,Pere Milla,ESP,"FW,MF",Elche,La Liga,27,1992,22.0,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0,Matches
1747,Alejandro Millán,ESP,FW,Villarreal,La Liga,20,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
