Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
138,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,8.5,13,1.54,9,0,2,1,1,0,1,0.12,0,0,0,1,0,0,Matches
139,Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36.0,3,0.08,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
140,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,24,1996,20.8,71,3.42,46,10,6,4,3,2,8,0.39,5,1,1,1,0,0,Matches
141,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
142,Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,31.8,115,3.61,91,3,12,6,3,0,26,0.82,19,1,4,1,1,0,Matches
143,Roger Assalé,CIV,"FW,MF",Dijon,Ligue 1,26,1993,9.2,11,1.2,6,0,1,1,2,1,4,0.43,2,0,0,1,1,0,Matches
144,Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,9.3,7,0.75,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
145,Youcef Attal,ALG,"DF,MF",Nice,Ligue 1,24,1996,10.6,20,1.88,12,1,5,0,2,0,1,0.09,0,0,1,0,0,0,Matches
146,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31,1989,25.9,45,1.74,36,0,4,2,3,0,7,0.27,6,0,1,0,0,0,Matches
147,Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
148,Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,35.7,49,1.37,44,2,2,1,0,0,4,0.11,4,0,0,0,0,0,Matches
149,Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
150,Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,21.7,63,2.9,32,26,0,3,1,1,6,0.28,2,4,0,0,0,0,Matches
151,Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,17.8,34,1.91,23,0,4,3,1,3,4,0.22,3,0,1,0,0,0,Matches
152,Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,1.5,1,0.65,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
153,Ezequiel Ávila,ARG,"MF,FW",Osasuna,La Liga,26,1994,2.2,3,1.34,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
154,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,15.1,33,2.19,24,0,3,2,3,1,6,0.4,3,0,1,0,2,0,Matches
155,Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,5.6,4,0.72,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
156,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,28,1991,23.3,33,1.42,23,0,2,2,5,1,7,0.3,5,0,0,1,1,0,Matches
157,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,8.8,3,0.34,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
158,Luke Ayling,ENG,DF,Leeds United,Premier League,28,1991,37.8,49,1.3,38,2,3,2,3,1,4,0.11,4,0,0,0,0,0,Matches
159,Ramon Azeez,NGA,"MF,DF",Granada,La Liga,27,1992,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
160,César Azpilicueta,ESP,DF,Chelsea,Premier League,30,1989,24.3,42,1.73,40,1,0,0,0,1,4,0.16,4,0,0,0,0,0,Matches
161,Ludovic Baal,GUF,DF,Brest,Ligue 1,34,1986,3.3,7,2.13,5,1,0,0,0,1,1,0.3,1,0,0,0,0,0,Matches
162,Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,8.7,13,1.49,9,0,3,1,0,0,2,0.23,1,0,1,0,0,0,Matches
163,Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,29.0,19,0.66,16,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Matches
164,Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,26.8,53,1.98,46,1,0,0,3,3,6,0.22,5,0,0,0,1,0,Matches
165,Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30.0,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
166,Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,1.5,3,1.97,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
167,Miguel Baeza,ESP,"MF,FW",Celta Vigo,La Liga,20,2000,6.0,14,2.32,8,2,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
168,Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,18.0,26,1.45,16,0,4,2,2,2,5,0.28,4,0,1,0,0,0,Matches
169,Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,22,1997,23.8,98,4.12,56,15,10,7,9,1,14,0.59,7,4,1,1,0,1,Matches
170,Eric Bailly,CIV,DF,Manchester Utd,Premier League,26,1994,10.2,3,0.29,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
171,Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
172,Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,21.8,35,1.6,28,0,1,2,3,1,2,0.09,1,0,0,0,1,0,Matches
173,Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,18.8,33,1.75,32,1,0,0,0,0,3,0.16,2,1,0,0,0,0,Matches
174,Ridle Baku,GER,"FW,DF",Wolfsburg,Bundesliga,22,1998,29.8,85,2.86,69,1,4,3,5,3,16,0.54,14,0,1,0,0,1,Matches
175,Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
176,Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,17,2002,0.6,5,8.04,2,0,0,1,2,0,1,1.61,0,0,0,1,0,0,Matches
177,Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,13.3,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
178,Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,13.3,44,3.31,23,0,5,7,7,2,5,0.38,2,0,0,1,2,0,Matches
179,George Baldock,ENG,DF,Sheffield Utd,Premier League,27,1993,31.0,32,1.03,27,0,1,3,0,1,2,0.06,1,0,0,1,0,0,Matches
180,Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,10.2,45,4.4,24,7,8,3,2,1,5,0.49,2,1,0,2,0,0,Matches
181,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,18.8,13,0.69,10,1,0,0,1,1,2,0.11,2,0,0,0,0,0,Matches
182,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,18.2,7,0.39,4,1,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
183,Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,7.4,13,1.77,12,0,0,0,1,0,4,0.54,3,0,0,0,1,0,Matches
184,Botond Balogh,HUN,DF,Parma,Serie A,18,2002,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
185,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,15.0,21,1.4,18,1,1,0,0,1,0,0.0,0,0,0,0,0,0,Matches
186,Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,33.2,120,3.62,77,22,7,4,8,2,16,0.48,11,2,1,1,1,0,Matches
187,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,11.6,2,0.17,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
188,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,33.9,61,1.8,42,0,5,6,6,2,18,0.53,10,0,2,2,4,0,Matches
189,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,10.2,3,0.29,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
190,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,12.7,5,0.39,4,0,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
191,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,15.2,29,1.9,20,0,1,4,3,1,5,0.33,4,0,0,0,1,0,Matches
192,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,30.7,55,1.79,47,0,4,1,2,1,7,0.23,6,0,1,0,0,0,Matches
193,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,29.5,25,0.85,24,0,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
194,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,2.8,2,0.72,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
195,Barcia,ESP,DF,Granada,La Liga,19,2000,1.0,1,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
196,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,4.8,9,1.87,8,0,0,0,1,0,1,0.21,0,0,0,0,1,0,Matches
197,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,18.7,51,2.73,37,7,5,1,1,0,6,0.32,5,1,0,0,0,0,Matches
198,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,3.0,3,0.99,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
199,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,32.2,93,2.89,83,1,3,3,2,1,12,0.37,11,0,0,1,0,0,Matches
200,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
201,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,15.9,34,2.14,25,1,4,3,1,0,4,0.25,3,0,0,0,1,0,Matches
202,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,17.0,75,4.41,43,20,9,1,2,0,5,0.29,3,1,0,0,1,0,Matches
203,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,0.5,3,6.43,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
204,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,10.9,39,3.59,26,8,2,0,2,1,6,0.55,4,1,1,0,0,0,Matches
205,Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,14.8,36,2.43,25,0,0,5,4,2,2,0.14,0,0,0,1,1,0,Matches
206,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,22,1997,21.6,68,3.15,44,0,8,7,8,1,8,0.37,5,0,2,0,1,0,Matches
207,Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1.0,3,3.0,0,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
208,Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,24.8,22,0.89,15,2,2,1,2,0,7,0.28,3,1,2,0,1,0,Matches
209,Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,0.9,1,1.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
210,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,25.6,31,1.21,25,1,2,0,3,0,2,0.08,2,0,0,0,0,0,Matches
211,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,14.5,31,2.13,25,0,2,2,1,1,4,0.28,4,0,0,0,0,0,Matches
212,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,12.3,7,0.57,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
213,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,32.5,106,3.27,74,13,8,9,2,0,11,0.34,8,2,0,1,0,0,Matches
214,Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,28.7,9,0.31,7,0,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches
215,Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,3.6,7,1.97,6,1,0,0,0,0,2,0.56,2,0,0,0,0,0,Matches
216,Marc Bartra,ESP,DF,Betis,La Liga,29,1991,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
217,Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,4.4,13,2.95,8,4,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
218,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,32,1988,28.6,22,0.77,18,0,2,0,2,0,1,0.03,1,0,0,0,0,0,Matches
219,Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,28.9,52,1.8,28,8,4,2,5,5,3,0.1,0,1,2,0,0,0,Matches
220,Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
221,Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,32.5,31,0.95,26,0,0,2,2,1,4,0.12,4,0,0,0,0,0,Matches
222,Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,16.9,45,2.66,28,12,5,0,0,0,9,0.53,4,4,1,0,0,0,Matches
223,Bastos,ANG,DF,Lazio,Serie A,29,1991,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
224,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,8.1,20,2.47,13,1,4,0,2,0,2,0.25,1,0,0,0,1,0,Matches
225,Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,27.7,18,0.65,10,0,0,4,2,2,1,0.04,1,0,0,0,0,0,Matches
226,Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,3.9,13,3.3,9,3,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
227,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31.0,2,0.06,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
228,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,11.9,23,1.93,18,0,0,1,4,0,2,0.17,1,0,0,1,0,0,Matches
229,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,26.3,79,3.0,51,2,3,5,14,4,11,0.42,7,0,1,0,3,0,Matches
230,Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,4.1,9,2.19,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0,Matches
231,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,29.0,15,0.52,12,1,0,1,0,1,3,0.1,3,0,0,0,0,0,Matches
232,Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,0.4,1,2.5,1,0,0,0,0,0,1,2.5,1,0,0,0,0,0,Matches
233,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,24.4,71,2.9,56,0,8,3,3,1,14,0.57,8,0,3,2,1,0,Matches
234,Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,30.9,19,0.62,15,0,0,1,1,2,0,0.0,0,0,0,0,0,0,Matches
235,Sheraldo Becker,NED,"FW,MF",Union Berlin,Bundesliga,25,1995,12.3,37,3.01,28,0,3,3,3,0,9,0.73,7,0,1,0,1,0,Matches
236,Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,18.2,9,0.49,6,1,0,0,2,0,3,0.16,2,1,0,0,0,0,Matches
237,Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,34.4,14,0.41,12,1,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
238,Donny van de Beek,NED,"MF,FW",Manchester Utd,Premier League,23,1997,5.8,12,2.06,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0,Matches
239,Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,9.9,7,0.71,6,0,0,0,1,0,1,0.1,0,0,0,0,1,0,Matches
240,Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,0.9,2,2.28,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
241,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
242,Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,6.6,19,2.87,14,0,0,2,3,0,1,0.15,1,0,0,0,0,0,Matches
243,Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,2001,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
244,Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,30.3,34,1.12,28,1,2,1,2,0,2,0.07,1,0,0,0,1,0,Matches
245,Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,14.1,6,0.43,4,1,0,0,0,1,2,0.14,1,1,0,0,0,0,Matches
246,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,8.9,30,3.38,20,0,8,2,0,0,1,0.11,0,0,0,1,0,0,Matches
247,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,23.2,44,1.9,23,3,6,4,5,3,8,0.35,4,0,0,1,3,0,Matches
248,Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,23.2,41,1.77,37,1,0,2,1,0,7,0.3,6,0,0,0,1,0,Matches
249,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,18.9,41,2.17,34,0,1,1,3,2,7,0.37,7,0,0,0,0,0,Matches
250,Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,32.1,111,3.46,52,1,13,11,28,6,17,0.53,6,0,1,3,6,1,Matches
251,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,15.5,23,1.48,19,1,2,1,0,0,1,0.06,1,0,0,0,0,0,Matches
252,Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
253,Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,18.9,68,3.59,31,17,12,4,3,1,8,0.42,2,3,2,0,1,0,Matches
254,Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
255,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,29.0,83,2.87,60,0,8,8,6,1,15,0.52,11,0,0,3,1,0,Matches
256,Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,13.5,29,2.15,22,4,2,0,1,0,1,0.07,1,0,0,0,0,0,Matches
257,Samy Benchama,FRA,"MF,DF",Montpellier,Ligue 1,20,2000,0.5,1,2.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
258,Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,10.4,17,1.63,16,0,1,0,0,0,3,0.29,3,0,0,0,0,0,Matches
259,Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,13.0,12,0.92,11,0,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
260,Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,17.5,29,1.65,18,0,3,2,3,3,7,0.4,5,0,0,0,1,1,Matches
261,László Bénes,SVK,"MF,FW",Augsburg,Bundesliga,22,1997,7.3,23,3.14,10,7,1,1,4,0,1,0.14,0,1,0,0,0,0,Matches
262,László Bénes,SVK,MF,M'Gladbach,Bundesliga,22,1997,1.7,6,3.6,1,4,0,0,1,0,2,1.2,0,1,0,0,1,0,Matches
263,Walter Benítez,ARG,GK,Nice,Ligue 1,27,1993,38.0,4,0.11,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
264,Loris Benito,SUI,DF,Bordeaux,Ligue 1,28,1992,29.5,31,1.05,23,7,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
265,Sergio Benito,ESP,FW,Valladolid,La Liga,21,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
266,Bilal Benkhedim,FRA,FW,Saint-Étienne,Ligue 1,19,2001,0.8,1,1.23,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
267,Djamel Benlamri,ALG,DF,Lyon,Ligue 1,30,1989,1.7,2,1.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
268,Ismaël Bennacer,ALG,MF,Milan,Serie A,22,1997,14.7,26,1.76,17,2,1,2,3,1,6,0.41,5,0,0,0,1,0,Matches
269,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,24,1995,15.5,55,3.56,49,0,3,1,1,1,9,0.58,9,0,0,0,0,0,Matches
270,Yassine Benrahou,FRA,MF,Nîmes,Ligue 1,21,1999,13.8,49,3.56,23,17,2,0,6,1,2,0.15,1,0,0,0,1,0,Matches
271,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,25,1995,20.1,20,0.99,15,0,2,1,1,1,4,0.2,1,0,1,1,1,0,Matches
272,Josh Benson,ENG,MF,Burnley,Premier League,20,1999,2.9,1,0.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
273,Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,25,1994,6.1,4,0.66,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
274,Rodrigo Bentancur,URU,MF,Juventus,Serie A,23,1997,25.8,66,2.56,50,9,0,1,1,5,13,0.5,11,0,0,0,0,2,Matches
275,Christian Benteke,BEL,FW,Crystal Palace,Premier League,29,1990,20.2,38,1.88,29,0,3,2,2,2,5,0.25,2,0,1,0,1,1,Matches
276,Karim Benzema,FRA,FW,Real Madrid,La Liga,32,1987,32.2,100,3.11,77,0,10,10,2,1,18,0.56,15,0,2,1,0,0,Matches
277,Yassine Benzia,ALG,"MF,FW",Dijon,Ligue 1,25,1994,4.5,14,3.1,10,3,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
278,Alessandro Berardi,ITA,GK,Hellas Verona,Serie A,29,1991,0.3,1,3.21,0,1,0,0,0,0,1,3.21,0,1,0,0,0,0,Matches
279,Domenico Berardi,ITA,"FW,MF",Sassuolo,Serie A,25,1994,27.5,129,4.69,85,14,8,10,7,5,17,0.62,10,2,0,3,1,1,Matches
280,Gaetano Berardi,SUI,DF,Leeds United,Premier League,31,1988,1.3,1,0.8,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
281,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,30,1990,18.7,43,2.3,36,1,2,0,3,1,7,0.37,6,0,0,0,1,0,Matches
282,Álex Berenguer,ESP,MF,Torino,Serie A,25,1995,1.5,2,1.37,1,0,1,0,0,0,1,0.69,1,0,0,0,0,0,Matches
283,Álex Berenguer,ESP,"MF,FW",Athletic Club,La Liga,25,1995,25.3,80,3.16,53,14,5,1,5,2,13,0.51,8,1,1,0,1,2,Matches
284,Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,28,1992,29.0,24,0.83,20,1,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
285,Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,29,1990,15.1,26,1.72,21,1,0,1,2,1,0,0.0,0,0,0,0,0,0,Matches
286,Sander Berge,NOR,MF,Sheffield Utd,Premier League,22,1998,12.4,24,1.93,20,0,2,1,0,1,1,0.08,0,0,0,1,0,0,Matches
287,Steven Bergwijn,NED,"FW,MF",Tottenham,Premier League,22,1997,13.4,33,2.46,24,1,0,2,5,1,6,0.45,3,0,0,1,1,1,Matches
288,Valon Berisha,KVX,MF,Reims,Ligue 1,27,1993,18.3,51,2.79,44,7,0,0,0,0,6,0.33,4,2,0,0,0,0,Matches
289,Bernard,BRA,"MF,FW",Everton,Premier League,27,1992,5.1,17,3.36,15,0,1,0,1,0,1,0.2,1,0,0,0,0,0,Matches
290,Federico Bernardeschi,ITA,"DF,MF",Juventus,Serie A,26,1994,10.8,40,3.7,21,14,2,0,3,0,5,0.46,5,0,0,0,0,0,Matches
291,Bernardo,BRA,"DF,MF",Brighton,Premier League,25,1995,2.3,4,1.75,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
292,Paul Bernardoni,FRA,GK,Angers,Ligue 1,23,1997,38.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
293,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,27,1993,2.2,3,1.39,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
294,Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,22,1998,8.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
295,Marco Bertini,ITA,MF,Lazio,Serie A,17,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
296,Ryan Bertrand,ENG,DF,Southampton,Premier League,30,1989,28.9,33,1.14,21,10,0,0,1,1,3,0.1,2,0,0,0,0,1,Matches
297,Daniel Bessa,ITA,"MF,FW",Hellas Verona,Serie A,27,1993,6.8,20,2.93,16,1,1,1,0,1,3,0.44,3,0,0,0,0,0,Matches
298,Loïc Bessile,TOG,DF,Bordeaux,Ligue 1,21,1999,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
299,Louis Beyer,GER,DF,M'Gladbach,Bundesliga,20,2000,2.1,2,0.96,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
300,Bartosz Bialek,POL,"FW,MF",Wolfsburg,Bundesliga,18,2001,3.0,10,3.33,10,0,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
301,Giulian Biancone,FRA,"DF,MF",Monaco,Ligue 1,20,2000,1.0,2,1.96,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
302,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,30,1990,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
303,Pedro Bigas,ESP,DF,Eibar,La Liga,29,1990,17.0,8,0.47,5,1,1,0,0,1,1,0.06,1,0,0,0,0,0,Matches
304,El Bilal Touré,MLI,"FW,MF",Reims,Ligue 1,18,2001,13.8,16,1.16,12,0,1,1,1,1,3,0.22,2,0,0,0,0,1,Matches
305,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,27,1992,31.1,78,2.5,43,31,1,1,2,0,7,0.22,6,1,0,0,0,0,Matches
306,Davide Biraschi,ITA,DF,Genoa,Serie A,26,1994,10.2,3,0.3,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
307,Yves Bissouma,MLI,MF,Brighton,Premier League,23,1996,34.6,52,1.5,42,0,1,2,3,4,2,0.06,2,0,0,0,0,0,Matches
308,Leonardo Bittencourt,GER,"MF,FW",Werder Bremen,Bundesliga,26,1993,16.8,45,2.68,26,10,4,1,2,2,4,0.24,1,1,0,0,1,1,Matches
309,Blanco,ESP,"MF,DF",Real Madrid,La Liga,20,2000,2.4,5,2.05,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
310,Alejandro Blanco,ESP,MF,Valencia,La Liga,21,1998,6.4,11,1.71,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
